hour,East,North,West,South
1196,0,0,0,0
1197,0,0,0,0
1198,0,0,0,0
1199,0,0,0,0
1200,0,0,0,0
1201,0,0,0,0
1202,0,0,0,0
1203,0,0,0,0
1204,0,0,0,0
1205,0,0,0,0
1206,0,0,0,0
1207,0.003,0,0.003,0.018
1208,0.043,0.012,0.121,0.157
1209,0.151,0.032,0.288,0.367
1210,0.503,0.057,0.435,0.521
1211,0.609,0.081,0.592,0.609
1212,0.584,0.131,0.647,0.652
1213,0.493,0.245,0.603,0.636
1214,0.4,0.248,0.464,0.556
1215,0.249,0.125,0.242,0.399
1216,0.069,0.023,0.041,0.185
1217,0,0,0,0.006
1218,0,0,0,0
1219,0,0,0,0
1220,0,0,0,0
1221,0,0,0,0
1222,0,0,0,0
1223,0,0,0,0
1224,0,0,0,0
1225,0,0,0,0
1226,0,0,0,0
1227,0,0,0,0
1228,0,0,0,0
1229,0,0,0,0
1230,0,0,0,0
1231,0.017,0.001,0.001,0.002
1232,0.065,0.039,0.047,0.036
1233,0.101,0.082,0.106,0.126
1234,0.103,0.134,0.164,0.186
1235,0.084,0.197,0.207,0.236
1236,0.165,0.212,0.232,0.185
1237,0.266,0.171,0.282,0.136
1238,0.261,0.135,0.253,0.086
1239,0.115,0.062,0.152,0.054
1240,0.022,0.023,0.048,0.018
1241,0,0,0.003,0
1242,0,0,0,0
1243,0,0,0,0
1244,0,0,0,0
1245,0,0,0,0
1246,0,0,0,0
1247,0,0,0,0
1248,0,0,0,0
1249,0,0,0,0
1250,0,0,0,0
1251,0,0,0,0
1252,0,0,0,0
1253,0,0,0,0
1254,0,0,0,0
1255,0.004,0.002,0.002,0.027
1256,0.03,0.057,0.062,0.158
1257,0.108,0.183,0.185,0.293
1258,0.531,0.215,0.272,0.455
1259,0.635,0.165,0.271,0.52
1260,0.605,0.121,0.294,0.552
1261,0.538,0.107,0.354,0.474
1262,0.428,0.103,0.343,0.408
1263,0.262,0.084,0.252,0.315
1264,0.075,0.025,0.069,0.149
1265,0,0,0.006,0.007
1266,0,0,0,0
1267,0,0,0,0
1268,0,0,0,0
1269,0,0,0,0
1270,0,0,0,0
1271,0,0,0,0
1272,0,0,0,0
1273,0,0,0,0
1274,0,0,0,0
1275,0,0,0,0
1276,0,0,0,0
1277,0,0,0,0
1278,0,0,0,0
1279,0.019,0,0.009,0.032
1280,0.09,0.025,0.157,0.196
1281,0.304,0.045,0.397,0.457
1282,0.578,0.093,0.567,0.602
1283,0.66,0.32,0.654,0.698
1284,0.666,0.614,0.678,0.739
1285,0.615,0.576,0.652,0.701
1286,0.504,0.472,0.568,0.608
1287,0.333,0.279,0.424,0.45
1288,0.114,0.072,0.218,0.229
1289,0,0,0.028,0.017
1290,0,0,0,0
1291,0,0,0,0
1292,0,0,0,0
1293,0,0,0,0
1294,0,0,0,0
1295,0,0,0,0
1296,0,0,0,0
1297,0,0,0,0
1298,0,0,0,0
1299,0,0,0,0
1300,0,0,0,0
1301,0,0,0,0
1302,0,0,0,0
1303,0.13,0.01,0.023,0.123
1304,0.349,0.203,0.267,0.389
1305,0.522,0.443,0.465,0.572
1306,0.631,0.576,0.6,0.69
1307,0.683,0.644,0.672,0.75
1308,0.681,0.658,0.69,0.757
1309,0.626,0.612,0.657,0.712
1310,0.514,0.515,0.565,0.613
1311,0.342,0.361,0.415,0.454
1312,0.119,0.149,0.212,0.233
1313,0,0.003,0.028,0.019
1314,0,0,0,0
1315,0,0,0,0
1316,0,0,0,0
1317,0,0,0,0
1318,0,0,0,0
1319,0,0,0,0
1320,0,0,0,0
1321,0,0,0,0
1322,0,0,0,0
1323,0,0,0,0
1324,0,0,0,0
1325,0,0,0,0
1326,0,0,0,0
1327,0.049,0.013,0.002,0.103
1328,0.251,0.13,0.054,0.345
1329,0.503,0.313,0.187,0.521
1330,0.619,0.395,0.306,0.631
1331,0.671,0.446,0.441,0.683
1332,0.668,0.471,0.52,0.681
1333,0.612,0.444,0.477,0.604
1334,0.499,0.345,0.416,0.454
1335,0.328,0.19,0.198,0.292
1336,0.113,0.053,0.047,0.146
1337,0,0,0.003,0.014
1338,0,0,0,0
1339,0,0,0,0
1340,0,0,0,0
1341,0,0,0,0
1342,0,0,0,0
1343,0,0,0,0
1344,0,0,0,0
1345,0,0,0,0
1346,0,0,0,0
1347,0,0,0,0
1348,0,0,0,0
1349,0,0,0,0
1350,0,0,0,0
1351,0.038,0.006,0.003,0.066
1352,0.127,0.05,0.052,0.286
1353,0.228,0.155,0.14,0.492
1354,0.331,0.403,0.329,0.627
1355,0.433,0.539,0.454,0.692
1356,0.466,0.552,0.503,0.688
1357,0.431,0.508,0.403,0.585
1358,0.327,0.421,0.26,0.395
1359,0.18,0.239,0.157,0.191
1360,0.052,0.087,0.075,0.053
1361,0,0.003,0.01,0.001
1362,0,0,0,0
1363,0,0,0,0
1364,0,0,0,0
1365,0,0,0,0
1366,0,0,0,0
1367,0,0,0,0
1368,0,0,0,0
1369,0,0,0,0
1370,0,0,0,0
1371,0,0,0,0
1372,0,0,0,0
1373,0,0,0,0
1374,0,0,0,0
1375,0.078,0.003,0.023,0.014
1376,0.264,0.042,0.196,0.105
1377,0.425,0.125,0.317,0.266
1378,0.556,0.403,0.328,0.378
1379,0.608,0.609,0.319,0.438
1380,0.612,0.567,0.338,0.534
1381,0.554,0.45,0.346,0.555
1382,0.443,0.335,0.284,0.458
1383,0.28,0.194,0.163,0.33
1384,0.094,0.068,0.051,0.161
1385,0,0.002,0.002,0.012
1386,0,0,0,0
1387,0,0,0,0
1388,0,0,0,0
1389,0,0,0,0
1390,0,0,0,0
1391,0,0,0,0
1392,0,0,0,0
1393,0,0,0,0
1394,0,0,0,0
1395,0,0,0,0
1396,0,0,0,0
1397,0,0,0,0
1398,0,0,0,0
1399,0.075,0.001,0.007,0.027
1400,0.221,0.016,0.091,0.143
1401,0.215,0.035,0.244,0.279
1402,0.207,0.062,0.416,0.27
1403,0.207,0.094,0.518,0.305
1404,0.336,0.142,0.575,0.387
1405,0.405,0.187,0.525,0.335
1406,0.274,0.22,0.414,0.379
1407,0.123,0.171,0.26,0.386
1408,0.049,0.049,0.102,0.212
1409,0,0.001,0.011,0.022
1410,0,0,0,0
1411,0,0,0,0
1412,0,0,0,0
1413,0,0,0,0
1414,0,0,0,0
1415,0,0,0,0
1416,0,0,0,0
1417,0,0,0,0
1418,0,0,0,0
1419,0,0,0,0
1420,0,0,0,0
1421,0,0,0,0
1422,0,0,0,0
1423,0.076,0.004,0.015,0.019
1424,0.241,0.033,0.151,0.063
1425,0.437,0.089,0.28,0.119
1426,0.565,0.202,0.249,0.188
1427,0.606,0.287,0.207,0.4
1428,0.607,0.265,0.185,0.514
1429,0.568,0.241,0.155,0.427
1430,0.491,0.198,0.142,0.269
1431,0.348,0.12,0.093,0.136
1432,0.14,0.041,0.053,0.035
1433,0.001,0,0.008,0.001
1434,0,0,0,0
1435,0,0,0,0
1436,0,0,0,0
1437,0,0,0,0
1438,0,0,0,0
1439,0,0,0,0
1440,0,0,0,0
1441,0,0,0,0
1442,0,0,0,0
1443,0,0,0,0
1444,0,0,0,0
1445,0,0,0,0
1446,0,0,0,0
1447,0.016,0.002,0.006,0.012
1448,0.065,0.031,0.086,0.051
1449,0.167,0.052,0.27,0.106
1450,0.415,0.075,0.431,0.178
1451,0.608,0.092,0.63,0.312
1452,0.622,0.126,0.675,0.504
1453,0.546,0.195,0.674,0.516
1454,0.386,0.263,0.601,0.297
1455,0.193,0.234,0.466,0.259
1456,0.059,0.119,0.271,0.101
1457,0,0.01,0.058,0.012
1458,0,0,0,0
1459,0,0,0,0
1460,0,0,0,0
1461,0,0,0,0
1462,0,0,0,0
1463,0,0,0,0
1464,0,0,0,0
1465,0,0,0,0
1466,0,0,0,0
1467,0,0,0,0
1468,0,0,0,0
1469,0,0,0,0
1470,0,0,0,0
1471,0.019,0.013,0.008,0.098
1472,0.082,0.073,0.055,0.263
1473,0.168,0.122,0.111,0.387
1474,0.266,0.238,0.192,0.532
1475,0.378,0.563,0.299,0.662
1476,0.45,0.62,0.417,0.672
1477,0.453,0.56,0.471,0.555
1478,0.417,0.423,0.457,0.438
1479,0.292,0.249,0.353,0.269
1480,0.102,0.089,0.204,0.099
1481,0.002,0.006,0.025,0.008
1482,0,0,0,0
1483,0,0,0,0
1484,0,0,0,0
1485,0,0,0,0
1486,0,0,0,0
1487,0,0,0,0
1488,0,0,0,0
1489,0,0,0,0
1490,0,0,0,0
1491,0,0,0,0
1492,0,0,0,0
1493,0,0,0,0
1494,0,0,0,0
1495,0.055,0.027,0.05,0.029
1496,0.171,0.111,0.265,0.112
1497,0.292,0.201,0.468,0.248
1498,0.43,0.339,0.603,0.36
1499,0.488,0.397,0.664,0.46
1500,0.394,0.363,0.656,0.421
1501,0.293,0.244,0.609,0.348
1502,0.201,0.139,0.516,0.288
1503,0.108,0.071,0.375,0.154
1504,0.031,0.028,0.131,0.066
1505,0,0.002,0.022,0.005
1506,0,0,0,0
1507,0,0,0,0
1508,0,0,0,0
1509,0,0,0,0
1510,0,0,0,0
1511,0,0,0,0
1512,0,0,0,0
1513,0,0,0,0
1514,0,0,0,0
1515,0,0,0,0
1516,0,0,0,0
1517,0,0,0,0
1518,0,0,0,0
1519,0.017,0.007,0.003,0.026
1520,0.056,0.042,0.03,0.115
1521,0.123,0.104,0.061,0.328
1522,0.254,0.201,0.096,0.522
1523,0.379,0.473,0.18,0.506
1524,0.39,0.566,0.31,0.475
1525,0.27,0.59,0.556,0.35
1526,0.164,0.5,0.492,0.286
1527,0.11,0.356,0.37,0.212
1528,0.048,0.171,0.204,0.086
1529,0.002,0.02,0.039,0.009
1530,0,0,0,0
1531,0,0,0,0
1532,0,0,0,0
1533,0,0,0,0
1534,0,0,0,0
1535,0,0,0,0
1536,0,0,0,0
1537,0,0,0,0
1538,0,0,0,0
1539,0,0,0,0
1540,0,0,0,0
1541,0,0,0,0
1542,0,0,0,0
1543,0.019,0.003,0.037,0.05
1544,0.068,0.023,0.185,0.17
1545,0.178,0.051,0.419,0.323
1546,0.28,0.082,0.589,0.512
1547,0.428,0.112,0.671,0.659
1548,0.518,0.173,0.695,0.649
1549,0.548,0.46,0.658,0.608
1550,0.473,0.474,0.578,0.489
1551,0.317,0.344,0.441,0.384
1552,0.126,0.164,0.252,0.205
1553,0.006,0.021,0.055,0.033
1554,0,0,0,0
1555,0,0,0,0
1556,0,0,0,0
1557,0,0,0,0
1558,0,0,0,0
1559,0,0,0,0
1560,0,0,0,0
1561,0,0,0,0
1562,0,0,0,0
1563,0,0,0,0
1564,0,0,0,0
1565,0,0,0,0
1566,0,0,0,0
1567,0.038,0.014,0.061,0.143
1568,0.132,0.095,0.261,0.372
1569,0.293,0.188,0.467,0.557
1570,0.538,0.281,0.601,0.68
1571,0.641,0.377,0.676,0.744
1572,0.595,0.45,0.699,0.754
1573,0.491,0.378,0.66,0.713
1574,0.353,0.229,0.555,0.618
1575,0.184,0.084,0.3,0.466
1576,0.059,0.026,0.073,0.264
1577,0.002,0.002,0.007,0.051
1578,0,0,0,0
1579,0,0,0,0
1580,0,0,0,0
1581,0,0,0,0
1582,0,0,0,0
1583,0,0,0,0
1584,0,0,0,0
1585,0,0,0,0
1586,0,0,0,0
1587,0,0,0,0
1588,0,0,0,0
1589,0,0,0,0
1590,0.001,0,0,0
1591,0.06,0.048,0.049,0.14
1592,0.184,0.201,0.274,0.365
1593,0.458,0.482,0.472,0.547
1594,0.598,0.622,0.603,0.672
1595,0.637,0.692,0.672,0.738
1596,0.601,0.704,0.668,0.752
1597,0.591,0.648,0.544,0.712
1598,0.482,0.556,0.401,0.619
1599,0.343,0.442,0.26,0.45
1600,0.177,0.248,0.146,0.236
1601,0.015,0.043,0.047,0.045
1602,0,0,0,0
1603,0,0,0,0
1604,0,0,0,0
1605,0,0,0,0
1606,0,0,0,0
1607,0,0,0,0
1608,0,0,0,0
1609,0,0,0,0
1610,0,0,0,0
1611,0,0,0,0
1612,0,0,0,0
1613,0,0,0,0
1614,0.003,0,0,0
1615,0.075,0.021,0.09,0.175
1616,0.238,0.246,0.313,0.404
1617,0.529,0.487,0.508,0.58
1618,0.649,0.614,0.638,0.695
1619,0.7,0.675,0.708,0.754
1620,0.698,0.684,0.726,0.763
1621,0.647,0.641,0.693,0.724
1622,0.546,0.55,0.611,0.633
1623,0.393,0.411,0.476,0.487
1624,0.192,0.234,0.296,0.288
1625,0.018,0.047,0.087,0.063
1626,0,0,0,0
1627,0,0,0,0
1628,0,0,0,0
1629,0,0,0,0
1630,0,0,0,0
1631,0,0,0,0
1632,0,0,0,0
1633,0,0,0,0
1634,0,0,0,0
1635,0,0,0,0
1636,0,0,0,0
1637,0,0,0,0
1638,0.006,0,0,0
1639,0.179,0.092,0.098,0.147
1640,0.391,0.302,0.314,0.389
1641,0.551,0.495,0.498,0.575
1642,0.652,0.613,0.619,0.694
1643,0.698,0.675,0.688,0.756
1644,0.695,0.686,0.709,0.765
1645,0.644,0.648,0.683,0.725
1646,0.542,0.558,0.605,0.632
1647,0.388,0.414,0.474,0.486
1648,0.189,0.216,0.286,0.289
1649,0.019,0.036,0.082,0.065
1650,0,0,0,0
1651,0,0,0,0
1652,0,0,0,0
1653,0,0,0,0
1654,0,0,0,0
1655,0,0,0,0
1656,0,0,0,0
1657,0,0,0,0
1658,0,0,0,0
1659,0,0,0,0
1660,0,0,0,0
1661,0,0,0,0
1662,0.005,0,0,0
1663,0.114,0.08,0.02,0.05
1664,0.276,0.333,0.097,0.153
1665,0.429,0.533,0.31,0.299
1666,0.605,0.651,0.527,0.435
1667,0.689,0.715,0.677,0.549
1668,0.689,0.727,0.7,0.63
1669,0.629,0.691,0.666,0.664
1670,0.522,0.602,0.584,0.631
1671,0.364,0.461,0.45,0.494
1672,0.168,0.269,0.259,0.291
1673,0.017,0.06,0.07,0.068
1674,0,0,0,0
1675,0,0,0,0
1676,0,0,0,0
1677,0,0,0,0
1678,0,0,0,0
1679,0,0,0,0
1680,0,0,0,0
1681,0,0,0,0
1682,0,0,0,0
1683,0,0,0,0
1684,0,0,0,0
1685,0,0,0,0
1686,0.01,0,0,0.002
1687,0.194,0.064,0.039,0.186
1688,0.409,0.297,0.245,0.414
1689,0.567,0.522,0.485,0.59
1690,0.665,0.64,0.618,0.704
1691,0.712,0.702,0.688,0.76
1692,0.71,0.714,0.709,0.767
1693,0.661,0.676,0.683,0.726
1694,0.56,0.588,0.606,0.635
1695,0.408,0.449,0.476,0.491
1696,0.21,0.261,0.293,0.298
1697,0.028,0.06,0.089,0.075
1698,0,0,0,0
1699,0,0,0,0
1700,0,0,0,0
1701,0,0,0,0
1702,0,0,0,0
1703,0,0,0,0
1704,0,0,0,0
1705,0,0,0,0
1706,0,0,0,0
1707,0,0,0,0
1708,0,0,0,0
1709,0,0,0,0
1710,0.012,0,0,0.002
1711,0.194,0.122,0.093,0.173
1712,0.4,0.33,0.303,0.394
1713,0.558,0.506,0.487,0.567
1714,0.652,0.624,0.61,0.678
1715,0.696,0.685,0.681,0.738
1716,0.693,0.7,0.701,0.748
1717,0.648,0.666,0.678,0.703
1718,0.547,0.58,0.599,0.613
1719,0.393,0.44,0.467,0.47
1720,0.198,0.251,0.285,0.285
1721,0.026,0.057,0.085,0.072
1722,0,0,0,0
1723,0,0,0,0
1724,0,0,0,0
1725,0,0,0,0
1726,0,0,0,0
1727,0,0,0,0
1728,0,0,0,0
1729,0,0,0,0
1730,0,0,0,0
1731,0,0,0,0
1732,0,0,0,0
1733,0,0,0,0
1734,0.007,0,0,0.003
1735,0.066,0.019,0.073,0.165
1736,0.179,0.069,0.264,0.383
1737,0.518,0.143,0.461,0.555
1738,0.652,0.409,0.609,0.666
1739,0.69,0.636,0.686,0.728
1740,0.685,0.559,0.709,0.74
1741,0.648,0.394,0.678,0.7
1742,0.547,0.293,0.596,0.611
1743,0.392,0.14,0.463,0.469
1744,0.195,0.087,0.275,0.285
1745,0.026,0.037,0.081,0.073
1746,0,0,0,0
1747,0,0,0,0
1748,0,0,0,0
1749,0,0,0,0
1750,0,0,0,0
1751,0,0,0,0
1752,0,0,0,0
1753,0,0,0,0
1754,0,0,0,0
1755,0,0,0,0
1756,0,0,0,0
1757,0,0,0,0
1758,0,0,0,0.002
1759,0.009,0.041,0.009,0.049
1760,0.042,0.215,0.084,0.101
1761,0.153,0.448,0.354,0.326
1762,0.315,0.536,0.521,0.357
1763,0.583,0.628,0.584,0.391
1764,0.638,0.66,0.627,0.437
1765,0.59,0.657,0.547,0.26
1766,0.5,0.551,0.486,0.168
1767,0.354,0.394,0.402,0.136
1768,0.175,0.176,0.216,0.081
1769,0.022,0.033,0.036,0.024
1770,0,0,0,0
1771,0,0,0,0
1772,0,0,0,0
1773,0,0,0,0
1774,0,0,0,0
1775,0,0,0,0
1776,0,0,0,0
1777,0,0,0,0
1778,0,0,0,0
1779,0,0,0,0
1780,0,0,0,0
1781,0,0,0,0
1782,0,0,0,0
1783,0.015,0.004,0.017,0.017
1784,0.016,0.015,0.055,0.058
1785,0.047,0.039,0.057,0.132
1786,0.095,0.084,0.068,0.284
1787,0.088,0.115,0.087,0.398
1788,0.102,0.144,0.097,0.423
1789,0.06,0.121,0.099,0.321
1790,0.071,0.094,0.082,0.305
1791,0.087,0.071,0.049,0.231
1792,0.027,0.036,0.026,0.135
1793,0.001,0.009,0.014,0.047
1794,0,0,0,0
1795,0,0,0,0
1796,0,0,0,0
1797,0,0,0,0
1798,0,0,0,0
1799,0,0,0,0
1800,0,0,0,0
1801,0,0,0,0
1802,0,0,0,0
1803,0,0,0,0
1804,0,0,0,0
1805,0,0,0,0
1806,0.003,0,0,0.002
1807,0.069,0.036,0.017,0.116
1808,0.136,0.115,0.059,0.388
1809,0.289,0.209,0.114,0.565
1810,0.368,0.329,0.15,0.683
1811,0.468,0.499,0.148,0.744
1812,0.415,0.548,0.177,0.756
1813,0.445,0.431,0.253,0.719
1814,0.294,0.363,0.172,0.634
1815,0.119,0.313,0.068,0.497
1816,0.084,0.153,0.032,0.31
1817,0.018,0.039,0.01,0.095
1818,0,0,0,0
1819,0,0,0,0
1820,0,0,0,0
1821,0,0,0,0
1822,0,0,0,0
1823,0,0,0,0
1824,0,0,0,0
1825,0,0,0,0
1826,0,0,0,0
1827,0,0,0,0
1828,0,0,0,0
1829,0,0,0,0
1830,0.002,0,0,0.006
1831,0.036,0.039,0.011,0.159
1832,0.091,0.121,0.043,0.385
1833,0.169,0.351,0.083,0.556
1834,0.235,0.504,0.139,0.663
1835,0.261,0.576,0.196,0.696
1836,0.312,0.567,0.194,0.674
1837,0.349,0.56,0.224,0.603
1838,0.377,0.434,0.263,0.478
1839,0.271,0.278,0.195,0.278
1840,0.127,0.125,0.109,0.127
1841,0.014,0.041,0.025,0.031
1842,0,0,0,0
1843,0,0,0,0
1844,0,0,0,0
1845,0,0,0,0
1846,0,0,0,0
1847,0,0,0,0
1848,0,0,0,0
1849,0,0,0,0
1850,0,0,0,0
1851,0,0,0,0
1852,0,0,0,0
1853,0,0,0,0
1854,0.002,0,0,0.007
1855,0.037,0.017,0.029,0.113
1856,0.125,0.074,0.079,0.358
1857,0.248,0.17,0.289,0.503
1858,0.337,0.247,0.546,0.609
1859,0.319,0.264,0.606,0.683
1860,0.32,0.375,0.703,0.714
1861,0.32,0.49,0.657,0.688
1862,0.201,0.505,0.572,0.6
1863,0.15,0.378,0.434,0.468
1864,0.084,0.188,0.24,0.267
1865,0.017,0.051,0.073,0.053
1866,0,0,0.001,0
1867,0,0,0,0
1868,0,0,0,0
1869,0,0,0,0
1870,0,0,0,0
1871,0,0,0,0
1872,0,0,0,0
1873,0,0,0,0
1874,0,0,0,0
1875,0,0,0,0
1876,0,0,0,0
1877,0,0,0,0
1878,0.022,0,0.001,0.011
1879,0.15,0.019,0.121,0.194
1880,0.417,0.061,0.347,0.412
1881,0.574,0.257,0.527,0.583
1882,0.674,0.625,0.645,0.694
1883,0.723,0.697,0.676,0.751
1884,0.723,0.712,0.612,0.757
1885,0.674,0.674,0.518,0.717
1886,0.576,0.587,0.444,0.626
1887,0.425,0.442,0.358,0.482
1888,0.216,0.281,0.29,0.296
1889,0.034,0.091,0.125,0.094
1890,0,0,0.003,0
1891,0,0,0,0
1892,0,0,0,0
1893,0,0,0,0
1894,0,0,0,0
1895,0,0,0,0
1896,0,0,0,0
1897,0,0,0,0
1898,0,0,0,0
1899,0,0,0,0
1900,0,0,0,0
1901,0,0,0,0
1902,0.027,0,0,0.01
1903,0.197,0.007,0.034,0.167
1904,0.387,0.026,0.102,0.375
1905,0.533,0.055,0.197,0.544
1906,0.628,0.079,0.296,0.658
1907,0.675,0.091,0.349,0.719
1908,0.674,0.084,0.243,0.729
1909,0.63,0.068,0.118,0.697
1910,0.536,0.075,0.084,0.612
1911,0.395,0.084,0.158,0.473
1912,0.21,0.076,0.218,0.273
1913,0.039,0.044,0.091,0.07
1914,0,0,0.003,0
1915,0,0,0,0
1916,0,0,0,0
1917,0,0,0,0
1918,0,0,0,0
1919,0,0,0,0
1920,0,0,0,0
1921,0,0,0,0
1922,0,0,0,0
1923,0,0,0,0
1924,0,0,0,0
1925,0,0,0,0
1926,0.008,0.001,0,0.006
1927,0.041,0.04,0.038,0.065
1928,0.055,0.176,0.083,0.178
1929,0.052,0.444,0.138,0.381
1930,0.087,0.509,0.186,0.524
1931,0.224,0.453,0.252,0.557
1932,0.363,0.348,0.355,0.343
1933,0.314,0.276,0.33,0.219
1934,0.146,0.239,0.162,0.16
1935,0.047,0.173,0.065,0.083
1936,0.02,0.08,0.041,0.045
1937,0.008,0.017,0.02,0.011
1938,0,0,0,0
1939,0,0,0,0
1940,0,0,0,0
1941,0,0,0,0
1942,0,0,0,0
1943,0,0,0,0
1944,0,0,0,0
1945,0,0,0,0
1946,0,0,0,0
1947,0,0,0,0
1948,0,0,0,0
1949,0,0,0,0
1950,0.004,0.004,0,0
1951,0.047,0.03,0.054,0.018
1952,0.123,0.058,0.181,0.053
1953,0.256,0.091,0.413,0.091
1954,0.337,0.107,0.531,0.11
1955,0.305,0.197,0.535,0.131
1956,0.235,0.348,0.49,0.121
1957,0.158,0.533,0.438,0.122
1958,0.116,0.483,0.373,0.142
1959,0.079,0.346,0.27,0.097
1960,0.035,0.197,0.147,0.045
1961,0.005,0.056,0.047,0.011
1962,0,0,0.001,0
1963,0,0,0,0
1964,0,0,0,0
1965,0,0,0,0
1966,0,0,0,0
1967,0,0,0,0
1968,0,0,0,0
1969,0,0,0,0
1970,0,0,0,0
1971,0,0,0,0
1972,0,0,0,0
1973,0,0,0,0
1974,0.002,0.003,0,0.005
1975,0.023,0.062,0.032,0.077
1976,0.062,0.155,0.092,0.197
1977,0.1,0.261,0.173,0.288
1978,0.124,0.484,0.346,0.275
1979,0.144,0.474,0.401,0.303
1980,0.151,0.475,0.433,0.297
1981,0.123,0.447,0.364,0.267
1982,0.09,0.386,0.305,0.244
1983,0.057,0.319,0.227,0.156
1984,0.026,0.212,0.147,0.08
1985,0.004,0.084,0.054,0.035
1986,0,0.001,0.003,0
1987,0,0,0,0
1988,0,0,0,0
1989,0,0,0,0
1990,0,0,0,0
1991,0,0,0,0
1992,0,0,0,0
1993,0,0,0,0
1994,0,0,0,0
1995,0,0,0,0
1996,0,0,0,0
1997,0,0,0,0
1998,0.003,0.006,0.003,0.013
1999,0.021,0.07,0.114,0.137
2000,0.042,0.166,0.301,0.318
2001,0.061,0.348,0.466,0.441
2002,0.094,0.469,0.534,0.486
2003,0.205,0.55,0.496,0.547
2004,0.224,0.517,0.414,0.512
2005,0.133,0.479,0.368,0.446
2006,0.09,0.433,0.292,0.377
2007,0.074,0.354,0.226,0.282
2008,0.057,0.212,0.149,0.165
2009,0.013,0.06,0.064,0.069
2010,0,0,0.003,0
2011,0,0,0,0
2012,0,0,0,0
2013,0,0,0,0
2014,0,0,0,0
2015,0,0,0,0
2016,0,0,0,0
2017,0,0,0,0
2018,0,0,0,0
2019,0,0,0,0
2020,0,0,0,0
2021,0,0,0,0
2022,0.031,0,0.005,0.015
2023,0.179,0.023,0.135,0.14
2024,0.386,0.092,0.326,0.326
2025,0.538,0.208,0.433,0.51
2026,0.538,0.343,0.44,0.628
2027,0.548,0.374,0.453,0.579
2028,0.496,0.345,0.462,0.534
2029,0.478,0.292,0.423,0.452
2030,0.448,0.266,0.363,0.414
2031,0.342,0.232,0.257,0.327
2032,0.207,0.156,0.161,0.211
2033,0.055,0.063,0.074,0.073
2034,0,0.001,0.005,0
2035,0,0,0,0
2036,0,0,0,0
2037,0,0,0,0
2038,0,0,0,0
2039,0,0,0,0
2040,0,0,0,0
2041,0,0,0,0
2042,0,0,0,0
2043,0,0,0,0
2044,0,0,0,0
2045,0,0,0,0
2046,0.016,0.004,0.004,0.023
2047,0.138,0.048,0.084,0.221
2048,0.416,0.172,0.242,0.437
2049,0.584,0.414,0.46,0.601
2050,0.687,0.591,0.621,0.717
2051,0.737,0.708,0.709,0.779
2052,0.734,0.743,0.725,0.786
2053,0.681,0.714,0.675,0.736
2054,0.584,0.634,0.599,0.63
2055,0.435,0.503,0.485,0.492
2056,0.249,0.326,0.327,0.312
2057,0.068,0.127,0.144,0.107
2058,0,0.003,0.01,0.001
2059,0,0,0,0
2060,0,0,0,0
2061,0,0,0,0
2062,0,0,0,0
2063,0,0,0,0
2064,0,0,0,0
2065,0,0,0,0
2066,0,0,0,0
2067,0,0,0,0
2068,0,0,0,0
2069,0,0,0,0
2070,0.008,0.004,0.006,0.019
2071,0.036,0.039,0.144,0.162
2072,0.063,0.094,0.348,0.343
2073,0.075,0.213,0.519,0.577
2074,0.101,0.374,0.635,0.702
2075,0.123,0.481,0.703,0.765
2076,0.204,0.48,0.723,0.776
2077,0.306,0.402,0.695,0.74
2078,0.32,0.269,0.617,0.653
2079,0.205,0.157,0.491,0.515
2080,0.099,0.07,0.315,0.33
2081,0.031,0.017,0.113,0.125
2082,0,0,0.009,0.002
2083,0,0,0,0
2084,0,0,0,0
2085,0,0,0,0
2086,0,0,0,0
2087,0,0,0,0
2088,0,0,0,0
2089,0,0,0,0
2090,0,0,0,0
2091,0,0,0,0
2092,0,0,0,0
2093,0,0,0,0
2094,0.011,0.003,0.007,0.026
2095,0.057,0.031,0.147,0.223
2096,0.129,0.095,0.353,0.437
2097,0.242,0.245,0.523,0.6
2098,0.471,0.54,0.641,0.712
2099,0.672,0.677,0.71,0.772
2100,0.669,0.696,0.732,0.783
2101,0.615,0.661,0.7,0.746
2102,0.516,0.579,0.615,0.66
2103,0.372,0.451,0.474,0.525
2104,0.2,0.284,0.283,0.342
2105,0.055,0.109,0.11,0.133
2106,0,0.004,0.009,0.003
2107,0,0,0,0
2108,0,0,0,0
2109,0,0,0,0
2110,0,0,0,0
2111,0,0,0,0
2112,0,0,0,0
2113,0,0,0,0
2114,0,0,0,0
2115,0,0,0,0
2116,0,0,0,0
2117,0,0,0,0
2118,0.045,0.005,0.008,0.026
2119,0.193,0.044,0.125,0.209
2120,0.371,0.111,0.315,0.414
2121,0.536,0.239,0.483,0.575
2122,0.662,0.483,0.623,0.694
2123,0.713,0.557,0.689,0.752
2124,0.715,0.537,0.706,0.761
2125,0.67,0.476,0.669,0.723
2126,0.576,0.422,0.582,0.636
2127,0.433,0.345,0.441,0.5
2128,0.249,0.199,0.252,0.32
2129,0.062,0.068,0.091,0.119
2130,0,0.003,0.008,0.003
2131,0,0,0,0
2132,0,0,0,0
2133,0,0,0,0
2134,0,0,0,0
2135,0,0,0,0
2136,0,0,0,0
2137,0,0,0,0
2138,0,0,0,0
2139,0,0,0,0
2140,0,0,0,0
2141,0,0,0,0
2142,0.041,0.004,0.008,0.025
2143,0.186,0.039,0.088,0.186
