Hour,Zone1,Zone2
6401,0.0947,0.0947
6402,0.0759,0.0759
6403,0.0612,0.0612
6404,0.0681,0.0681
6405,0.0646,0.0646
6406,0.0638,0.0638
6407,0.061,0.061
6408,0.061,0.061
6409,0.0582,0.0582
6410,0.0582,0.0582
6411,0.061,0.061
6412,0.0607,0.0607
6413,0.0632,0.0632
6414,0.0611,0.0611
6415,0.0557,0.0557
6416,0.0526,0.0526
6417,0.0377,0.0377
6418,0.0259,0.0259
6419,0.0277,0.0277
6420,0.0376,0.0376
6421,0.046,0.046
6422,0.0466,0.0466
6423,0.0455,0.0455
6424,0.0359,0.0359
6425,0.0252,0.0252
6426,0.0234,0.0234
6427,0.0349,0.0349
6428,0.0587,0.0587
6429,0.086,0.086
6430,0.1157,0.1157
6431,0.1445,0.1445
6432,0.1656,0.1656
6433,0.1706,0.1706
6434,0.1673,0.1673
6435,0.1652,0.1652
6436,0.1609,0.1609
6437,0.1599,0.1599
6438,0.1638,0.1638
6439,0.168,0.168
6440,0.1556,0.1556
6441,0.111,0.111
6442,0.0707,0.0707
6443,0.0698,0.0698
6444,0.0923,0.0923
6445,0.1132,0.1132
6446,0.1144,0.1144
6447,0.099,0.099
6448,0.0886,0.0886
6449,0.0753,0.0753
6450,0.073,0.073
6451,0.1139,0.1139
6452,0.1498,0.1498
6453,0.167,0.167
6454,0.1635,0.1635
6455,0.1512,0.1512
6456,0.1391,0.1391
6457,0.1289,0.1289
6458,0.1095,0.1095
6459,0.0968,0.0968
6460,0.0986,0.0986
6461,0.0956,0.0956
6462,0.0827,0.0827
6463,0.0694,0.0694
6464,0.0554,0.0554
6465,0.0325,0.0325
6466,0.0173,0.0173
6467,0.0104,0.0104
6468,0.0095,0.0095
6469,0.0118,0.0118
6470,0.0128,0.0128
6471,0.0109,0.0109
6472,0.0115,0.0115
6473,0.0147,0.0147
6474,0.0204,0.0204
6475,0.0351,0.0351
6476,0.0459,0.0459
6477,0.0499,0.0499
6478,0.0497,0.0497
6479,0.0415,0.0415
6480,0.061,0.061
6481,0.0617,0.0617
6482,0.0586,0.0586
6483,0.0542,0.0542
6484,0.0564,0.0564
6485,0.0603,0.0603
6486,0.0579,0.0579
6487,0.06,0.06
6488,0.066,0.066
6489,0.0588,0.0588
6490,0.0536,0.0536
6491,0.0578,0.0578
6492,0.0708,0.0708
6493,0.0844,0.0844
6494,0.0946,0.0946
6495,0.1012,0.1012
6496,0.1074,0.1074
6497,0.0961,0.0961
6498,0.0817,0.0817
6499,0.0974,0.0974
6500,0.1214,0.1214
6501,0.1512,0.1512
6502,0.1834,0.1834
6503,0.2107,0.2107
6504,0.2082,0.2082
6505,0.2285,0.2285
6506,0.2434,0.2434
6507,0.2588,0.2588
6508,0.2788,0.2788
6509,0.3022,0.3022
6510,0.3231,0.3231
6511,0.3498,0.3498
6512,0.3691,0.3691
6513,0.3637,0.3637
6514,0.3789,0.3789
6515,0.4312,0.4312
6516,0.4708,0.4708
6517,0.493,0.493
6518,0.4944,0.4944
6519,0.4903,0.4903
6520,0.459,0.459
6521,0.4076,0.4076
6522,0.357,0.357
6523,0.3428,0.3428
6524,0.3496,0.3496
6525,0.3488,0.3488
6526,0.3435,0.3435
6527,0.3412,0.3412
6528,0.3272,0.3272
6529,0.3267,0.3267
6530,0.3258,0.3258
6531,0.3294,0.3294
6532,0.3394,0.3394
6533,0.3547,0.3547
6534,0.379,0.379
6535,0.3872,0.3872
6536,0.382,0.382
6537,0.3814,0.3814
6538,0.4044,0.4044
6539,0.4404,0.4404
6540,0.4756,0.4756
6541,0.4914,0.4914
6542,0.5135,0.5135
6543,0.5349,0.5349
6544,0.5315,0.5315
6545,0.5082,0.5082
6546,0.4763,0.4763
6547,0.4566,0.4566
6548,0.4406,0.4406
6549,0.4286,0.4286
6550,0.3975,0.3975
6551,0.3668,0.3668
6552,0.336,0.336
6553,0.3045,0.3045
6554,0.2705,0.2705
6555,0.2282,0.2282
6556,0.2008,0.2008
6557,0.1755,0.1755
6558,0.1696,0.1696
6559,0.1636,0.1636
6560,0.1565,0.1565
6561,0.1404,0.1404
6562,0.1331,0.1331
6563,0.1532,0.1532
6564,0.1912,0.1912
6565,0.21,0.21
6566,0.2037,0.2037
6567,0.1951,0.1951
6568,0.1701,0.1701
6569,0.1461,0.1461
6570,0.1111,0.1111
6571,0.0992,0.0992
6572,0.0986,0.0986
6573,0.1066,0.1066
6574,0.1032,0.1032
6575,0.0887,0.0887
6576,0.0785,0.0785
6577,0.0721,0.0721
6578,0.0633,0.0633
6579,0.0565,0.0565
6580,0.059,0.059
6581,0.0621,0.0621
6582,0.07,0.07
6583,0.0805,0.0805
6584,0.0912,0.0912
6585,0.0881,0.0881
6586,0.0721,0.0721
6587,0.069,0.069
6588,0.0704,0.0704
6589,0.0775,0.0775
6590,0.0756,0.0756
6591,0.0743,0.0743
6592,0.0759,0.0759
6593,0.0805,0.0805
6594,0.092,0.092
6595,0.1102,0.1102
6596,0.1312,0.1312
6597,0.1464,0.1464
6598,0.162,0.162
6599,0.1564,0.1564
6600,0.1541,0.1541
6601,0.1553,0.1553
6602,0.1574,0.1574
6603,0.1601,0.1601
6604,0.1566,0.1566
6605,0.1524,0.1524
6606,0.1549,0.1549
6607,0.1652,0.1652
6608,0.1619,0.1619
6609,0.1452,0.1452
6610,0.1487,0.1487
6611,0.177,0.177
6612,0.2011,0.2011
6613,0.1945,0.1945
6614,0.1897,0.1897
6615,0.1823,0.1823
6616,0.1705,0.1705
6617,0.1516,0.1516
6618,0.1346,0.1346
6619,0.1464,0.1464
6620,0.1527,0.1527
6621,0.1505,0.1505
6622,0.149,0.149
6623,0.1562,0.1562
6624,0.1524,0.1524
6625,0.1489,0.1489
6626,0.1469,0.1469
6627,0.1424,0.1424
6628,0.1419,0.1419
6629,0.1338,0.1338
6630,0.1234,0.1234
6631,0.118,0.118
6632,0.1128,0.1128
6633,0.1058,0.1058
6634,0.0975,0.0975
6635,0.1018,0.1018
6636,0.1033,0.1033
6637,0.105,0.105
6638,0.1218,0.1218
6639,0.1267,0.1267
6640,0.1229,0.1229
6641,0.1234,0.1234
6642,0.1265,0.1265
6643,0.1482,0.1482
6644,0.1582,0.1582
6645,0.1657,0.1657
6646,0.1692,0.1692
6647,0.1732,0.1732
6648,0.1748,0.1748
6649,0.1854,0.1854
6650,0.1979,0.1979
6651,0.2192,0.2192
6652,0.2337,0.2337
6653,0.2516,0.2516
6654,0.2716,0.2716
6655,0.2808,0.2808
6656,0.279,0.279
6657,0.2739,0.2739
6658,0.2945,0.2945
6659,0.3115,0.3115
6660,0.3174,0.3174
6661,0.3128,0.3128
6662,0.3137,0.3137
6663,0.3123,0.3123
6664,0.3083,0.3083
6665,0.2892,0.2892
6666,0.27,0.27
6667,0.294,0.294
6668,0.3187,0.3187
6669,0.3343,0.3343
6670,0.3302,0.3302
6671,0.312,0.312
6672,0.291,0.291
6673,0.2749,0.2749
6674,0.2716,0.2716
6675,0.2746,0.2746
6676,0.2731,0.2731
6677,0.2711,0.2711
6678,0.2731,0.2731
6679,0.2637,0.2637
6680,0.2438,0.2438
6681,0.2192,0.2192
6682,0.2556,0.2556
6683,0.2963,0.2963
6684,0.3074,0.3074
6685,0.2987,0.2987
6686,0.292,0.292
6687,0.3074,0.3074
6688,0.3167,0.3167
6689,0.3214,0.3214
6690,0.3011,0.3011
6691,0.3106,0.3106
6692,0.3331,0.3331
6693,0.3458,0.3458
6694,0.3424,0.3424
6695,0.3414,0.3414
6696,0.3468,0.3468
6697,0.3535,0.3535
6698,0.3454,0.3454
6699,0.3424,0.3424
6700,0.3383,0.3383
6701,0.3348,0.3348
6702,0.3296,0.3296
6703,0.314,0.314
6704,0.2949,0.2949
6705,0.2714,0.2714
6706,0.2663,0.2663
6707,0.2593,0.2593
6708,0.2533,0.2533
6709,0.2507,0.2507
6710,0.2466,0.2466
6711,0.2509,0.2509
6712,0.2592,0.2592
6713,0.2609,0.2609
6714,0.253,0.253
6715,0.2477,0.2477
6716,0.237,0.237
6717,0.2193,0.2193
6718,0.196,0.196
6719,0.1798,0.1798
6720,0.1629,0.1629
6721,0.153,0.153
6722,0.1498,0.1498
6723,0.1371,0.1371
6724,0.1268,0.1268
6725,0.1218,0.1218
6726,0.1162,0.1162
6727,0.1143,0.1143
6728,0.1076,0.1076
6729,0.0999,0.0999
6730,0.0956,0.0956
6731,0.0931,0.0931
6732,0.089,0.089
6733,0.0869,0.0869
6734,0.0893,0.0893
6735,0.0875,0.0875
6736,0.0854,0.0854
6737,0.0821,0.0821
6738,0.0887,0.0887
6739,0.0978,0.0978
6740,0.0998,0.0998
6741,0.1083,0.1083
6742,0.0994,0.0994
6743,0.092,0.092
6744,0.0944,0.0944
6745,0.1012,0.1012
6746,0.1046,0.1046
6747,0.1093,0.1093
6748,0.111,0.111
6749,0.1182,0.1182
6750,0.1155,0.1155
6751,0.1102,0.1102
6752,0.1029,0.1029
6753,0.0927,0.0927
6754,0.0952,0.0952
6755,0.1052,0.1052
6756,0.1068,0.1068
6757,0.1062,0.1062
6758,0.1037,0.1037
6759,0.0979,0.0979
6760,0.0928,0.0928
6761,0.0824,0.0824
6762,0.0819,0.0819
6763,0.0878,0.0878
6764,0.0951,0.0951
6765,0.0954,0.0954
6766,0.0916,0.0916
6767,0.0886,0.0886
6768,0.0842,0.0842
6769,0.0813,0.0813
6770,0.078,0.078
6771,0.0758,0.0758
6772,0.075,0.075
6773,0.0736,0.0736
6774,0.0732,0.0732
6775,0.0687,0.0687
6776,0.0636,0.0636
6777,0.0534,0.0534
6778,0.0424,0.0424
6779,0.0355,0.0355
6780,0.0311,0.0311
6781,0.0293,0.0293
6782,0.0273,0.0273
6783,0.026,0.026
6784,0.0247,0.0247
6785,0.0186,0.0186
6786,0.0151,0.0151
6787,0.0144,0.0144
6788,0.0138,0.0138
6789,0.0122,0.0122
6790,0.0113,0.0113
6791,0.0118,0.0118
6792,0.0115,0.0115
6793,0.009,0.009
6794,0.0075,0.0075
6795,0.0075,0.0075
6796,0.0091,0.0091
6797,0.0078,0.0078
6798,0.0068,0.0068
6799,0.0076,0.0076
6800,0.009,0.009
6801,0.0083,0.0083
6802,0.005,0.005
6803,0.0046,0.0046
6804,0.0053,0.0053
6805,0.0083,0.0083
6806,0.0102,0.0102
6807,0.0105,0.0105
6808,0.0118,0.0118
6809,0.0119,0.0119
6810,0.014,0.014
6811,0.0197,0.0197
6812,0.0266,0.0266
6813,0.03,0.03
6814,0.0336,0.0336
6815,0.0404,0.0404
6816,0.0452,0.0452
6817,0.0499,0.0499
6818,0.0549,0.0549
6819,0.0543,0.0543
6820,0.0553,0.0553
6821,0.0609,0.0609
6822,0.0696,0.0696
6823,0.0751,0.0751
6824,0.0767,0.0767
6825,0.0717,0.0717
6826,0.0722,0.0722
6827,0.0754,0.0754
6828,0.0823,0.0823
6829,0.0926,0.0926
6830,0.1054,0.1054
6831,0.117,0.117
6832,0.1246,0.1246
6833,0.1314,0.1314
6834,0.144,0.144
6835,0.1562,0.1562
6836,0.1648,0.1648
6837,0.1689,0.1689
6838,0.1617,0.1617
6839,0.1541,0.1541
6840,0.1476,0.1476
6841,0.1414,0.1414
6842,0.1343,0.1343
6843,0.1301,0.1301
6844,0.1264,0.1264
6845,0.1246,0.1246
6846,0.1253,0.1253
6847,0.1202,0.1202
6848,0.1093,0.1093
6849,0.1042,0.1042
6850,0.1062,0.1062
6851,0.106,0.106
6852,0.1077,0.1077
6853,0.1097,0.1097
6854,0.1137,0.1137
6855,0.1134,0.1134
6856,0.1173,0.1173
6857,0.1218,0.1218
6858,0.1244,0.1244
6859,0.1324,0.1324
6860,0.1353,0.1353
6861,0.1348,0.1348
6862,0.134,0.134
6863,0.1367,0.1367
6864,0.1415,0.1415
6865,0.1386,0.1386
6866,0.1433,0.1433
6867,0.1529,0.1529
6868,0.1616,0.1616
6869,0.17,0.17
6870,0.1807,0.1807
6871,0.1859,0.1859
6872,0.1898,0.1898
6873,0.1934,0.1934
6874,0.2057,0.2057
6875,0.2346,0.2346
6876,0.2514,0.2514
6877,0.2582,0.2582
6878,0.2666,0.2666
6879,0.2789,0.2789
6880,0.2816,0.2816
6881,0.2938,0.2938
6882,0.31,0.31
6883,0.3198,0.3198
6884,0.3178,0.3178
6885,0.3239,0.3239
6886,0.3217,0.3217
6887,0.3326,0.3326
6888,0.3339,0.3339
6889,0.3214,0.3214
6890,0.3077,0.3077
6891,0.3012,0.3012
6892,0.2924,0.2924
6893,0.2931,0.2931
6894,0.3087,0.3087
6895,0.3247,0.3247
6896,0.3322,0.3322
6897,0.3119,0.3119
6898,0.2972,0.2972
6899,0.2943,0.2943
6900,0.3009,0.3009
6901,0.3146,0.3146
6902,0.3177,0.3177
6903,0.3419,0.3419
6904,0.3499,0.3499
6905,0.3534,0.3534
6906,0.37,0.37
6907,0.3884,0.3884
6908,0.3878,0.3878
6909,0.3724,0.3724
6910,0.3421,0.3421
6911,0.3158,0.3158
6912,0.2922,0.2922
6913,0.2937,0.2937
6914,0.3058,0.3058
6915,0.3016,0.3016
6916,0.2867,0.2867
6917,0.2776,0.2776
6918,0.2694,0.2694
6919,0.257,0.257
6920,0.2347,0.2347
6921,0.2186,0.2186
6922,0.1944,0.1944
6923,0.1837,0.1837
6924,0.1628,0.1628
6925,0.1358,0.1358
6926,0.1134,0.1134
6927,0.0959,0.0959
6928,0.0816,0.0816
6929,0.068,0.068
6930,0.059,0.059
6931,0.0595,0.0595
6932,0.059,0.059
6933,0.0563,0.0563
6934,0.0518,0.0518
6935,0.0468,0.0468
6936,0.0407,0.0407
6937,0.0368,0.0368
6938,0.0343,0.0343
6939,0.032,0.032
6940,0.0314,0.0314
6941,0.0336,0.0336
6942,0.0363,0.0363
6943,0.04,0.04
6944,0.0451,0.0451
6945,0.0452,0.0452
6946,0.0335,0.0335
6947,0.0248,0.0248
6948,0.029,0.029
6949,0.0386,0.0386
6950,0.0446,0.0446
6951,0.0502,0.0502
6952,0.0593,0.0593
6953,0.0724,0.0724
6954,0.108,0.108
6955,0.1484,0.1484
6956,0.1738,0.1738
6957,0.188,0.188
6958,0.1873,0.1873
6959,0.1883,0.1883
6960,0.1833,0.1833
6961,0.1798,0.1798
6962,0.175,0.175
6963,0.1715,0.1715
6964,0.1694,0.1694
6965,0.168,0.168
6966,0.168,0.168
6967,0.1637,0.1637
6968,0.161,0.161
6969,0.1471,0.1471
6970,0.12,0.12
6971,0.0957,0.0957
6972,0.0797,0.0797
6973,0.0722,0.0722
6974,0.0678,0.0678
6975,0.0643,0.0643
6976,0.0575,0.0575
6977,0.0564,0.0564
6978,0.0608,0.0608
6979,0.065,0.065
6980,0.0634,0.0634
6981,0.0575,0.0575
6982,0.0506,0.0506
6983,0.0436,0.0436
6984,0.0393,0.0393
6985,0.041,0.041
6986,0.0452,0.0452
6987,0.0468,0.0468
6988,0.0459,0.0459
6989,0.0483,0.0483
6990,0.0518,0.0518
6991,0.0562,0.0562
6992,0.0571,0.0571
6993,0.0478,0.0478
6994,0.0479,0.0479
6995,0.0582,0.0582
6996,0.077,0.077
6997,0.101,0.101
6998,0.1176,0.1176
6999,0.1217,0.1217
7000,0.1336,0.1336
7001,0.1457,0.1457
7002,0.1731,0.1731
7003,0.1955,0.1955
7004,0.2209,0.2209
7005,0.2289,0.2289
7006,0.2169,0.2169
7007,0.2009,0.2009
7008,0.1905,0.1905
7009,0.1828,0.1828
7010,0.1795,0.1795
7011,0.1697,0.1697
7012,0.1622,0.1622
7013,0.1564,0.1564
7014,0.158,0.158
7015,0.1607,0.1607
7016,0.1546,0.1546
7017,0.1552,0.1552
7018,0.1638,0.1638
7019,0.1737,0.1737
7020,0.1665,0.1665
7021,0.1967,0.1967
7022,0.1948,0.1948
7023,0.1888,0.1888
7024,0.183,0.183
7025,0.1806,0.1806
7026,0.1926,0.1926
7027,0.1992,0.1992
7028,0.1955,0.1955
7029,0.1786,0.1786
7030,0.1707,0.1707
7031,0.1622,0.1622
7032,0.152,0.152
7033,0.1428,0.1428
7034,0.1396,0.1396
7035,0.1375,0.1375
7036,0.1326,0.1326
7037,0.1251,0.1251
7038,0.1087,0.1087
7039,0.0966,0.0966
7040,0.0944,0.0944
7041,0.0899,0.0899
7042,0.0816,0.0816
7043,0.0761,0.0761
7044,0.0757,0.0757
7045,0.0733,0.0733
7046,0.0741,0.0741
7047,0.0693,0.0693
7048,0.0631,0.0631
7049,0.0608,0.0608
7050,0.0689,0.0689
7051,0.0716,0.0716
7052,0.0761,0.0761
7053,0.0689,0.0689
7054,0.0641,0.0641
7055,0.0573,0.0573
7056,0.052,0.052
7057,0.0486,0.0486
7058,0.0451,0.0451
7059,0.0411,0.0411
7060,0.0406,0.0406
7061,0.0398,0.0398
7062,0.0397,0.0397
7063,0.0452,0.0452
7064,0.0527,0.0527
7065,0.0552,0.0552
7066,0.0553,0.0553
7067,0.056,0.056
7068,0.0642,0.0642
7069,0.0692,0.0692
7070,0.0712,0.0712
7071,0.0683,0.0683
7072,0.0638,0.0638
7073,0.0686,0.0686
7074,0.0705,0.0705
7075,0.0736,0.0736
7076,0.0762,0.0762
7077,0.0772,0.0772
7078,0.0774,0.0774
7079,0.073,0.073
7080,0.0694,0.0694
7081,0.0708,0.0708
7082,0.0738,0.0738
7083,0.0731,0.0731
7084,0.0705,0.0705
7085,0.0716,0.0716
7086,0.0713,0.0713
7087,0.0687,0.0687
7088,0.064,0.064
7089,0.0572,0.0572
7090,0.0453,0.0453
7091,0.0349,0.0349
7092,0.0303,0.0303
7093,0.0296,0.0296
7094,0.0301,0.0301
7095,0.0239,0.0239
7096,0.0205,0.0205
7097,0.0178,0.0178
7098,0.015,0.015
7099,0.0136,0.0136
7100,0.012,0.012
7101,0.0101,0.0101
7102,0.0088,0.0088
7103,0.0073,0.0073
7104,0.0069,0.0069
7105,0.0072,0.0072
7106,0.0082,0.0082
7107,0.0096,0.0096
7108,0.0106,0.0106
7109,0.0116,0.0116
7110,0.0149,0.0149
7111,0.0208,0.0208
7112,0.028,0.028
7113,0.0318,0.0318
7114,0.0275,0.0275
7115,0.0239,0.0239
7116,0.0257,0.0257
7117,0.0262,0.0262
7118,0.0259,0.0259
7119,0.0253,0.0253
7120,0.0302,0.0302
7121,0.0449,0.0449
7122,0.0755,0.0755
7123,0.1045,0.1045
7124,0.1158,0.1158
7125,0.1183,0.1183
7126,0.1145,0.1145
7127,0.104,0.104
7128,0.0947,0.0947
7129,0.0889,0.0889
7130,0.0897,0.0897
7131,0.0851,0.0851
7132,0.0804,0.0804
7133,0.082,0.082
7134,0.0715,0.0715
7135,0.0636,0.0636
7136,0.0698,0.0698
7137,0.0639,0.0639
7138,0.0612,0.0612
7139,0.0583,0.0583
7140,0.0609,0.0609
7141,0.0631,0.0631
7142,0.0676,0.0676
7143,0.0697,0.0697
7144,0.0716,0.0716
7145,0.0821,0.0821
7146,0.0966,0.0966
7147,0.1016,0.1016
7148,0.0928,0.0928
7149,0.0816,0.0816
7150,0.0658,0.0658
7151,0.0545,0.0545
7152,0.0566,0.0566
7153,0.0509,0.0509
7154,0.0514,0.0514
7155,0.0669,0.0669
7156,0.0782,0.0782
7157,0.0801,0.0801
7158,0.0736,0.0736
7159,0.0689,0.0689
7160,0.0594,0.0594
7161,0.0434,0.0434
7162,0.0277,0.0277
7163,0.0195,0.0195
7164,0.0162,0.0162
7165,0.0154,0.0154
7166,0.015,0.015
7167,0.0146,0.0146
7168,0.0158,0.0158
7169,0.017,0.017
7170,0.0213,0.0213
7171,0.0262,0.0262
7172,0.0291,0.0291
7173,0.0283,0.0283
7174,0.0239,0.0239
7175,0.0199,0.0199
7176,0.0142,0.0142
7177,0.01,0.01
7178,0.007,0.007
7179,0.0058,0.0058
7180,0.0057,0.0057
7181,0.0072,0.0072
7182,0.0086,0.0086
7183,0.0104,0.0104
7184,0.0113,0.0113
7185,0.0146,0.0146
7186,0.0125,0.0125
7187,0.0097,0.0097
7188,0.0081,0.0081
7189,0.0084,0.0084
7190,0.012,0.012
7191,0.0168,0.0168
7192,0.0187,0.0187
7193,0.0265,0.0265
7194,0.042,0.042
7195,0.0579,0.0579
7196,0.0729,0.0729
7197,0.0858,0.0858
7198,0.101,0.101
7199,0.1129,0.1129
7200,0.1217,0.1217
7201,0.1232,0.1232
7202,0.1256,0.1256
7203,0.1306,0.1306
7204,0.1391,0.1391
7205,0.1389,0.1389
7206,0.1368,0.1368
7207,0.1346,0.1346
7208,0.1297,0.1297
7209,0.1216,0.1216
7210,0.1108,0.1108
7211,0.104,0.104
7212,0.105,0.105
7213,0.1074,0.1074
7214,0.1102,0.1102
7215,0.1192,0.1192
7216,0.1203,0.1203
7217,0.1346,0.1346
7218,0.152,0.152
7219,0.1749,0.1749
7220,0.1929,0.1929
7221,0.2105,0.2105
7222,0.2307,0.2307
7223,0.2416,0.2416
7224,0.2508,0.2508
7225,0.2673,0.2673
7226,0.2734,0.2734
7227,0.2847,0.2847
7228,0.3027,0.3027
7229,0.3114,0.3114
7230,0.3265,0.3265
7231,0.3348,0.3348
7232,0.3382,0.3382
7233,0.3371,0.3371
7234,0.3373,0.3373
7235,0.3352,0.3352
7236,0.3487,0.3487
7237,0.3481,0.3481
7238,0.3353,0.3353
7239,0.3125,0.3125
7240,0.2919,0.2919
7241,0.2647,0.2647
7242,0.2558,0.2558
7243,0.2509,0.2509
7244,0.2452,0.2452
7245,0.2418,0.2418
7246,0.2263,0.2263
7247,0.2112,0.2112
7248,0.2067,0.2067
7249,0.1936,0.1936
7250,0.1845,0.1845
7251,0.1928,0.1928
7252,0.2014,0.2014
7253,0.199,0.199
7254,0.2094,0.2094
7255,0.218,0.218
7256,0.2086,0.2086
7257,0.2077,0.2077
7258,0.2036,0.2036
7259,0.2141,0.2141
7260,0.2399,0.2399
7261,0.2804,0.2804
7262,0.2849,0.2849
7263,0.2659,0.2659
7264,0.2383,0.2383
7265,0.2096,0.2096
7266,0.2011,0.2011
7267,0.1972,0.1972
7268,0.1926,0.1926
7269,0.196,0.196
7270,0.1894,0.1894
7271,0.1836,0.1836
7272,0.1759,0.1759
7273,0.1689,0.1689
7274,0.1641,0.1641
7275,0.1608,0.1608
7276,0.1564,0.1564
7277,0.1508,0.1508
7278,0.1451,0.1451
7279,0.1389,0.1389
7280,0.1224,0.1224
7281,0.1058,0.1058
7282,0.0853,0.0853
7283,0.0755,0.0755
7284,0.0714,0.0714
7285,0.0629,0.0629
7286,0.056,0.056
7287,0.0497,0.0497
7288,0.0404,0.0404
7289,0.0356,0.0356
7290,0.0429,0.0429
7291,0.0497,0.0497
7292,0.0521,0.0521
7293,0.0505,0.0505
7294,0.045,0.045
7295,0.0403,0.0403
7296,0.0312,0.0312
7297,0.0379,0.0379
7298,0.0379,0.0379
7299,0.0408,0.0408
7300,0.0421,0.0421
7301,0.044,0.044
7302,0.0435,0.0435
7303,0.0442,0.0442
7304,0.0474,0.0474
7305,0.0489,0.0489
7306,0.0414,0.0414
7307,0.0326,0.0326
7308,0.0267,0.0267
7309,0.026,0.026
7310,0.0296,0.0296
7311,0.0302,0.0302
7312,0.0312,0.0312
7313,0.0304,0.0304
7314,0.0362,0.0362
7315,0.0422,0.0422
7316,0.0486,0.0486
7317,0.0513,0.0513
7318,0.0571,0.0571
7319,0.0624,0.0624
7320,0.0687,0.0687
7321,0.0813,0.0813
7322,0.0929,0.0929
7323,0.1021,0.1021
7324,0.106,0.106
7325,0.1118,0.1118
7326,0.1208,0.1208
7327,0.1337,0.1337
7328,0.14,0.14
7329,0.1392,0.1392
7330,0.1236,0.1236
7331,0.1187,0.1187
7332,0.1208,0.1208
7333,0.1368,0.1368
7334,0.1426,0.1426
7335,0.1492,0.1492
7336,0.1578,0.1578
7337,0.176,0.176
7338,0.1952,0.1952
7339,0.2117,0.2117
7340,0.2331,0.2331
7341,0.26,0.26
7342,0.2736,0.2736
7343,0.2721,0.2721
7344,0.2855,0.2855
7345,0.2963,0.2963
7346,0.3116,0.3116
7347,0.3251,0.3251
7348,0.3335,0.3335
7349,0.3468,0.3468
7350,0.3556,0.3556
7351,0.374,0.374
7352,0.3745,0.3745
7353,0.3781,0.3781
7354,0.3864,0.3864
7355,0.4029,0.4029
7356,0.424,0.424
7357,0.4242,0.4242
7358,0.438,0.438
7359,0.4254,0.4254
7360,0.3951,0.3951
7361,0.3659,0.3659
7362,0.3551,0.3551
7363,0.3599,0.3599
7364,0.3396,0.3396
7365,0.3101,0.3101
7366,0.2691,0.2691
7367,0.2424,0.2424
7368,0.2136,0.2136
7369,0.1896,0.1896
7370,0.1696,0.1696
7371,0.1574,0.1574
7372,0.1484,0.1484
7373,0.1357,0.1357
7374,0.1175,0.1175
7375,0.0984,0.0984
7376,0.0828,0.0828
7377,0.0653,0.0653
7378,0.0454,0.0454
7379,0.0342,0.0342
7380,0.0346,0.0346
7381,0.0384,0.0384
7382,0.0432,0.0432
7383,0.0472,0.0472
7384,0.0513,0.0513
7385,0.054,0.054
7386,0.0662,0.0662
7387,0.087,0.087
7388,0.1089,0.1089
7389,0.1191,0.1191
7390,0.122,0.122
7391,0.1331,0.1331
7392,0.1435,0.1435
7393,0.1553,0.1553
7394,0.1668,0.1668
7395,0.1854,0.1854
7396,0.1977,0.1977
7397,0.2011,0.2011
7398,0.2056,0.2056
7399,0.2155,0.2155
7400,0.2213,0.2213
7401,0.2208,0.2208
7402,0.2193,0.2193
7403,0.2042,0.2042
7404,0.1919,0.1919
7405,0.1745,0.1745
7406,0.1675,0.1675
7407,0.1528,0.1528
7408,0.1493,0.1493
7409,0.1552,0.1552
7410,0.1747,0.1747
7411,0.1999,0.1999
7412,0.2103,0.2103
7413,0.2124,0.2124
7414,0.2017,0.2017
7415,0.1854,0.1854
7416,0.1777,0.1777
7417,0.167,0.167
7418,0.1672,0.1672
7419,0.1749,0.1749
7420,0.1735,0.1735
7421,0.1695,0.1695
7422,0.1649,0.1649
7423,0.1647,0.1647
7424,0.1648,0.1648
7425,0.1669,0.1669
7426,0.1539,0.1539
7427,0.1378,0.1378
7428,0.1247,0.1247
7429,0.1127,0.1127
7430,0.1053,0.1053
7431,0.0999,0.0999
7432,0.0932,0.0932
7433,0.1048,0.1048
7434,0.1121,0.1121
7435,0.1329,0.1329
7436,0.1501,0.1501
7437,0.1688,0.1688
7438,0.1779,0.1779
7439,0.1873,0.1873
7440,0.1972,0.1972
7441,0.2027,0.2027
7442,0.2031,0.2031
7443,0.2,0.2
7444,0.1977,0.1977
7445,0.1906,0.1906
7446,0.1847,0.1847
7447,0.1833,0.1833
7448,0.1791,0.1791
7449,0.1682,0.1682
7450,0.1525,0.1525
7451,0.1404,0.1404
7452,0.132,0.132
7453,0.126,0.126
7454,0.1158,0.1158
7455,0.0979,0.0979
7456,0.0934,0.0934
7457,0.1058,0.1058
7458,0.1185,0.1185
7459,0.1303,0.1303
7460,0.1405,0.1405
7461,0.1477,0.1477
7462,0.1509,0.1509
7463,0.1511,0.1511
7464,0.1525,0.1525
7465,0.1498,0.1498
7466,0.1512,0.1512
7467,0.1453,0.1453
7468,0.1359,0.1359
7469,0.1354,0.1354
7470,0.133,0.133
7471,0.1377,0.1377
7472,0.1395,0.1395
7473,0.1372,0.1372
7474,0.127,0.127
7475,0.1218,0.1218
7476,0.1128,0.1128
7477,0.1008,0.1008
7478,0.0912,0.0912
7479,0.0826,0.0826
7480,0.0768,0.0768
7481,0.0757,0.0757
7482,0.0781,0.0781
7483,0.0862,0.0862
7484,0.0846,0.0846
7485,0.0781,0.0781
7486,0.0719,0.0719
7487,0.069,0.069
7488,0.065,0.065
7489,0.0589,0.0589
7490,0.0566,0.0566
7491,0.0584,0.0584
7492,0.0622,0.0622
7493,0.0673,0.0673
7494,0.0724,0.0724
