Hour,Zone1,Zone2
1661,53816,53816
1662,57568,57568
1663,65385,65385
1664,70529,70529
1665,72767,72767
1666,73286,73286
1667,74183,74183
1668,74801,74801
1669,73535,73535
1670,72580,72580
1671,71233,71233
1672,70090,70090
1673,68557,68557
1674,69156,69156
1675,72662,72662
1676,74504,74504
1677,70212,70212
1678,66301,66301
1679,63209,63209
1680,58485,58485
1681,54930,54930
1682,53449,53449
1683,52913,52913
1684,53503,53503
1685,54814,54814
1686,58197,58197
1687,65637,65637
1688,70292,70292
1689,72311,72311
1690,72685,72685
1691,73393,73393
1692,74697,74697
1693,74053,74053
1694,73173,73173
1695,71746,71746
1696,70341,70341
1697,68970,68970
1698,69387,69387
1699,72645,72645
1700,74488,74488
1701,70333,70333
1702,66370,66370
1703,63052,63052
1704,58545,58545
1705,55329,55329
1706,53316,53316
1707,52696,52696
1708,53251,53251
1709,54709,54709
1710,58149,58149
1711,65566,65566
1712,70339,70339
1713,73003,73003
1714,73442,73442
1715,74377,74377
1716,75328,75328
1717,74118,74118
1718,72392,72392
1719,70746,70746
1720,69752,69752
1721,68645,68645
1722,69101,69101
1723,71630,71630
1724,72314,72314
1725,67907,67907
1726,63981,63981
1727,61344,61344
1728,57322,57322
1729,53876,53876
1730,51579,51579
1731,50378,50378
1732,50225,50225
1733,50553,50553
1734,50781,50781
1735,51455,51455
1736,54579,54579
1737,59100,59100
1738,62251,62251
1739,63850,63850
1740,64429,64429
1741,63221,63221
1742,61284,61284
1743,59981,59981
1744,59269,59269
1745,58882,58882
1746,60048,60048
1747,63486,63486
1748,63349,63349
1749,59201,59201
1750,56507,56507
1751,55160,55160
1752,51586,51586
1753,48261,48261
1754,46103,46103
1755,45241,45241
1756,45222,45222
1757,45555,45555
1758,45216,45216
1759,44582,44582
1760,46437,46437
1761,50262,50262
1762,53460,53460
1763,56144,56144
1764,58596,58596
1765,57832,57832
1766,55583,55583
1767,54076,54076
1768,53051,53051
1769,52743,52743
1770,54857,54857
1771,59315,59315
1772,60929,60929
1773,58194,58194
1774,56526,56526
1775,56351,56351
1776,52934,52934
1777,50228,50228
1778,48680,48680
1779,48313,48313
1780,49205,49205
1781,50885,50885
1782,55291,55291
1783,63913,63913
1784,69605,69605
1785,72195,72195
1786,72554,72554
1787,73595,73595
1788,74290,74290
1789,73454,73454
1790,72776,72776
1791,71546,71546
1792,70186,70186
1793,68449,68449
1794,68752,68752
1795,72030,72030
1796,74273,74273
1797,70091,70091
1798,65988,65988
1799,62354,62354
1800,57298,57298
1801,53733,53733
1802,51858,51858
1803,51146,51146
1804,51879,51879
1805,53611,53611
1806,57580,57580
1807,64850,64850
1808,69769,69769
1809,72014,72014
1810,71811,71811
1811,72368,72368
1812,73158,73158
1813,72333,72333
1814,71724,71724
1815,70442,70442
1816,69173,69173
1817,67474,67474
1818,67617,67617
1819,70905,70905
1820,73621,73621
1821,69597,69597
1822,65306,65306
1823,61316,61316
1824,56352,56352
1825,52925,52925
1826,50948,50948
1827,50262,50262
1828,51024,51024
1829,53046,53046
1830,57085,57085
1831,64282,64282
1832,69077,69077
1833,71354,71354
1834,71566,71566
1835,72193,72193
1836,72746,72746
1837,71903,71903
1838,71112,71112
1839,69747,69747
1840,68545,68545
1841,67297,67297
1842,67872,67872
1843,71256,71256
1844,73894,73894
1845,69519,69519
1846,65207,65207
1847,61349,61349
1848,56310,56310
1849,53037,53037
1850,51011,51011
1851,50320,50320
1852,51132,51132
1853,52983,52983
1854,56918,56918
1855,63734,63734
1856,68958,68958
1857,71549,71549
1858,72076,72076
1859,73181,73181
1860,74060,74060
1861,73177,73177
1862,72383,72383
1863,70868,70868
1864,69535,69535
1865,68060,68060
1866,68213,68213
1867,71225,71225
1868,73712,73712
1869,69621,69621
1870,65516,65516
1871,61968,61968
1872,57118,57118
1873,53633,53633
1874,51591,51591
1875,51229,51229
1876,51938,51938
1877,53423,53423
1878,56999,56999
1879,63877,63877
1880,69035,69035
1881,71565,71565
1882,71988,71988
1883,73272,73272
1884,73829,73829
1885,72544,72544
1886,70822,70822
1887,69052,69052
1888,67476,67476
1889,66190,66190
1890,66695,66695
1891,69300,69300
1892,71378,71378
1893,67276,67276
1894,63687,63687
1895,60759,60759
1896,56477,56477
1897,52790,52790
1898,50585,50585
1899,49578,49578
1900,49530,49530
1901,49903,49903
1902,50134,50134
1903,50702,50702
1904,53942,53942
1905,58225,58225
1906,61316,61316
1907,62394,62394
1908,63480,63480
1909,62836,62836
1910,60811,60811
1911,59106,59106
1912,58585,58585
1913,58277,58277
1914,59591,59591
1915,61888,61888
1916,62680,62680
1917,58913,58913
1918,56052,56052
1919,54714,54714
1920,51256,51256
1921,48119,48119
1922,46000,46000
1923,44710,44710
1924,44543,44543
1925,44862,44862
1926,44842,44842
1927,43817,43817
1928,45857,45857
1929,50019,50019
1930,53497,53497
1931,55756,55756
1932,57760,57760
1933,56762,56762
1934,54281,54281
1935,52380,52380
1936,51596,51596
1937,51253,51253
1938,53303,53303
1939,57497,57497
1940,60685,60685
1941,58137,58137
1942,56209,56209
1943,55901,55901
1944,52641,52641
1945,50215,50215
1946,48784,48784
1947,48350,48350
1948,49066,49066
1949,51053,51053
1950,55478,55478
1951,63078,63078
1952,68899,68899
1953,72007,72007
1954,72679,72679
1955,72990,72990
1956,74179,74179
1957,73322,73322
1958,72445,72445
1959,71080,71080
1960,69851,69851
1961,68105,68105
1962,68096,68096
1963,70576,70576
1964,73608,73608
1965,69839,69839
1966,65639,65639
1967,62109,62109
1968,57272,57272
1969,54226,54226
1970,52386,52386
1971,51634,51634
1972,52245,52245
1973,54014,54014
1974,57672,57672
1975,64493,64493
1976,69720,69720
1977,72039,72039
1978,72039,72039
1979,72883,72883
1980,74058,74058
1981,73245,73245
1982,72574,72574
1983,71383,71383
1984,70108,70108
1985,68398,68398
1986,68690,68690
1987,71000,71000
1988,73822,73822
1989,69946,69946
1990,65861,65861
1991,62123,62123
1992,57075,57075
1993,53701,53701
1994,51795,51795
1995,50996,50996
1996,51718,51718
1997,53549,53549
1998,57046,57046
1999,63833,63833
2000,68981,68981
2001,71224,71224
2002,71637,71637
2003,72545,72545
2004,73541,73541
2005,73004,73004
2006,72181,72181
2007,70962,70962
2008,69809,69809
2009,68534,68534
2010,69000,69000
2011,71267,71267
2012,73087,73087
2013,69255,69255
2014,65526,65526
2015,61577,61577
2016,56443,56443
2017,52814,52814
2018,50854,50854
2019,49824,49824
2020,50431,50431
2021,52180,52180
2022,56192,56192
2023,63502,63502
2024,69539,69539
2025,72181,72181
2026,73016,73016
2027,73952,73952
2028,75035,75035
2029,74160,74160
2030,73482,73482
2031,72406,72406
2032,71652,71652
2033,70379,70379
2034,70424,70424
2035,72015,72015
2036,73626,73626
2037,69550,69550
2038,65638,65638
2039,62281,62281
2040,57806,57806
2041,54304,54304
2042,52273,52273
2043,51543,51543
2044,52118,52118
2045,53509,53509
2046,56620,56620
2047,63277,63277
2048,68683,68683
2049,71103,71103
2050,72319,72319
2051,73661,73661
2052,74679,74679
2053,73646,73646
2054,72392,72392
2055,70661,70661
2056,69247,69247
2057,68172,68172
2058,68359,68359
2059,69527,69527
2060,71257,71257
2061,67427,67427
2062,63480,63480
2063,60445,60445
2064,56052,56052
2065,52204,52204
2066,49855,49855
2067,48782,48782
2068,48774,48774
2069,49033,49033
2070,49371,49371
2071,49364,49364
2072,52890,52890
2073,56730,56730
2074,60002,60002
2075,61474,61474
2076,61857,61857
2077,60766,60766
2078,58822,58822
2079,57239,57239
2080,56778,56778
2081,56407,56407
2082,57484,57484
2083,60318,60318
2084,62155,62155
2085,58338,58338
2086,55499,55499
2087,53864,53864
2088,50070,50070
2089,46302,46302
2090,44127,44127
2091,43486,43486
2092,43443,43443
2093,43521,43521
2094,43325,43325
2095,43965,43965
2096,47087,47087
2097,50875,50875
2098,53828,53828
2099,56984,56984
2100,57496,57496
2101,55680,55680
2102,54007,54007
2103,53244,53244
2104,53034,53034
2105,54314,54314
2106,55857,55857
2107,57372,57372
2108,58141,58141
2109,56772,56772
2110,56499,56499
2111,53317,53317
2112,49877,49877
2113,47876,47876
2114,47395,47395
2115,48222,48222
2116,50065,50065
2117,53981,53981
2118,62053,62053
2119,67849,67849
2120,71379,71379
2121,72934,72934
2122,74205,74205
2123,75517,75517
2124,74628,74628
2125,73770,73770
2126,72475,72475
2127,71554,71554
2128,69533,69533
2129,68406,68406
2130,68052,68052
2131,68764,68764
2132,69181,69181
2133,66406,66406
2134,62776,62776
2135,58053,58053
2136,54112,54112
2137,51876,51876
2138,51020,51020
2139,51399,51399
2140,52763,52763
2141,56226,56226
2142,63346,63346
2143,68902,68902
2144,72184,72184
2145,73156,73156
2146,74692,74692
2147,75808,75808
2148,74744,74744
2149,74072,74072
2150,72343,72343
2151,71031,71031
2152,68924,68924
2153,68655,68655
2154,68454,68454
2155,68917,68917
2156,69451,69451
2157,66512,66512
2158,62987,62987
2159,58249,58249
2160,54578,54578
2161,52557,52557
2162,51705,51705
2163,52293,52293
2164,53758,53758
2165,57197,57197
2166,64083,64083
2167,69175,69175
2168,72238,72238
2169,73544,73544
2170,75057,75057
2171,76169,76169
2172,75013,75013
2173,73942,73942
2174,72858,72858
2175,72004,72004
2176,70222,70222
2177,69304,69304
2178,69241,69241
2179,69592,69592
2180,69873,69873
2181,66892,66892
2182,63882,63882
2183,59142,59142
2184,55237,55237
2185,53086,53086
2186,52197,52197
2187,52458,52458
2188,53944,53944
2189,57036,57036
2190,63613,63613
2191,68822,68822
2192,71991,71991
2193,73580,73580
2194,75110,75110
2195,76215,76215
2196,75072,75072
2197,73679,73679
2198,72324,72324
2199,70597,70597
2200,68736,68736
2201,67650,67650
2202,67016,67016
2203,66898,66898
2204,67059,67059
2205,63942,63942
2206,60799,60799
2207,56602,56602
2208,52594,52594
2209,50043,50043
2210,48737,48737
2211,48206,48206
2212,48080,48080
2213,47026,47026
2214,45499,45499
2215,46042,46042
2216,49055,49055
2217,52469,52469
2218,54760,54760
2219,56939,56939
2220,56337,56337
2221,54175,54175
2222,52460,52460
2223,51151,51151
2224,50151,50151
2225,50832,50832
2226,52250,52250
2227,53336,53336
2228,54883,54883
2229,53774,53774
2230,52809,52809
2231,49982,49982
2232,46631,46631
2233,44403,44403
2234,43427,43427
2235,43178,43178
2236,43958,43958
2237,44914,44914
2238,45778,45778
2239,47872,47872
2240,51679,51679
2241,55201,55201
2242,57234,57234
2243,58315,58315
2244,57981,57981
2245,56632,56632
2246,55377,55377
2247,54793,54793
2248,54016,54016
2249,54627,54627
2250,55221,55221
2251,55208,55208
2252,55786,55786
2253,54177,54177
2254,53010,53010
2255,50000,50000
2256,46595,46595
2257,44450,44450
2258,43266,43266
2259,43037,43037
2260,43324,43324
2261,43078,43078
2262,41984,41984
2263,43160,43160
2264,46563,46563
2265,49635,49635
2266,51196,51196
2267,53383,53383
2268,51981,51981
2269,49032,49032
2270,47415,47415
2271,46273,46273
2272,45366,45366
2273,46156,46156
2274,47942,47942
2275,48918,48918
2276,51081,51081
2277,50952,50952
2278,50493,50493
2279,47633,47633
2280,44672,44672
2281,42629,42629
2282,41641,41641
2283,41580,41580
2284,42196,42196
2285,42406,42406
2286,41958,41958
2287,42952,42952
2288,46469,46469
2289,50246,50246
2290,52123,52123
2291,54054,54054
2292,53664,53664
2293,51574,51574
2294,50164,50164
2295,49191,49191
2296,48375,48375
2297,48965,48965
2298,50651,50651
2299,51805,51805
2300,54393,54393
2301,54156,54156
2302,53882,53882
2303,50817,50817
2304,47748,47748
2305,46012,46012
2306,45585,45585
2307,46276,46276
2308,48370,48370
2309,52791,52791
2310,60530,60530
2311,66176,66176
2312,69702,69702
2313,70904,70904
2314,72197,72197
2315,73275,73275
2316,72782,72782
2317,71926,71926
2318,70932,70932
2319,69894,69894
2320,67663,67663
2321,66587,66587
2322,66643,66643
2323,66813,66813
2324,67520,67520
2325,65119,65119
2326,61858,61858
2327,57357,57357
2328,53241,53241
2329,51053,51053
2330,49957,49957
2331,50552,50552
2332,52104,52104
2333,55674,55674
2334,62440,62440
2335,67596,67596
2336,70695,70695
2337,72050,72050
2338,73103,73103
2339,73983,73983
2340,73182,73182
2341,72133,72133
2342,70407,70407
2343,68773,68773
2344,66535,66535
2345,65681,65681
2346,65683,65683
2347,66110,66110
2348,66783,66783
2349,64639,64639
2350,61243,61243
2351,56767,56767
2352,52673,52673
2353,50322,50322
2354,49287,49287
2355,49974,49974
2356,51713,51713
2357,55442,55442
2358,61844,61844
2359,66836,66836
2360,69454,69454
2361,70474,70474
2362,71560,71560
2363,72359,72359
2364,71410,71410
2365,70351,70351
2366,68806,68806
2367,67469,67469
2368,65263,65263
2369,64569,64569
2370,64262,64262
2371,64702,64702
2372,65652,65652
2373,63687,63687
2374,59846,59846
2375,55127,55127
2376,51431,51431
2377,49177,49177
2378,48191,48191
2379,48772,48772
2380,50517,50517
2381,54428,54428
2382,60967,60967
2383,66076,66076
2384,69241,69241
2385,70429,70429
2386,71629,71629
2387,72411,72411
2388,71053,71053
2389,69265,69265
2390,67182,67182
2391,65406,65406
2392,63751,63751
2393,63299,63299
2394,62908,62908
2395,62732,62732
2396,63578,63578
2397,61479,61479
2398,58132,58132
2399,53807,53807
2400,49822,49822
2401,47484,47484
2402,46185,46185
2403,45826,45826
2404,46414,46414
2405,47364,47364
2406,48493,48493
2407,51093,51093
2408,55315,55315
2409,58566,58566
2410,60299,60299
2411,61381,61381
2412,60600,60600
2413,58770,58770
2414,57027,57027
2415,55683,55683
2416,55162,55162
2417,56071,56071
2418,56927,56927
2419,57027,57027
2420,56555,56555
2421,54394,54394
2422,52280,52280
2423,48641,48641
2424,45178,45178
2425,42888,42888
2426,41547,41547
2427,41439,41439
2428,41859,41859
2429,42096,42096
2430,41775,41775
2431,43593,43593
2432,47087,47087
2433,50311,50311
2434,53062,53062
2435,55120,55120
2436,54157,54157
2437,51792,51792
2438,49911,49911
2439,48609,48609
2440,48332,48332
2441,49463,49463
2442,51483,51483
2443,52584,52584
2444,54708,54708
2445,54610,54610
2446,53385,53385
2447,49904,49904
2448,46896,46896
2449,45240,45240
2450,44393,44393
2451,45053,45053
2452,47106,47106
2453,51997,51997
2454,61226,61226
2455,66811,66811
2456,69839,69839
2457,70774,70774
2458,71906,71906
2459,73095,73095
2460,72291,72291
2461,71510,71510
2462,70167,70167
2463,68878,68878
2464,67072,67072
2465,66272,66272
2466,65829,65829
2467,65626,65626
2468,66139,66139
2469,64093,64093
2470,60035,60035
2471,55064,55064
2472,51542,51542
2473,49502,49502
2474,48658,48658
2475,49556,49556
2476,51134,51134
2477,55293,55293
2478,63281,63281
2479,68286,68286
2480,70827,70827
2481,71188,71188
2482,72382,72382
2483,73401,73401
2484,72492,72492
2485,71497,71497
2486,70312,70312
2487,68887,68887
2488,66776,66776
2489,66409,66409
2490,65938,65938
2491,65850,65850
2492,66097,66097
2493,64393,64393
2494,60061,60061
2495,54872,54872
2496,51046,51046
2497,48992,48992
2498,48020,48020
2499,48333,48333
2500,50116,50116
2501,54502,54502
2502,62441,62441
2503,67618,67618
2504,70310,70310
2505,70760,70760
2506,72025,72025
2507,73332,73332
2508,72087,72087
2509,71405,71405
2510,70061,70061
2511,68567,68567
2512,66525,66525
2513,65870,65870
2514,65573,65573
2515,65482,65482
2516,65904,65904
2517,64546,64546
2518,59957,59957
2519,54755,54755
2520,50838,50838
2521,48660,48660
2522,47404,47404
2523,47676,47676
2524,49422,49422
2525,53657,53657
2526,61636,61636
2527,66713,66713
2528,69597,69597
2529,70616,70616
2530,71847,71847
2531,72565,72565
2532,71822,71822
2533,71083,71083
2534,69760,69760
2535,68571,68571
2536,66778,66778
2537,66274,66274
2538,66248,66248
2539,66021,66021
2540,65757,65757
2541,63728,63728
2542,59403,59403
2543,54376,54376
2544,50730,50730
2545,48611,48611
2546,47678,47678
2547,48158,48158
2548,49814,49814
2549,54014,54014
2550,61572,61572
2551,67027,67027
2552,69802,69802
2553,70498,70498
2554,71804,71804
2555,72469,72469
2556,71502,71502
2557,70323,70323
2558,68737,68737
2559,67623,67623
2560,66371,66371
2561,65941,65941
2562,65101,65101
2563,64372,64372
2564,63563,63563
2565,61721,61721
2566,58124,58124
2567,53441,53441
2568,49628,49628
2569,47175,47175
2570,45979,45979
2571,46182,46182
2572,46524,46524
2573,47149,47149
2574,47857,47857
2575,51044,51044
2576,55311,55311
2577,58437,58437
2578,60084,60084
2579,60902,60902
2580,59210,59210
2581,56786,56786
2582,54804,54804
2583,53607,53607
2584,52839,52839
2585,53269,53269
2586,54119,54119
2587,53767,53767
2588,53923,53923
2589,53177,53177
2590,51038,51038
2591,47429,47429
2592,44214,44214
2593,42059,42059
2594,40972,40972
2595,41019,41019
2596,41379,41379
2597,41830,41830
2598,41188,41188
2599,43067,43067
2600,46818,46818
2601,50375,50375
2602,52599,52599
2603,54599,54599
2604,53750,53750
2605,51344,51344
2606,49478,49478
2607,48311,48311
2608,47632,47632
2609,48625,48625
2610,50396,50396
2611,51447,51447
2612,52712,52712
2613,53039,53039
2614,51644,51644
2615,48061,48061
2616,45255,45255
2617,43901,43901
2618,43409,43409
2619,44081,44081
2620,46243,46243
2621,51306,51306
2622,59775,59775
2623,65572,65572
2624,68427,68427
2625,69114,69114
2626,70373,70373
2627,71579,71579
2628,70949,70949
2629,70042,70042
2630,68809,68809
2631,67515,67515
2632,65638,65638
2633,64768,64768
2634,64499,64499
2635,64489,64489
2636,64028,64028
2637,62933,62933
2638,58519,58519
2639,53232,53232
2640,49730,49730
2641,47720,47720
2642,46773,46773
2643,47288,47288
2644,49113,49113
2645,53380,53380
2646,60908,60908
2647,66275,66275
2648,68976,68976
2649,69478,69478
2650,70702,70702
2651,71853,71853
2652,71168,71168
2653,70702,70702
2654,69355,69355
2655,67993,67993
2656,66150,66150
2657,65244,65244
2658,64967,64967
2659,64775,64775
2660,64544,64544
2661,63582,63582
2662,59282,59282
2663,53796,53796
2664,49836,49836
2665,47915,47915
2666,46998,46998
2667,47375,47375
2668,48852,48852
2669,53101,53101
2670,60674,60674
2671,66264,66264
2672,69196,69196
2673,69797,69797
2674,71032,71032
2675,71988,71988
2676,71234,71234
2677,70226,70226
2678,68698,68698
2679,67317,67317
2680,65472,65472
2681,64761,64761
2682,64276,64276
2683,64130,64130
2684,63534,63534
2685,62652,62652
2686,58287,58287
2687,53421,53421
2688,49895,49895
2689,47990,47990
2690,47086,47086
2691,47721,47721
2692,49411,49411
2693,53420,53420
2694,60691,60691
2695,65886,65886
2696,68572,68572
2697,69405,69405
2698,70465,70465
2699,71338,71338
2700,70213,70213
2701,69462,69462
2702,67911,67911
2703,66503,66503
2704,64687,64687
2705,64070,64070
2706,64033,64033
2707,64105,64105
2708,63635,63635
2709,62854,62854
2710,58643,58643
2711,53465,53465
2712,49910,49910
2713,47920,47920
2714,47022,47022
2715,47500,47500
2716,49139,49139
2717,53243,53243
2718,60580,60580
2719,66098,66098
2720,68759,68759
2721,69473,69473
2722,70403,70403
2723,71075,71075
2724,70080,70080
2725,68739,68739
2726,67011,67011
2727,65379,65379
2728,63762,63762
2729,63219,63219
2730,62711,62711
2731,62113,62113
2732,61365,61365
2733,60278,60278
2734,56717,56717
2735,52279,52279
2736,48586,48586
2737,46438,46438
2738,44906,44906
2739,44553,44553
2740,44853,44853
2741,45615,45615
2742,46955,46955
2743,50459,50459
2744,54857,54857
2745,57968,57968
2746,59786,59786
2747,60580,60580
2748,59682,59682
2749,57852,57852
2750,56186,56186
2751,55216,55216
2752,54541,54541
2753,55243,55243
2754,55713,55713
2755,55071,55071
2756,53998,53998
2757,52869,52869
2758,50695,50695
2759,47104,47104
2760,43649,43649
2761,41179,41179
2762,39876,39876
2763,39585,39585
2764,39908,39908
2765,40266,40266
2766,40170,40170
2767,42419,42419
2768,46371,46371
2769,49872,49872
2770,52481,52481
2771,54619,54619
2772,54218,54218
2773,52052,52052
2774,50370,50370
2775,49506,49506
2776,48884,48884
2777,49899,49899
2778,51659,51659
2779,52151,52151
2780,52808,52808
2781,53244,53244
2782,52205,52205
2783,48584,48584
2784,45608,45608
2785,44072,44072
2786,43457,43457
2787,44031,44031
2788,46085,46085
2789,50950,50950
2790,59821,59821
2791,66339,66339
2792,69840,69840
2793,71046,71046
2794,72513,72513
2795,73931,73931
2796,73378,73378
2797,72575,72575
2798,71486,71486
2799,70338,70338
2800,68497,68497
2801,67936,67936
2802,67704,67704
2803,67106,67106
2804,65628,65628
2805,63798,63798
2806,59733,59733
2807,54616,54616
2808,51033,51033
2809,49111,49111
2810,48226,48226
2811,48842,48842
2812,50478,50478
2813,54509,54509
2814,62096,62096
2815,67684,67684
2816,70517,70517
2817,70989,70989
2818,72115,72115
2819,73447,73447
2820,72733,72733
2821,72131,72131
2822,70956,70956
2823,69438,69438
2824,67825,67825
2825,67236,67236
2826,66805,66805
2827,66269,66269
2828,65037,65037
2829,64367,64367
2830,60906,60906
2831,56130,56130
2832,51960,51960
2833,49913,49913
2834,49166,49166
2835,49867,49867
2836,51465,51465
2837,55045,55045
2838,62072,62072
2839,67235,67235
2840,69628,69628
2841,70266,70266
2842,71353,71353
2843,72363,72363
2844,71467,71467
2845,70563,70563
2846,69419,69419
2847,68301,68301
2848,66557,66557
2849,65687,65687
2850,65669,65669
2851,65423,65423
2852,64769,64769
2853,64233,64233
2854,60122,60122
2855,55044,55044
2856,51264,51264
2857,49073,49073
2858,47865,47865
2859,48080,48080
2860,49685,49685
2861,53696,53696
2862,61195,61195
2863,67129,67129
2864,69695,69695
2865,70136,70136
2866,71232,71232
2867,72715,72715
2868,71598,71598
2869,70801,70801
2870,69273,69273
2871,68193,68193
2872,66449,66449
2873,65493,65493
2874,64709,64709
2875,64091,64091
2876,62416,62416
2877,60417,60417
2878,56586,56586
2879,51868,51868
2880,47930,47930
2881,45361,45361
2882,43608,43608
2883,43296,43296
2884,43325,43325
2885,42464,42464
2886,40656,40656
2887,42553,42553
2888,45974,45974
2889,49191,49191
2890,51264,51264
2891,53346,53346
2892,52752,52752
2893,50776,50776
2894,49064,49064
2895,48068,48068
2896,47515,47515
2897,48338,48338
2898,49287,49287
2899,49413,49413
2900,49371,49371
2901,50120,50120
2902,48877,48877
2903,45399,45399
2904,41968,41968
2905,39961,39961
2906,39094,39094
2907,39381,39381
2908,40296,40296
2909,41470,41470
2910,42857,42857
2911,46373,46373
2912,50729,50729
2913,53806,53806
2914,55338,55338
2915,56149,56149
2916,55756,55756
2917,54041,54041
2918,52676,52676
2919,51877,51877
2920,51260,51260
2921,51959,51959
2922,52768,52768
2923,52797,52797
2924,51967,51967
2925,52109,52109
2926,50288,50288
2927,46707,46707
2928,43107,43107
2929,40871,40871
2930,39592,39592
2931,39539,39539
2932,39945,39945
2933,40131,40131
2934,39952,39952
2935,42081,42081
2936,45486,45486
2937,48832,48832
2938,51319,51319
2939,54187,54187
2940,53882,53882
2941,52111,52111
2942,50658,50658
2943,49958,49958
2944,49923,49923
2945,51504,51504
2946,53061,53061
2947,52816,52816
2948,52558,52558
2949,52661,52661
2950,51650,51650
2951,47971,47971
2952,44913,44913
2953,43296,43296
2954,42709,42709
2955,43200,43200
2956,44999,44999
2957,49908,49908
2958,58848,58848
2959,65440,65440
2960,68946,68946
2961,69991,69991
2962,71524,71524
2963,72849,72849
2964,72258,72258
2965,71174,71174
2966,69602,69602
2967,67916,67916
2968,66147,66147
2969,65509,65509
2970,65069,65069
2971,64823,64823
2972,63382,63382
2973,62679,62679
2974,58491,58491
2975,53264,53264
2976,49366,49366
2977,47440,47440
2978,46449,46449
2979,46810,46810
2980,48243,48243
2981,52168,52168
2982,60542,60542
2983,67355,67355
2984,70113,70113
2985,71006,71006
2986,72639,72639
2987,73862,73862
2988,73043,73043
2989,71880,71880
2990,70055,70055
2991,69069,69069
2992,67713,67713
2993,67710,67710
2994,67135,67135
2995,66257,66257
2996,63950,63950
2997,62763,62763
2998,58711,58711
2999,53478,53478
3000,49579,49579
3001,47688,47688
3002,46635,46635
3003,46763,46763
3004,48301,48301
3005,52380,52380
3006,60057,60057
3007,66277,66277
3008,69472,69472
3009,70177,70177
3010,71217,71217
3011,72330,72330
3012,71741,71741
3013,71104,71104
3014,69708,69708
3015,68235,68235
3016,66865,66865
3017,66258,66258
3018,66155,66155
3019,65442,65442
3020,63753,63753
3021,63096,63096
3022,59418,59418
3023,53824,53824
3024,49978,49978
3025,48149,48149
3026,47130,47130
3027,47403,47403
3028,49230,49230
3029,52677,52677
3030,60446,60446
3031,66429,66429
3032,69353,69353
3033,69997,69997
3034,71256,71256
3035,72254,72254
3036,71272,71272
3037,70678,70678
3038,69363,69363
3039,67977,67977
3040,66447,66447
3041,65686,65686
3042,65333,65333
3043,64580,64580
3044,62950,62950
3045,62354,62354
3046,58512,58512
3047,53351,53351
3048,49727,49727
3049,47775,47775
3050,46550,46550
3051,46792,46792
3052,48379,48379
3053,52227,52227
3054,59619,59619
3055,65931,65931
3056,68564,68564
3057,69187,69187
3058,70380,70380
3059,71063,71063
3060,69960,69960
3061,68431,68431
3062,66448,66448
3063,65001,65001
3064,63908,63908
3065,63657,63657
3066,63260,63260
3067,62549,62549
3068,60799,60799
3069,60024,60024
3070,56576,56576
3071,51971,51971
3072,47967,47967
3073,45623,45623
3074,43863,43863
3075,43477,43477
3076,43810,43810
3077,44343,44343
3078,46117,46117
3079,50191,50191
3080,54705,54705
3081,58173,58173
3082,59953,59953
3083,60550,60550
3084,59363,59363
3085,57339,57339
3086,55349,55349
3087,54177,54177
3088,53768,53768
3089,54331,54331
3090,54724,54724
3091,53931,53931
3092,52315,52315
3093,52211,52211
3094,50278,50278
3095,46570,46570
3096,43223,43223
3097,41161,41161
3098,39946,39946
3099,39615,39615
3100,39902,39902
3101,40037,40037
3102,40086,40086
3103,42849,42849
3104,46879,46879
3105,50195,50195
3106,52288,52288
3107,54251,54251
3108,53371,53371
3109,51272,51272
3110,49223,49223
3111,47853,47853
3112,46962,46962
3113,47990,47990
3114,49459,49459
3115,50309,50309
3116,50755,50755
3117,52487,52487
3118,51896,51896
3119,48109,48109
3120,45063,45063
3121,43499,43499
3122,42923,42923
3123,43376,43376
3124,45266,45266
3125,49484,49484
3126,58161,58161
3127,64907,64907
3128,68359,68359
3129,69272,69272
3130,70971,70971
3131,72196,72196
3132,71263,71263
3133,70594,70594
3134,69320,69320
3135,68355,68355
3136,66254,66254
3137,65535,65535
3138,65021,65021
3139,64768,64768
3140,62837,62837
3141,62194,62194
3142,58459,58459
3143,53132,53132
3144,49308,49308
3145,47270,47270
3146,46052,46052
3147,46205,46205
3148,47602,47602
3149,51247,51247
3150,59183,59183
3151,65488,65488
3152,68475,68475
3153,69243,69243
3154,70828,70828
3155,72229,72229
3156,71826,71826
3157,71473,71473
3158,70627,70627
3159,69334,69334
3160,67868,67868
3161,67124,67124
3162,66942,66942
3163,66284,66284
3164,64083,64083
3165,62756,62756
3166,58851,58851
3167,53606,53606
3168,49752,49752
3169,47679,47679
3170,46343,46343
3171,46734,46734
3172,47957,47957
3173,51258,51258
3174,59105,59105
3175,65300,65300
3176,68058,68058
3177,68520,68520
3178,69876,69876
3179,70975,70975
3180,70215,70215
3181,69752,69752
3182,68291,68291
3183,66614,66614
3184,64709,64709
3185,64307,64307
3186,64027,64027
3187,63175,63175
3188,61046,61046
3189,59701,59701
3190,56137,56137
3191,51438,51438
3192,47498,47498
3193,45132,45132
3194,43680,43680
3195,43265,43265
3196,43217,43217
3197,42199,42199
3198,41703,41703
3199,44591,44591
3200,48419,48419
3201,51128,51128
3202,52748,52748
3203,54011,54011
3204,53213,53213
3205,51251,51251
3206,49651,49651
3207,48377,48377
3208,47705,47705
3209,48466,48466
3210,49857,49857
3211,50312,50312
3212,50282,50282
3213,50939,50939
3214,49625,49625
