"","BNL_pv_national_current","BNL_wind_onshore_current","BNL_wind_offshore_current","DE_pv_national_current","DE_wind_onshore_current","DE_wind_offshore_current","DK_pv_national_current","DK_wind_onshore_current","DK_wind_offshore_current","FR_pv_national_current","FR_wind_onshore_current","FR_wind_offshore_current","GB_pv_national_current","GB_wind_onshore_current","GB_wind_offshore_current","IBE_pv_national_current","IBE_wind_onshore_current","BNL_load_entsoe_power_statistics","DE_load_entsoe_power_statistics","DK_load_entsoe_power_statistics","FR_load_entsoe_power_statistics","GB_load_entsoe_power_statistics","IBE_load_entsoe_power_statistics"
"262969",0,0.219657,0.5148981,0,0.1566,0.703,0,0.4236,0.5928,0,0.1257,0.5899,0,0.6827,0.7529,0,0.3535675,20910,44546,3209,71077,29059,29665
"262970",0,0.211924,0.5122086,0,0.1659,0.6875,0,0.4317,0.5769,0,0.1234,0.5705,0,0.6759,0.7395,0,0.3541725,20065,42967,3075,68774,28663,27736
"262971",0,0.2222882,0.5326322,0,0.1746,0.6535,0,0.442,0.6154,0,0.124,0.5279,0,0.6666,0.7465,0,0.3361645,19272,41582,2935,65695,26626,25918
"262972",0,0.2394284,0.5435304,0,0.1745,0.6803,0,0.4623,0.6354,0,0.1302,0.5033,0,0.6562,0.7479,0,0.3089765,18718,40964,2871,64020,24778,24612
"262973",0,0.249757,0.5295036,0,0.1826,0.7272,0,0.5003,0.6622,0,0.1398,0.525,0,0.6532,0.734,0,0.285973,18583,40247,2898,64195,23212,24083
"262974",0,0.2579072,0.5515183,0,0.1869,0.749,0,0.5322,0.6972,0,0.1366,0.5091,0,0.6397,0.7358,0,0.2728585,18757,38808,3020,64429,22751,24094
"262975",0,0.276211,0.5881482,0,0.1999,0.7706,0,0.5897,0.7388,0,0.129,0.4669,0,0.5977,0.765,0,0.2664125,18814,39045,3152,64772,23292,24428
"262976",0,0.2963296,0.6094651,0.0047,0.212,0.801,0,0.6466,0.7936,0.0111,0.1356,0.4639,0,0.5906,0.7949,0.0061685,0.25992,19096,39721,3262,64284,23712,23883
"262977",0.0271006,0.353876,0.6229701,0.066,0.2281,0.7828,0.0022,0.6436,0.7863,0.1521,0.1526,0.5913,2e-04,0.6058,0.8393,0.192901,0.2347915,19537,42031,3465,65369,24529,24618
"262978",0.1329808,0.3426668,0.6121068,0.1555,0.2452,0.7865,0.0044,0.6246,0.7855,0.3019,0.1412,0.4844,0.005,0.6658,0.8721,0.37427,0.1443045,20328,44661,3594,66182,27103,26632
"262979",0.2171326,0.3305568,0.6318134,0.2191,0.2272,0.8097,0.0114,0.6109,0.7846,0.395,0.1261,0.2256,0.0187,0.7377,0.8943,0.497398,0.090994,21074,47702,3761,66927,30054,28313
"262980",0.2292658,0.3663666,0.6666449,0.2362,0.2265,0.831,0.0141,0.6259,0.7756,0.429,0.1378,0.1883,0.0283,0.7768,0.9035,0.5604935,0.0863715,21410,48784,3835,68576,32383,29227
"262981",0.1987838,0.4031282,0.6992775,0.2083,0.2384,0.8244,0.007,0.6429,0.7839,0.4035,0.1654,0.212,0.0279,0.8017,0.9165,0.567927,0.0872835,21410,48064,3868,65129,33930,29859
"262982",0.1360368,0.4452082,0.7325298,0.1314,0.2719,0.8375,0.001,0.6479,0.7978,0.3284,0.1735,0.2701,0.0244,0.8278,0.9302,0.523907,0.0879845,21346,47094,3887,62252,34249,29474
"262983",0.0608752,0.4891078,0.7630018,0.039,0.3264,0.8599,0,0.6648,0.7968,0.2107,0.1895,0.4128,0.0128,0.8307,0.9428,0.4265435,0.0844155,21380,47165,4001,61256,34244,28188
"262984",0.0026254,0.5420436,0.7971856,3e-04,0.3656,0.8813,0,0.7006,0.8016,0.0704,0.2322,0.5981,0.0012,0.8227,0.9477,0.272997,0.087745,22003,49669,4254,62409,34916,27740
"262985",0,0.5827656,0.8303707,0,0.3828,0.9022,0,0.7467,0.8327,4e-04,0.2828,0.6921,0,0.8016,0.953,0.075354,0.105249,23865,54197,4510,68873,37424,28360
"262986",0,0.619722,0.8646359,0,0.4049,0.9295,0,0.7798,0.8649,0,0.3255,0.7171,0,0.7893,0.9593,0,0.123252,24190,54914,4453,71733,38506,32207
"262987",0,0.6563546,0.8914104,0,0.4376,0.9531,0,0.8115,0.8872,0,0.3609,0.7385,0,0.7791,0.9654,0,0.140309,23971,53908,4235,72126,37202,34130
"262988",0,0.692634,0.9132464,0,0.4792,0.9654,0,0.852,0.9069,0,0.3868,0.7779,0,0.7688,0.9701,0,0.157128,23360,51779,4028,70420,35424,35286
"262989",0,0.7223208,0.9237104,0,0.5201,0.9727,0,0.8801,0.9289,0,0.399,0.81,0,0.7703,0.9706,0,0.174454,22647,50575,3852,68039,33504,35849
"262990",0,0.7457598,0.9326533,0,0.5529,0.9763,0,0.8977,0.9481,0,0.4043,0.8294,0,0.7919,0.9682,0,0.189868,22468,50384,3617,71474,30940,35187
"262991",0,0.7649286,0.9423471,0,0.5842,0.979,0,0.9057,0.9581,0,0.4094,0.8531,0,0.8275,0.9634,0,0.202562,21831,47620,3552,70438,28706,32682
"262992",0,0.7797424,0.9494999,0,0.6113,0.9808,0,0.9119,0.9657,0,0.4115,0.8543,0,0.8523,0.9639,0,0.211977,20621,44909,3344,66405,25986,29629
"262993",0,0.7936486,0.9561769,0,0.6391,0.9823,0,0.9186,0.9697,0,0.4148,0.8451,0,0.8596,0.9649,0,0.216817,19625,43001,3191,65826,25285,26736
"262994",0,0.8027432,0.9600179,0,0.6732,0.9824,0,0.9274,0.972,0,0.4168,0.8416,0,0.8578,0.9625,0,0.216181,18866,41999,3151,63801,24619,24983
"262995",0,0.8101204,0.9606769,0,0.71,0.9819,0,0.9399,0.976,0,0.4231,0.8381,0,0.8462,0.9537,0,0.214786,18509,41796,3157,61680,23635,23992
"262996",0,0.8179784,0.9582247,0,0.7425,0.9846,0,0.9425,0.9816,0,0.4316,0.8279,0,0.8393,0.9382,0,0.216665,18519,42736,3184,61425,22659,23656
"262997",0,0.8083684,0.9358389,0,0.7704,0.9851,0,0.9408,0.9837,0,0.4516,0.8092,0,0.8351,0.9204,0,0.2199795,19110,44305,3286,63606,21989,24226
"262998",0,0.7808116,0.9008344,0,0.8006,0.9851,0,0.946,0.984,0,0.4769,0.7906,0,0.8332,0.9051,0,0.2211465,20431,46731,3627,66565,22617,26368
"262999",0,0.7424902,0.8805051,0,0.8038,0.9856,0,0.9525,0.9863,0,0.4651,0.8257,0,0.8303,0.8737,0,0.2212,21838,50523,3974,69214,25345,29452
"263000",0,0.7152692,0.8481429,0.0055,0.7997,0.9849,0,0.9485,0.9845,0.01,0.4377,0.7437,0,0.8227,0.8393,0.0065065,0.220784,23530,54246,4304,70408,28573,32580
"263001",0.0173978,0.6515928,0.8035529,0.0355,0.7918,0.9844,0.0063,0.9362,0.9844,0.0797,0.4004,0.6327,0.0027,0.8035,0.8257,0.159175,0.2055325,24886,57321,4486,72246,31410,35998
"263002",0.0607706,0.5847342,0.7906815,0.0712,0.7818,0.9822,0.0282,0.9251,0.9856,0.1401,0.3479,0.4786,0.0572,0.7863,0.8134,0.31505,0.1360795,25738,59405,4589,72934,34047,38279
"263003",0.0988364,0.5487244,0.8036738,0.1054,0.7643,0.9811,0.0546,0.9282,0.9862,0.1826,0.3048,0.3955,0.1423,0.7793,0.8082,0.4281725,0.080901,26040,61014,4551,73696,34946,38458
"263004",0.141342,0.554734,0.7992868,0.1191,0.7576,0.982,0.0684,0.9328,0.9853,0.2029,0.2659,0.2676,0.1946,0.7846,0.8194,0.482632,0.0616945,25857,61406,4469,74507,35371,38082
"263005",0.2094696,0.5720418,0.8123284,0.1081,0.7435,0.9832,0.057,0.9339,0.9863,0.1961,0.2388,0.1967,0.214,0.7922,0.8343,0.4805405,0.0571155,25531,60400,4448,71305,35366,38234
"263006",0.2081598,0.5866722,0.8232203,0.0765,0.7346,0.9835,0.0232,0.9299,0.9858,0.1632,0.2149,0.1099,0.1868,0.7994,0.8417,0.427211,0.0546265,25110,59251,4412,68610,35281,37273
"263007",0.1103426,0.5872372,0.8204798,0.022,0.7266,0.9822,6e-04,0.9235,0.9845,0.1029,0.2061,0.0539,0.1074,0.7766,0.8262,0.327311,0.051569,24988,58771,4430,66735,35831,36228
"263008",0.0054168,0.6115074,0.853216,1e-04,0.7328,0.9811,0,0.9154,0.9816,0.0265,0.235,0.0392,0.0196,0.7194,0.8007,0.185333,0.05841,25570,60446,4738,67243,37185,35809
"263009",0,0.6364556,0.8628737,0,0.7368,0.9795,0,0.9097,0.9791,0,0.2623,0.0662,0,0.6508,0.7378,0.0415975,0.07655,27701,63764,5137,72970,41869,36466
"263010",0,0.6017564,0.8155751,0,0.7401,0.9782,0,0.9056,0.9788,0,0.2264,0.1394,0,0.6076,0.6669,0,0.0940755,27554,63786,5044,75274,44677,39935
"263011",0,0.5560782,0.7441579,0,0.7363,0.9791,0,0.8972,0.9777,0,0.1733,0.2021,0,0.607,0.6263,0,0.1114045,26693,61814,4659,73566,43752,40978
"263012",0,0.5051696,0.6777907,0,0.7301,0.9786,0,0.8905,0.9752,0,0.136,0.2676,0,0.6156,0.6191,0,0.1265345,25530,58087,4310,70065,41457,41390
"263013",0,0.4756804,0.6451452,0,0.7246,0.977,0,0.889,0.9734,0,0.1119,0.343,0,0.6321,0.6082,0,0.137279,24131,55864,4068,67083,38576,41077
"263014",0,0.4561108,0.6245175,0,0.7285,0.977,0,0.892,0.9756,0,0.1038,0.3854,0,0.6538,0.6109,0,0.1478885,23702,54783,3795,70339,35637,39279
"263015",0,0.433706,0.6015392,0,0.7319,0.9792,0,0.8971,0.9769,0,0.1082,0.3403,0,0.6587,0.6108,0,0.164392,23037,51472,3687,69372,32479,36402
"263016",0,0.4098892,0.5594779,0,0.7294,0.9794,0,0.9098,0.9772,0,0.1203,0.2777,0,0.6519,0.5922,0,0.1857945,21655,47963,3489,65046,29461,33088
"263017",0,0.3638414,0.4964552,0,0.713,0.9742,0,0.924,0.9811,0,0.1335,0.2854,0,0.6276,0.5869,0,0.207005,20489,45677,3341,64021,28302,29988
"263018",0,0.3315726,0.4687283,0,0.6784,0.9609,0,0.9206,0.9815,0,0.1561,0.2564,0,0.5793,0.5784,0,0.2223445,19605,44246,3254,61475,27608,27671
"263019",0,0.3209312,0.4642235,0,0.6293,0.9505,0,0.8944,0.9767,0,0.1893,0.3683,0,0.5218,0.5561,0,0.2370875,19054,43742,3191,58797,26248,26489
"263020",0,0.3195782,0.474365,0,0.5751,0.9499,0,0.8498,0.9673,0,0.2259,0.6544,0,0.4593,0.5342,0,0.2451535,19002,44028,3142,57938,25167,25936
"263021",0,0.323673,0.4989644,0,0.5138,0.9573,0,0.8029,0.9525,0,0.2634,0.8464,0,0.3803,0.4829,0,0.248914,19263,44209,3199,58959,24327,25934
"263022",0,0.32838,0.5171493,0,0.4968,0.9618,0,0.7601,0.9346,0,0.2951,0.9345,0,0.3224,0.4112,0,0.252768,19973,44531,3385,60587,24596,26780
"263023",0,0.352742,0.5182861,0,0.511,0.9619,0,0.7114,0.916,0,0.3126,0.9469,0,0.2871,0.3214,0,0.2543545,20842,47105,3622,62475,26542,28234
"263024",0,0.3804416,0.4990621,0.0032,0.5292,0.9602,0,0.6597,0.8909,0.0066,0.3426,0.9587,0,0.2357,0.2618,0.006422,0.2551725,22522,50517,3874,64203,28861,29739
"263025",0.0015628,0.3474662,0.46209,0.028,0.541,0.9554,0.0055,0.6159,0.8629,0.047,0.3737,0.9332,0,0.1974,0.2332,0.1732875,0.2351345,24049,54005,4001,66602,32134,32654
"263026",0.0101576,0.3004742,0.4083306,0.0491,0.5326,0.9461,0.0266,0.5876,0.8464,0.0931,0.4075,0.9051,0.0128,0.1908,0.2096,0.34739,0.1633495,25303,56542,4128,67572,35946,35502
"263027",0.0185738,0.2624666,0.3442579,0.0504,0.5282,0.9233,0.0481,0.5711,0.8273,0.1341,0.4688,0.8837,0.0475,0.1973,0.1934,0.4720055,0.1024975,26002,58511,4121,68388,38309,36127
"263028",0.0469194,0.257387,0.303149,0.0459,0.5243,0.8811,0.063,0.5673,0.8206,0.1554,0.5454,0.9236,0.0825,0.2013,0.1659,0.5373495,0.094149,26129,58776,4074,69787,39325,35628
"263029",0.0694572,0.2371432,0.2302266,0.0423,0.5024,0.8144,0.0597,0.5515,0.8078,0.1521,0.6088,0.9198,0.1091,0.2061,0.1165,0.5469985,0.111137,25833,57848,4010,66634,39663,35445
"263030",0.0469136,0.1743876,0.1365934,0.0325,0.4624,0.7518,0.0257,0.5314,0.8049,0.1236,0.679,0.915,0.1011,0.2106,0.0975,0.504194,0.120091,25484,56983,3966,64151,39131,34902
"263031",0.013764,0.1406736,0.0731946,0.0103,0.4233,0.7233,0.0018,0.5232,0.7934,0.0788,0.7368,0.9087,0.0616,0.2278,0.1216,0.4083445,0.114269,25403,56997,3994,62349,38478,33943
"263032",0,0.1540566,0.062158,0,0.4013,0.7435,0,0.4945,0.7757,0.0257,0.7572,0.9015,0.0112,0.2483,0.1579,0.2571485,0.1175015,25995,58807,4340,62085,38739,33313
"263033",0,0.1878708,0.1560752,0,0.3807,0.7757,0,0.4754,0.7577,1e-04,0.7622,0.9047,0,0.261,0.2575,0.0701695,0.147862,27211,61744,4805,66306,42154,33616
"263034",0,0.2235336,0.2371328,0,0.3737,0.8183,0,0.4747,0.7449,0,0.7292,0.9121,0,0.2721,0.2978,0,0.1726955,26980,61833,4706,68307,44970,37624
"263035",0,0.2445048,0.3131344,0,0.3761,0.8344,0,0.4839,0.7469,0,0.6812,0.8601,0,0.2637,0.3082,0,0.188785,26040,59726,4360,66524,44052,39213
"263036",0,0.271132,0.4338639,0,0.3781,0.8473,0,0.493,0.7553,0,0.6046,0.8287,0,0.2407,0.3114,0,0.1982015,24964,56045,4061,63172,41741,39967
"263037",0,0.2887848,0.5207691,0,0.3939,0.8562,0,0.4952,0.7675,0,0.5296,0.7958,0,0.2196,0.2982,0,0.2026435,23819,53711,3843,60401,39174,39951
"263038",0,0.3073022,0.5326598,0,0.4087,0.8598,0,0.505,0.7687,0,0.4497,0.7149,0,0.2063,0.2718,0,0.2069085,23362,52912,3608,63750,36478,38304
"263039",0,0.3300116,0.5314529,0,0.4467,0.8567,0,0.5042,0.7673,0,0.3763,0.6897,0,0.2047,0.2442,0,0.212086,22590,50042,3386,63165,33873,35789
"263040",0,0.3594412,0.5440888,0,0.4677,0.8403,0,0.4882,0.7489,0,0.3147,0.673,0,0.2093,0.2184,0,0.2178925,21527,46734,3291,58925,31177,32585
"263041",0,0.3839912,0.5381521,0,0.4867,0.8251,0,0.4887,0.747,0,0.2677,0.6008,0,0.2161,0.1995,0,0.225401,20426,44511,3213,57548,30310,29499
"263042",0,0.3728328,0.476342,0,0.4996,0.8121,0,0.5,0.7462,0,0.2322,0.5322,0,0.2192,0.1804,0,0.2366355,19557,43264,3122,54847,29417,27272
"263043",0,0.3420702,0.4244294,0,0.5051,0.7931,0,0.5107,0.7536,0,0.2041,0.4975,0,0.2147,0.1729,0,0.247648,19152,42579,3084,52067,28097,25965
"263044",0,0.318282,0.4062065,0,0.4899,0.7706,0,0.5051,0.7524,0,0.1762,0.4581,0,0.2093,0.1682,0,0.253145,18972,42689,3099,50672,27064,25274
"263045",0,0.3262626,0.4168712,0,0.4778,0.7635,0,0.4897,0.7511,0,0.1497,0.3983,0,0.2094,0.1561,0,0.2525625,18903,42312,3115,51148,26238,25312
"263046",0,0.3323932,0.3968738,0,0.4616,0.769,0,0.4926,0.7585,0,0.128,0.3293,0,0.2134,0.1379,0,0.249424,19292,41469,3164,52232,26122,25749
"263047",0,0.3229342,0.3651838,0,0.4508,0.779,0,0.4982,0.7716,0,0.1112,0.2828,0,0.2228,0.1201,0,0.2476115,19862,42939,3390,53748,27068,26626
"263048",0,0.3160754,0.3356496,0.0021,0.4521,0.7705,0,0.4976,0.7744,0.0061,0.098,0.2198,0,0.2348,0.1069,0.0056615,0.2422265,20701,45224,3649,54889,28256,27129
"263049",0.0634838,0.2937274,0.2935273,0.0382,0.442,0.7305,0.0611,0.4701,0.7629,0.0493,0.0845,0.1672,0.006,0.2455,0.1033,0.1584475,0.214396,21929,48447,3866,57545,30451,29294
"263050",0.1903718,0.2415916,0.2520263,0.0995,0.4212,0.7069,0.1754,0.4177,0.741,0.1161,0.0719,0.1046,0.0702,0.2543,0.1121,0.3155405,0.141986,22856,51339,3989,59598,34099,32049
"263051",0.2865478,0.1876986,0.209831,0.1601,0.4246,0.6818,0.2245,0.379,0.7228,0.1889,0.0701,0.0383,0.1485,0.2452,0.1241,0.4260215,0.0963955,23582,54557,4029,61458,37047,33335
"263052",0.3281898,0.1676704,0.1794704,0.1855,0.431,0.6542,0.2116,0.3529,0.7044,0.2486,0.0776,0.0246,0.2046,0.2433,0.1351,0.4920195,0.093163,23839,54726,3998,63542,38685,33317
"263053",0.3187306,0.164607,0.1662034,0.177,0.4459,0.6235,0.1557,0.3433,0.6794,0.2646,0.0806,0.0295,0.2022,0.2568,0.1471,0.517919,0.093136,23335,53110,3941,59936,39642,33628
"263054",0.249973,0.1542446,0.154419,0.1253,0.4447,0.6116,0.0766,0.3448,0.656,0.2257,0.0787,0.0272,0.1564,0.2746,0.1624,0.485033,0.0900105,22952,51542,3915,57363,39565,33262
"263055",0.125631,0.1588162,0.1473756,0.0441,0.4391,0.5816,0.0103,0.3549,0.6281,0.1427,0.0735,0.0189,0.0809,0.2866,0.1896,0.394585,0.088696,22919,51211,3980,56053,39693,32167
"263056",0.0081252,0.1710152,0.1475396,7e-04,0.4249,0.5389,0,0.3678,0.5908,0.0404,0.0761,0.0135,0.0118,0.3023,0.2208,0.247385,0.0900225,23381,53188,4403,56919,40782,31463
"263057",0,0.1668948,0.1412751,0,0.3993,0.4919,0,0.3625,0.5607,0,0.0843,0.0162,0,0.3148,0.2471,0.0659205,0.114209,25902,58066,4915,63263,44407,31806
"263058",0,0.1610382,0.1423728,0,0.3699,0.4534,0,0.3477,0.5506,0,0.0958,0.0311,0,0.312,0.2602,0,0.139865,26498,59154,4794,67285,46201,35619
"263059",0,0.1706472,0.1634648,0,0.3401,0.4407,0,0.3276,0.543,0,0.1056,0.0458,0,0.3019,0.2603,0,0.150334,26241,57827,4473,67144,45041,37591
"263060",0,0.1952102,0.1999019,0,0.3091,0.456,0,0.3127,0.55,0,0.1164,0.0656,0,0.2921,0.2508,0,0.1521625,25283,55345,4134,64762,42987,38792
"263061",0,0.225047,0.2368029,0,0.2732,0.4905,0,0.2999,0.5487,0,0.1258,0.091,0,0.2888,0.2445,0,0.1481735,24157,53757,3894,61995,40385,39140
"263062",0,0.243595,0.2563058,0,0.2536,0.5374,0,0.3,0.541,0,0.1335,0.1217,0,0.2984,0.2487,0,0.137023,23590,53557,3555,65343,37089,37970
"263063",0,0.238045,0.2563306,0,0.24,0.5724,0,0.3213,0.5098,0,0.1365,0.1557,0,0.2984,0.2548,0,0.122566,22674,50491,3329,64893,33544,35224
"263064",0,0.219927,0.2557151,0,0.2387,0.5799,0,0.3464,0.48,0,0.1328,0.1821,0,0.3003,0.2621,0,0.108481,21405,47550,3135,61361,29838,31676
"263065",0,0.2093664,0.2650418,0,0.2382,0.5741,0,0.3597,0.4582,0,0.1239,0.1936,0,0.3079,0.2835,0,0.096469,20555,45537,3011,61042,29042,28717
"263066",0,0.202427,0.277066,0,0.2533,0.5385,0,0.3537,0.4416,0,0.1156,0.2032,0,0.3111,0.3008,0,0.0859265,20001,44730,2965,59147,28703,26794
"263067",0,0.2005566,0.2917387,0,0.266,0.5241,0,0.3466,0.4489,0,0.1143,0.229,0,0.3189,0.3334,0,0.076238,19749,44863,2960,57134,27945,25844
"263068",0,0.1908282,0.293555,0,0.2803,0.5086,0,0.3104,0.4545,0,0.1145,0.2867,0,0.3181,0.3514,0,0.0713635,19911,46162,3022,57681,27237,25464
"263069",0,0.1885184,0.296034,0,0.288,0.478,0,0.2667,0.4449,0,0.1138,0.364,0,0.3103,0.3343,0,0.071613,20736,49323,3291,61900,26534,25943
"263070",0,0.1940568,0.3001241,0,0.3037,0.4363,0,0.2306,0.4175,0,0.1112,0.384,0,0.3125,0.3193,0,0.076798,23493,54980,3992,69871,27838,27813
"263071",0,0.191179,0.2930303,0,0.3225,0.3943,0,0.1845,0.3567,0,0.1059,0.2764,0,0.3287,0.3218,0,0.08462,26903,61123,4771,75754,33303,31262
"263072",5.28e-05,0.186238,0.2865446,0.0092,0.3261,0.3668,0,0.1431,0.2944,0.0139,0.1003,0.2313,0,0.3347,0.3281,0.00676,0.0943095,28910,64614,5034,76416,39923,34684
"263073",0.026113,0.1818492,0.2837012,0.0801,0.3308,0.3484,0.0044,0.1165,0.2321,0.1199,0.0903,0.1925,3e-04,0.3345,0.3353,0.161889,0.0947585,29468,65759,5049,77075,42589,38184
"263074",0.0905852,0.1680126,0.2691928,0.1772,0.3291,0.3256,0.0158,0.0952,0.1932,0.2416,0.0782,0.1529,0.009,0.3314,0.3327,0.3276525,0.0673195,29468,67021,5112,76929,44093,40052
"263075",0.1491926,0.168443,0.2642812,0.248,0.3147,0.3118,0.0234,0.0726,0.1486,0.3376,0.0743,0.1842,0.0239,0.3347,0.3273,0.456257,0.0515945,29658,68088,5095,77340,44749,40027
"263076",0.1546372,0.1703254,0.2595029,0.263,0.2892,0.2985,0.0221,0.0571,0.1187,0.3908,0.0725,0.1811,0.0345,0.3377,0.3226,0.5304165,0.058939,29390,68111,4996,77241,45121,39314
"263077",0.1283808,0.1608494,0.2494594,0.2345,0.2527,0.2761,0.0142,0.0442,0.0961,0.3958,0.0716,0.1438,0.036,0.3392,0.3206,0.543319,0.065322,29406,67197,5002,75339,45358,38852
"263078",0.0882004,0.1456048,0.2321402,0.1648,0.204,0.2416,0.0066,0.0339,0.0755,0.3442,0.0692,0.1161,0.0273,0.3347,0.3181,0.501033,0.0690475,29274,66231,4947,73020,45175,37936
"263079",0.0384952,0.1391426,0.2202477,0.0706,0.1761,0.1986,3e-04,0.0297,0.0615,0.239,0.067,0.0995,0.0117,0.3422,0.3285,0.4053445,0.0676665,29239,65749,4881,71760,45272,36858
"263080",0.0026968,0.1570614,0.2236812,0.0021,0.1585,0.1604,0,0.0295,0.0568,0.0869,0.0823,0.1138,9e-04,0.3619,0.3473,0.25403,0.069359,29758,66985,5156,72637,45821,36411
"263081",0,0.1692904,0.2287769,0,0.1342,0.136,0,0.0316,0.0602,5e-04,0.1144,0.1529,0,0.3751,0.3757,0.0673285,0.089826,31148,70634,5519,78440,48603,36682
"263082",0,0.165915,0.2327404,0,0.1111,0.1244,0,0.0353,0.0711,0,0.1356,0.1811,0,0.3749,0.3981,0,0.1025535,30487,70630,5255,81932,49329,38852
"263083",0,0.158237,0.2398076,0,0.0955,0.1208,0,0.0417,0.0867,0,0.1461,0.1771,0,0.3754,0.416,0,0.106271,29448,68798,4892,79211,48866,39333
"263084",0,0.1530824,0.2439549,0,0.0844,0.1204,0,0.0516,0.1002,0,0.1484,0.1548,0,0.3627,0.4268,0,0.109039,28138,64504,4535,74773,46969,39586
"263085",0,0.1442956,0.239958,0,0.0712,0.122,0,0.0653,0.1161,0,0.1444,0.1359,0,0.3612,0.4324,0,0.1109565,26498,61579,4228,70723,43721,39514
"263086",0,0.1374604,0.2334958,0,0.0607,0.1282,0,0.0789,0.1343,0,0.1365,0.1266,0,0.366,0.4368,0,0.1124195,25664,59714,3853,73650,39479,38077
"263087",0,0.134616,0.2250615,0,0.0518,0.1398,0,0.0893,0.1537,0,0.1288,0.1153,0,0.3794,0.4392,0,0.1142225,24491,55366,3486,72633,34958,35716
"263088",0,0.1319936,0.2180583,0,0.0455,0.1552,0,0.0976,0.1683,0,0.1229,0.1046,0,0.3918,0.4355,0,0.1154885,22979,52163,3242,68235,30622,32480
"263089",0,0.1339122,0.2160949,0,0.0396,0.1687,0,0.1042,0.1812,0,0.117,0.0952,0,0.4015,0.4423,0,0.116936,22050,49849,3118,67495,29680,29489
"263090",0,0.1411258,0.2170812,0,0.0346,0.1818,0,0.1127,0.1949,0,0.1129,0.1053,0,0.4062,0.4654,0,0.120989,21425,48859,3072,65618,29282,27258
"263091",0,0.1495068,0.21826,0,0.0339,0.2083,0,0.126,0.2139,0,0.1147,0.1421,0,0.4071,0.497,0,0.126795,21069,48910,3084,63505,28205,25922
"263092",0,0.1508232,0.2145351,0,0.0348,0.2335,0,0.1396,0.2402,0,0.1173,0.2302,0,0.4038,0.5081,0,0.133467,21190,49678,3166,63830,27267,25344
"263093",0,0.15227,0.2143382,0,0.038,0.2502,0,0.1618,0.2721,0,0.1202,0.3361,0,0.3922,0.5235,0,0.1378985,21996,51444,3424,67821,26490,25306
"263094",0,0.1577378,0.2251221,0,0.046,0.2741,0,0.1963,0.3147,0,0.125,0.3556,0,0.3789,0.5551,0,0.1371335,24457,55594,4138,75744,27579,25833
"263095",0,0.1675714,0.2415898,0,0.0605,0.2962,0,0.2243,0.362,0,0.1321,0.3854,0,0.3878,0.5632,0,0.1349745,27846,60580,4939,81343,33192,27065
"263096",4.6e-05,0.1743698,0.2518892,0.019,0.0789,0.3108,0,0.2588,0.3965,0.0142,0.1382,0.4317,0,0.3888,0.5771,0.0044785,0.1292555,29723,63012,5205,81729,40220,28238
"263097",0.0280132,0.165236,0.2522203,0.1263,0.0848,0.3268,0.0056,0.287,0.4386,0.105,0.134,0.461,5e-04,0.3856,0.6115,0.1197865,0.1052095,30194,64274,5157,81730,42495,30757
"263098",0.0794286,0.1419802,0.2429143,0.2463,0.073,0.3356,0.0187,0.3046,0.4446,0.1877,0.1252,0.4143,0.0187,0.3976,0.6085,0.2653545,0.0619295,30106,65788,5223,81318,43373,33184
"263099",0.1282526,0.1385064,0.2309468,0.3205,0.0722,0.3455,0.0294,0.3246,0.4644,0.2511,0.1238,0.2932,0.0697,0.4121,0.6146,0.3796905,0.0508245,29959,67050,5209,81650,43492,34194
"263100",0.158973,0.1537226,0.2462743,0.3281,0.0823,0.358,0.0306,0.3272,0.483,0.286,0.133,0.3103,0.1225,0.4335,0.6124,0.461,0.050092,29465,66903,5123,80915,43357,34105
"263101",0.1587632,0.1690402,0.2789423,0.2748,0.0942,0.3703,0.0222,0.361,0.4991,0.2824,0.1482,0.3868,0.1589,0.4315,0.6072,0.491672,0.0527915,29517,65559,5160,78879,43184,33765
"263102",0.1195828,0.175956,0.3175736,0.1726,0.1029,0.3819,0.0092,0.3574,0.5333,0.234,0.158,0.4449,0.1468,0.401,0.6058,0.456088,0.0585175,29560,64118,5097,76680,42769,33228
"263103",0.049213,0.1839472,0.3565847,0.0573,0.1465,0.3999,3e-04,0.3628,0.5678,0.1451,0.1678,0.3911,0.0917,0.3589,0.5596,0.365918,0.062262,29657,63816,5026,75342,42776,31997
"263104",0.0017244,0.2428258,0.4020918,7e-04,0.2137,0.4531,0,0.4046,0.6249,0.0434,0.1987,0.3334,0.0185,0.331,0.5174,0.2220515,0.0588875,30126,65565,5247,75865,43491,31376
"263105",0,0.2865006,0.4367964,0,0.2382,0.5082,0,0.4354,0.6794,1e-04,0.2333,0.2651,0,0.3132,0.5241,0.056711,0.069184,31685,69857,5583,80885,47589,31961
"263106",0,0.3048142,0.4293338,0,0.2402,0.5449,0,0.4757,0.7272,0,0.2398,0.3184,0,0.31,0.5204,0,0.079647,30860,69870,5323,83729,49361,35448
"263107",0,0.3097012,0.4473487,0,0.2397,0.5414,0,0.5274,0.7539,0,0.2234,0.4405,0,0.3077,0.4968,0,0.0820025,29799,68348,4983,80580,49223,37312
"263108",0,0.3127652,0.4801117,0,0.2348,0.4929,0,0.5347,0.7525,0,0.2054,0.4742,0,0.2926,0.4575,0,0.0869495,28283,64587,4616,75758,47634,38442
