utc_timestamp,cet_cest_timestamp,interpolated_values,DE_load_entsoe_power_statistics,DK_load_entsoe_power_statistics,ES_load_entsoe_power_statistics,FR_load_entsoe_power_statistics,GB_load_entsoe_power_statistics
2011-01-03T15:00:00Z,2011-01-03T16:00:00+0100,,65613,5640,34405,80856,44223
2011-01-03T16:00:00Z,2011-01-03T17:00:00+0100,,69109,6119,35554,87140,48067
2011-01-03T17:00:00Z,2011-01-03T18:00:00+0100,,68835,5908,37777,89637,50881
2011-01-03T18:00:00Z,2011-01-03T19:00:00+0100,,67118,5545,38116,86805,49786
2011-01-03T19:00:00Z,2011-01-03T20:00:00+0100,,64188,5195,38071,82452,47265
2011-01-03T20:00:00Z,2011-01-03T21:00:00+0100,,61785,4857,37673,78324,44462
2011-01-03T21:00:00Z,2011-01-03T22:00:00+0100,,60913,4429,35741,80210,41530
2011-01-03T22:00:00Z,2011-01-03T23:00:00+0100,,56578,4016,32576,78649,37767
2011-01-03T23:00:00Z,2011-01-04T00:00:00+0100,,53791,3697,29546,74443,34236
2011-01-04T00:00:00Z,2011-01-04T01:00:00+0100,,51514,3545,26515,74340,34170
2011-01-04T01:00:00Z,2011-01-04T02:00:00+0100,,50075,3494,24770,72566,33485
2011-01-04T02:00:00Z,2011-01-04T03:00:00+0100,,49481,3499,23857,70185,32899
2011-01-04T03:00:00Z,2011-01-04T04:00:00+0100,,50019,3572,23752,70260,32320
2011-01-04T04:00:00Z,2011-01-04T05:00:00+0100,,51521,3837,24315,74013,31160
2011-01-04T05:00:00Z,2011-01-04T06:00:00+0100,,55831,4586,26532,81305,31669
2011-01-04T06:00:00Z,2011-01-04T07:00:00+0100,,61880,5446,30282,87301,36299
2011-01-04T07:00:00Z,2011-01-04T08:00:00+0100,,64991,5738,34041,87862,41807
2011-01-04T08:00:00Z,2011-01-04T09:00:00+0100,,66961,5758,36757,88337,45321
2011-01-04T09:00:00Z,2011-01-04T10:00:00+0100,,67626,5807,37830,87825,47598
2011-01-04T10:00:00Z,2011-01-04T11:00:00+0100,,68240,5734,38034,88428,48511
2011-01-04T11:00:00Z,2011-01-04T12:00:00+0100,,68360,5648,37398,88266,49034
2011-01-04T12:00:00Z,2011-01-04T13:00:00+0100,,67358,5635,37048,86481,49302
2011-01-04T13:00:00Z,2011-01-04T14:00:00+0100,,66057,5589,35481,84777,49132
2011-01-04T14:00:00Z,2011-01-04T15:00:00+0100,,65566,5530,34797,83536,49188
2011-01-04T15:00:00Z,2011-01-04T16:00:00+0100,,66396,5777,34988,84450,49698
2011-01-04T16:00:00Z,2011-01-04T17:00:00+0100,,70076,6188,35825,89701,52691
2011-01-04T17:00:00Z,2011-01-04T18:00:00+0100,,69970,5935,38039,91942,53947
2011-01-04T18:00:00Z,2011-01-04T19:00:00+0100,,68342,5555,38295,88996,53039
2011-01-04T19:00:00Z,2011-01-04T20:00:00+0100,,64959,5168,38101,84171,50529
2011-01-04T20:00:00Z,2011-01-04T21:00:00+0100,,62536,4825,37830,80119,47339
2011-01-04T21:00:00Z,2011-01-04T22:00:00+0100,,61755,4399,35870,81869,43297
2011-01-04T22:00:00Z,2011-01-04T23:00:00+0100,,57878,3998,32600,80078,39032
2011-01-04T23:00:00Z,2011-01-05T00:00:00+0100,,54769,3699,29612,75958,35156
2011-01-05T00:00:00Z,2011-01-05T01:00:00+0100,,52656,3555,26918,75617,34874
2011-01-05T01:00:00Z,2011-01-05T02:00:00+0100,,51264,3486,25194,73656,34270
2011-01-05T02:00:00Z,2011-01-05T03:00:00+0100,,50627,3499,24356,71318,33591
2011-01-05T03:00:00Z,2011-01-05T04:00:00+0100,,50937,3571,24058,71283,32766
2011-01-05T04:00:00Z,2011-01-05T05:00:00+0100,,52934,3843,24523,74829,31986
2011-01-05T05:00:00Z,2011-01-05T06:00:00+0100,,57267,4574,26713,81318,32650
2011-01-05T06:00:00Z,2011-01-05T07:00:00+0100,,63364,5441,30114,86809,37372
2011-01-05T07:00:00Z,2011-01-05T08:00:00+0100,,65790,5759,33162,88197,43761
2011-01-05T08:00:00Z,2011-01-05T09:00:00+0100,,66732,5726,35136,88455,46198
2011-01-05T09:00:00Z,2011-01-05T10:00:00+0100,,67573,5789,36263,87784,47562
2011-01-05T10:00:00Z,2011-01-05T11:00:00+0100,,68326,5758,36130,88031,48160
2011-01-05T11:00:00Z,2011-01-05T12:00:00+0100,,68081,5616,35483,87703,48632
2011-01-05T12:00:00Z,2011-01-05T13:00:00+0100,,67380,5627,35372,86006,48894
2011-01-05T13:00:00Z,2011-01-05T14:00:00+0100,,66027,5581,34163,84104,48664
2011-01-05T14:00:00Z,2011-01-05T15:00:00+0100,,65346,5506,33604,82939,49276
2011-01-05T15:00:00Z,2011-01-05T16:00:00+0100,,66447,5791,33553,83348,50152
2011-01-05T16:00:00Z,2011-01-05T17:00:00+0100,,70702,6231,33779,87680,53468
2011-01-05T17:00:00Z,2011-01-05T18:00:00+0100,,70611,5992,34504,89768,54696
2011-01-05T18:00:00Z,2011-01-05T19:00:00+0100,,69169,5627,33995,86003,53375
2011-01-05T19:00:00Z,2011-01-05T20:00:00+0100,,64867,5250,33780,80668,51026
2011-01-05T20:00:00Z,2011-01-05T21:00:00+0100,,61291,4868,33775,76150,47921
2011-01-05T21:00:00Z,2011-01-05T22:00:00+0100,,60534,4458,32688,77450,43690
2011-01-05T22:00:00Z,2011-01-05T23:00:00+0100,,57031,4073,30931,75505,39848
2011-01-05T23:00:00Z,2011-01-06T00:00:00+0100,,54049,3803,28651,71011,36119
2011-01-06T00:00:00Z,2011-01-06T01:00:00+0100,,51821,3648,25947,70523,35921
2011-01-06T01:00:00Z,2011-01-06T02:00:00+0100,,50071,3598,23520,68041,35468
2011-01-06T02:00:00Z,2011-01-06T03:00:00+0100,,49080,3610,22462,65242,34476
2011-01-06T03:00:00Z,2011-01-06T04:00:00+0100,,49227,3683,21925,64345,33689
2011-01-06T04:00:00Z,2011-01-06T05:00:00+0100,,49486,3939,21923,67442,32668
2011-01-06T05:00:00Z,2011-01-06T06:00:00+0100,,52149,4676,22127,74408,33341
2011-01-06T06:00:00Z,2011-01-06T07:00:00+0100,,56847,5517,22673,79647,38226
2011-01-06T07:00:00Z,2011-01-06T08:00:00+0100,,59642,5841,22644,79648,44970
2011-01-06T08:00:00Z,2011-01-06T09:00:00+0100,,61104,5816,24139,79722,47276
2011-01-06T09:00:00Z,2011-01-06T10:00:00+0100,,62814,5859,25667,79895,48400
2011-01-06T10:00:00Z,2011-01-06T11:00:00+0100,,64434,5811,26614,80615,49338
2011-01-06T11:00:00Z,2011-01-06T12:00:00+0100,,64354,5667,26516,80243,49654
2011-01-06T12:00:00Z,2011-01-06T13:00:00+0100,,63160,5644,26893,78859,49917
2011-01-06T13:00:00Z,2011-01-06T14:00:00+0100,,61889,5566,26370,77023,49724
2011-01-06T14:00:00Z,2011-01-06T15:00:00+0100,,61137,5465,25040,75633,49688
2011-01-06T15:00:00Z,2011-01-06T16:00:00+0100,,62042,5719,24822,75711,50072
2011-01-06T16:00:00Z,2011-01-06T17:00:00+0100,,65411,6104,25407,79478,53269
2011-01-06T17:00:00Z,2011-01-06T18:00:00+0100,,65173,5875,28156,81316,54981
2011-01-06T18:00:00Z,2011-01-06T19:00:00+0100,,62989,5483,29316,77464,54185
2011-01-06T19:00:00Z,2011-01-06T20:00:00+0100,,59698,5078,30189,72901,51887
2011-01-06T20:00:00Z,2011-01-06T21:00:00+0100,,57827,4743,31157,68732,48748
2011-01-06T21:00:00Z,2011-01-06T22:00:00+0100,,56434,4336,31140,70005,45108
2011-01-06T22:00:00Z,2011-01-06T23:00:00+0100,,52230,3935,29231,68374,40879
2011-01-06T23:00:00Z,2011-01-07T00:00:00+0100,,48493,3645,26268,64049,37126
2011-01-07T00:00:00Z,2011-01-07T01:00:00+0100,,46848,3499,23754,63274,36740
2011-01-07T01:00:00Z,2011-01-07T02:00:00+0100,,46173,3425,22087,61217,36237
2011-01-07T02:00:00Z,2011-01-07T03:00:00+0100,,46132,3430,21435,58674,35579
2011-01-07T03:00:00Z,2011-01-07T04:00:00+0100,,47590,3509,21227,58491,34690
2011-01-07T04:00:00Z,2011-01-07T05:00:00+0100,,49643,3772,21746,61358,33509
2011-01-07T05:00:00Z,2011-01-07T06:00:00+0100,,53956,4509,23484,68085,34009
2011-01-07T06:00:00Z,2011-01-07T07:00:00+0100,,59555,5364,26370,73629,38430
2011-01-07T07:00:00Z,2011-01-07T08:00:00+0100,,62456,5615,29019,73928,45032
2011-01-07T08:00:00Z,2011-01-07T09:00:00+0100,,63830,5576,31421,73918,47997
2011-01-07T09:00:00Z,2011-01-07T10:00:00+0100,,64882,5576,32672,73824,49510
2011-01-07T10:00:00Z,2011-01-07T11:00:00+0100,,65889,5458,33096,74156,50210
2011-01-07T11:00:00Z,2011-01-07T12:00:00+0100,,65935,5275,32962,73629,50491
2011-01-07T12:00:00Z,2011-01-07T13:00:00+0100,,64961,5143,33247,71699,50302
2011-01-07T13:00:00Z,2011-01-07T14:00:00+0100,,63485,4966,32213,69722,49688
2011-01-07T14:00:00Z,2011-01-07T15:00:00+0100,,62934,4918,31112,68219,49370
2011-01-07T15:00:00Z,2011-01-07T16:00:00+0100,,64507,5261,30878,67988,49425
2011-01-07T16:00:00Z,2011-01-07T17:00:00+0100,,67128,5739,31578,72713,52559
2011-01-07T17:00:00Z,2011-01-07T18:00:00+0100,,66457,5601,33959,74399,53712
2011-01-07T18:00:00Z,2011-01-07T19:00:00+0100,,64123,5183,34500,71515,51874
2011-01-07T19:00:00Z,2011-01-07T20:00:00+0100,,60309,4753,34300,67421,48842
2011-01-07T20:00:00Z,2011-01-07T21:00:00+0100,,57821,4495,34172,64260,45553
2011-01-07T21:00:00Z,2011-01-07T22:00:00+0100,,56869,4181,32618,66324,42144
2011-01-07T22:00:00Z,2011-01-07T23:00:00+0100,,52997,3872,30276,64751,38806
2011-01-07T23:00:00Z,2011-01-08T00:00:00+0100,,49693,3596,28061,60163,36031
2011-01-08T00:00:00Z,2011-01-08T01:00:00+0100,,47484,3407,25695,59088,35901
2011-01-08T01:00:00Z,2011-01-08T02:00:00+0100,,46212,3300,23694,56483,34767
2011-01-08T02:00:00Z,2011-01-08T03:00:00+0100,,45403,3264,22603,53918,33538
2011-01-08T03:00:00Z,2011-01-08T04:00:00+0100,,45450,3288,22220,52881,32527
2011-01-08T04:00:00Z,2011-01-08T05:00:00+0100,,44683,3369,22269,53791,30919
2011-01-08T05:00:00Z,2011-01-08T06:00:00+0100,,44071,3584,22615,55772,30472
2011-01-08T06:00:00Z,2011-01-08T07:00:00+0100,,47555,3925,23696,58845,31568
2011-01-08T07:00:00Z,2011-01-08T08:00:00+0100,,51830,4300,25123,60476,33264
2011-01-08T08:00:00Z,2011-01-08T09:00:00+0100,,54364,4558,27043,62650,36507
2011-01-08T09:00:00Z,2011-01-08T10:00:00+0100,,55798,4718,29363,62800,39988
2011-01-08T10:00:00Z,2011-01-08T11:00:00+0100,,56686,4740,30008,63473,41604
2011-01-08T11:00:00Z,2011-01-08T12:00:00+0100,,56939,4615,29864,64963,42098
2011-01-08T12:00:00Z,2011-01-08T13:00:00+0100,,55551,4545,30035,61953,42430
2011-01-08T13:00:00Z,2011-01-08T14:00:00+0100,,54209,4536,29511,60171,41825
2011-01-08T14:00:00Z,2011-01-08T15:00:00+0100,,54291,4614,28927,58685,41233
2011-01-08T15:00:00Z,2011-01-08T16:00:00+0100,,56249,4990,28421,59113,41440
2011-01-08T16:00:00Z,2011-01-08T17:00:00+0100,,60900,5415,29268,64018,44963
2011-01-08T17:00:00Z,2011-01-08T18:00:00+0100,,60886,5241,32113,66667,48394
2011-01-08T18:00:00Z,2011-01-08T19:00:00+0100,,58719,4849,32794,64833,47530
2011-01-08T19:00:00Z,2011-01-08T20:00:00+0100,,54416,4558,33421,61715,44912
2011-01-08T20:00:00Z,2011-01-08T21:00:00+0100,,52164,4289,33331,59468,42271
2011-01-08T21:00:00Z,2011-01-08T22:00:00+0100,,51978,4007,32310,62611,39203
2011-01-08T22:00:00Z,2011-01-08T23:00:00+0100,,48440,3699,30226,62069,36759
2011-01-08T23:00:00Z,2011-01-09T00:00:00+0100,,44557,3458,27875,58077,34713
2011-01-09T00:00:00Z,2011-01-09T01:00:00+0100,,41837,3252,25501,57624,34960
2011-01-09T01:00:00Z,2011-01-09T02:00:00+0100,,40702,3140,23661,54957,33598
2011-01-09T02:00:00Z,2011-01-09T03:00:00+0100,,40473,3101,22730,52172,32448
2011-01-09T03:00:00Z,2011-01-09T04:00:00+0100,,40719,3123,22410,50887,31478
2011-01-09T04:00:00Z,2011-01-09T05:00:00+0100,,40468,3190,22374,51279,29966
2011-01-09T05:00:00Z,2011-01-09T06:00:00+0100,,38692,3351,22484,52099,29362
2011-01-09T06:00:00Z,2011-01-09T07:00:00+0100,,40082,3633,22988,53899,29960
2011-01-09T07:00:00Z,2011-01-09T08:00:00+0100,,43152,3932,23436,55738,30517
2011-01-09T08:00:00Z,2011-01-09T09:00:00+0100,,46584,4166,24541,59053,32646
2011-01-09T09:00:00Z,2011-01-09T10:00:00+0100,,49725,4295,26818,61315,36594
2011-01-09T10:00:00Z,2011-01-09T11:00:00+0100,,53412,4336,28091,62456,39703
2011-01-09T11:00:00Z,2011-01-09T12:00:00+0100,,53362,4331,28314,64056,41260
2011-01-09T12:00:00Z,2011-01-09T13:00:00+0100,,51887,4298,28915,60596,41954
2011-01-09T13:00:00Z,2011-01-09T14:00:00+0100,,50440,4280,28617,58010,42077
2011-01-09T14:00:00Z,2011-01-09T15:00:00+0100,,49723,4353,27357,56656,41723
2011-01-09T15:00:00Z,2011-01-09T16:00:00+0100,,51675,4764,26934,57111,42274
2011-01-09T16:00:00Z,2011-01-09T17:00:00+0100,,56303,5300,27396,63114,46437
2011-01-09T17:00:00Z,2011-01-09T18:00:00+0100,,57551,5207,30584,67343,49257
2011-01-09T18:00:00Z,2011-01-09T19:00:00+0100,,56413,4880,32241,67720,48370
2011-01-09T19:00:00Z,2011-01-09T20:00:00+0100,,54029,4596,33099,65701,46216
2011-01-09T20:00:00Z,2011-01-09T21:00:00+0100,,52754,4353,33539,63436,44189
2011-01-09T21:00:00Z,2011-01-09T22:00:00+0100,,53881,4023,32557,66264,41192
2011-01-09T22:00:00Z,2011-01-09T23:00:00+0100,,50378,3641,30063,65326,37846
2011-01-09T23:00:00Z,2011-01-10T00:00:00+0100,,47449,3452,26990,62072,34485
2011-01-10T00:00:00Z,2011-01-10T01:00:00+0100,,46013,3330,24679,62303,34432
2011-01-10T01:00:00Z,2011-01-10T02:00:00+0100,,45319,3284,23361,60648,33977
2011-01-10T02:00:00Z,2011-01-10T03:00:00+0100,,45631,3298,22741,58787,33420
2011-01-10T03:00:00Z,2011-01-10T04:00:00+0100,,46970,3375,22785,59366,32838
2011-01-10T04:00:00Z,2011-01-10T05:00:00+0100,,49990,3667,23488,63686,31668
2011-01-10T05:00:00Z,2011-01-10T06:00:00+0100,,58413,4451,26591,71736,32340
2011-01-10T06:00:00Z,2011-01-10T07:00:00+0100,,65879,5340,31897,78054,37860
2011-01-10T07:00:00Z,2011-01-10T08:00:00+0100,,69030,5590,36175,78691,44940
2011-01-10T08:00:00Z,2011-01-10T09:00:00+0100,,69407,5546,36993,78560,47297
2011-01-10T09:00:00Z,2011-01-10T10:00:00+0100,,69526,5594,37102,78013,48169
2011-01-10T10:00:00Z,2011-01-10T11:00:00+0100,,70023,5567,36900,77640,48236
2011-01-10T11:00:00Z,2011-01-10T12:00:00+0100,,69737,5488,36555,76876,48555
2011-01-10T12:00:00Z,2011-01-10T13:00:00+0100,,69267,5515,36176,74999,48875
2011-01-10T13:00:00Z,2011-01-10T14:00:00+0100,,68385,5468,34688,72909,48823
2011-01-10T14:00:00Z,2011-01-10T15:00:00+0100,,68197,5362,34448,71955,48759
2011-01-10T15:00:00Z,2011-01-10T16:00:00+0100,,68885,5611,34894,72821,49287
2011-01-10T16:00:00Z,2011-01-10T17:00:00+0100,,72006,6045,36078,78890,53015
2011-01-10T17:00:00Z,2011-01-10T18:00:00+0100,,71481,5787,38384,82494,53822
2011-01-10T18:00:00Z,2011-01-10T19:00:00+0100,,69737,5431,39302,79326,52665
2011-01-10T19:00:00Z,2011-01-10T20:00:00+0100,,65895,5072,39172,74774,50556
2011-01-10T20:00:00Z,2011-01-10T21:00:00+0100,,63649,4736,38479,71040,47458
2011-01-10T21:00:00Z,2011-01-10T22:00:00+0100,,61753,4310,35869,73069,43552
2011-01-10T22:00:00Z,2011-01-10T23:00:00+0100,,56886,3902,32377,71691,39228
2011-01-10T23:00:00Z,2011-01-11T00:00:00+0100,,53570,3615,29088,67570,35190
2011-01-11T00:00:00Z,2011-01-11T01:00:00+0100,,51711,3473,26688,67207,34906
2011-01-11T01:00:00Z,2011-01-11T02:00:00+0100,,50672,3422,25062,65110,34575
2011-01-11T02:00:00Z,2011-01-11T03:00:00+0100,,50452,3431,24408,62741,33849
2011-01-11T03:00:00Z,2011-01-11T04:00:00+0100,,51369,3495,24233,62752,33218
2011-01-11T04:00:00Z,2011-01-11T05:00:00+0100,,53945,3778,24958,66345,32028
2011-01-11T05:00:00Z,2011-01-11T06:00:00+0100,,61421,4569,27660,73597,32707
2011-01-11T06:00:00Z,2011-01-11T07:00:00+0100,,68273,5465,32618,79276,38011
2011-01-11T07:00:00Z,2011-01-11T08:00:00+0100,,70568,5714,36710,78854,44744
2011-01-11T08:00:00Z,2011-01-11T09:00:00+0100,,69834,5648,37299,78685,46671
2011-01-11T09:00:00Z,2011-01-11T10:00:00+0100,,70115,5693,37607,78553,47507
2011-01-11T10:00:00Z,2011-01-11T11:00:00+0100,,70213,5674,37273,78857,47968
2011-01-11T11:00:00Z,2011-01-11T12:00:00+0100,,70382,5577,36712,78114,48158
2011-01-11T12:00:00Z,2011-01-11T13:00:00+0100,,70142,5605,36073,76655,48242
2011-01-11T13:00:00Z,2011-01-11T14:00:00+0100,,69654,5559,34458,75144,48254
2011-01-11T14:00:00Z,2011-01-11T15:00:00+0100,,69883,5467,34086,74428,48348
2011-01-11T15:00:00Z,2011-01-11T16:00:00+0100,,70247,5698,34210,74785,48824
2011-01-11T16:00:00Z,2011-01-11T17:00:00+0100,,72851,6092,35130,79136,52629
2011-01-11T17:00:00Z,2011-01-11T18:00:00+0100,,72321,5822,37592,81506,54623
2011-01-11T18:00:00Z,2011-01-11T19:00:00+0100,,70162,5486,38582,78591,54035
2011-01-11T19:00:00Z,2011-01-11T20:00:00+0100,,66189,5101,38666,73826,51623
2011-01-11T20:00:00Z,2011-01-11T21:00:00+0100,,62673,4780,38060,69872,48762
2011-01-11T21:00:00Z,2011-01-11T22:00:00+0100,,60361,4373,35593,71527,44583
2011-01-11T22:00:00Z,2011-01-11T23:00:00+0100,,55518,3952,32476,69834,40128
2011-01-11T23:00:00Z,2011-01-12T00:00:00+0100,,51666,3644,29511,65448,36110
2011-01-12T00:00:00Z,2011-01-12T01:00:00+0100,,49477,3485,26964,65265,35554
2011-01-12T01:00:00Z,2011-01-12T02:00:00+0100,,48482,3426,25406,62892,35028
2011-01-12T02:00:00Z,2011-01-12T03:00:00+0100,,49104,3438,24945,60650,34233
2011-01-12T03:00:00Z,2011-01-12T04:00:00+0100,,50114,3522,24749,61098,33160
2011-01-12T04:00:00Z,2011-01-12T05:00:00+0100,,53152,3808,25425,64615,32177
2011-01-12T05:00:00Z,2011-01-12T06:00:00+0100,,60837,4552,27946,71075,32841
2011-01-12T06:00:00Z,2011-01-12T07:00:00+0100,,68985,5446,32726,76574,37862
2011-01-12T07:00:00Z,2011-01-12T08:00:00+0100,,71106,5716,36600,77911,44759
2011-01-12T08:00:00Z,2011-01-12T09:00:00+0100,,70742,5628,37216,77791,46840
2011-01-12T09:00:00Z,2011-01-12T10:00:00+0100,,71302,5660,36930,77674,47770
2011-01-12T10:00:00Z,2011-01-12T11:00:00+0100,,72664,5610,36637,78254,48072
2011-01-12T11:00:00Z,2011-01-12T12:00:00+0100,,72909,5509,36080,77381,48443
2011-01-12T12:00:00Z,2011-01-12T13:00:00+0100,,72192,5504,35677,76743,48341
2011-01-12T13:00:00Z,2011-01-12T14:00:00+0100,,71219,5450,34098,74798,48086
2011-01-12T14:00:00Z,2011-01-12T15:00:00+0100,,70458,5313,33615,73149,48033
2011-01-12T15:00:00Z,2011-01-12T16:00:00+0100,,70858,5564,33601,73279,48507
2011-01-12T16:00:00Z,2011-01-12T17:00:00+0100,,72838,6044,34662,77025,52293
2011-01-12T17:00:00Z,2011-01-12T18:00:00+0100,,72003,5807,37176,79200,54192
2011-01-12T18:00:00Z,2011-01-12T19:00:00+0100,,69998,5407,38531,75917,52466
2011-01-12T19:00:00Z,2011-01-12T20:00:00+0100,,65744,5050,38482,71252,49882
2011-01-12T20:00:00Z,2011-01-12T21:00:00+0100,,63149,4696,37846,66988,46628
2011-01-12T21:00:00Z,2011-01-12T22:00:00+0100,,61178,4295,35507,68537,42847
2011-01-12T22:00:00Z,2011-01-12T23:00:00+0100,,56382,3848,32518,66928,38690
2011-01-12T23:00:00Z,2011-01-13T00:00:00+0100,,51717,3578,29561,62530,34736
2011-01-13T00:00:00Z,2011-01-13T01:00:00+0100,,49386,3433,26974,61744,34286
2011-01-13T01:00:00Z,2011-01-13T02:00:00+0100,,48167,3372,25523,59410,33693
2011-01-13T02:00:00Z,2011-01-13T03:00:00+0100,,48563,3383,24933,57176,32813
2011-01-13T03:00:00Z,2011-01-13T04:00:00+0100,,49662,3458,24686,56836,31584
2011-01-13T04:00:00Z,2011-01-13T05:00:00+0100,,52408,3732,25360,60059,30331
