utc_timestamp,cet_cest_timestamp,interpolated_values,BE_load_entsoe_power_statistics,DE_load_entsoe_power_statistics,DK_load_entsoe_power_statistics,ES_load_entsoe_power_statistics,FR_load_entsoe_power_statistics,GB_load_entsoe_power_statistics,LU_load_entsoe_power_statistics,NL_load_entsoe_power_statistics,PT_load_entsoe_power_statistics
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,,9094,44546,3209,24382,71077,29059,478,11338,5283
2015-01-01T01:00:00Z,2015-01-01T02:00:00+0100,,8691,42967,3075,22734,68774,28663,457,10917,5002
2015-01-01T02:00:00Z,2015-01-01T03:00:00+0100,,8354,41582,2935,21286,65695,26626,445,10473,4632
2015-01-01T03:00:00Z,2015-01-01T04:00:00+0100,,8080,40964,2871,20264,64020,24778,438,10200,4348
2015-01-01T04:00:00Z,2015-01-01T05:00:00+0100,,7965,40247,2898,19905,64195,23212,436,10182,4178
2015-01-01T05:00:00Z,2015-01-01T06:00:00+0100,,8005,38808,3020,20010,64429,22751,435,10317,4084
2015-01-01T06:00:00Z,2015-01-01T07:00:00+0100,,7749,39045,3152,20377,64772,23292,449,10616,4051
2015-01-01T07:00:00Z,2015-01-01T08:00:00+0100,,7769,39721,3262,20094,64284,23712,452,10875,3789
2015-01-01T08:00:00Z,2015-01-01T09:00:00+0100,,7860,42031,3465,20637,65369,24529,452,11225,3981
2015-01-01T09:00:00Z,2015-01-01T10:00:00+0100,,8092,44661,3594,22250,66182,27103,468,11768,4382
2015-01-01T10:00:00Z,2015-01-01T11:00:00+0100,,8346,47702,3761,23547,66927,30054,487,12241,4766
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,,8533,48784,3835,24133,68576,32383,502,12375,5094
2015-01-01T12:00:00Z,2015-01-01T13:00:00+0100,,8483,48064,3868,24713,65129,33930,494,12433,5146
2015-01-01T13:00:00Z,2015-01-01T14:00:00+0100,,8365,47094,3887,24672,62252,34249,489,12492,4802
2015-01-01T14:00:00Z,2015-01-01T15:00:00+0100,,8424,47165,4001,23528,61256,34244,489,12467,4660
2015-01-01T15:00:00Z,2015-01-01T16:00:00+0100,,8595,49669,4254,23118,62409,34916,501,12907,4622
2015-01-01T16:00:00Z,2015-01-01T17:00:00+0100,,9265,54197,4510,23606,68873,37424,544,14056,4754
2015-01-01T17:00:00Z,2015-01-01T18:00:00+0100,,9505,54914,4453,26447,71733,38506,558,14127,5760
2015-01-01T18:00:00Z,2015-01-01T19:00:00+0100,,9457,53908,4235,28020,72126,37202,555,13959,6110
2015-01-01T19:00:00Z,2015-01-01T20:00:00+0100,,9229,51779,4028,29014,70420,35424,533,13598,6272
2015-01-01T20:00:00Z,2015-01-01T21:00:00+0100,,9085,50575,3852,29571,68039,33504,507,13055,6278
2015-01-01T21:00:00Z,2015-01-01T22:00:00+0100,,9544,50384,3617,29031,71474,30940,520,12404,6156
2015-01-01T22:00:00Z,2015-01-01T23:00:00+0100,,9688,47620,3552,26798,70438,28706,501,11642,5884
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,,9147,44909,3344,24298,66405,25986,474,11000,5331
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,,8660,43001,3191,21881,65826,25285,450,10515,4855
2015-01-02T01:00:00Z,2015-01-02T02:00:00+0100,,8212,41999,3151,20495,63801,24619,435,10219,4488
2015-01-02T02:00:00Z,2015-01-02T03:00:00+0100,,7958,41796,3157,19730,61680,23635,432,10119,4262
2015-01-02T03:00:00Z,2015-01-02T04:00:00+0100,,7908,42736,3184,19500,61425,22659,435,10176,4156
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,,8145,44305,3286,20113,63606,21989,455,10510,4113
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,,8607,46731,3627,22153,66565,22617,492,11332,4215
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,"EE_solar_generation_actual | EE_wind_onshore_generation_actual",8834,50523,3974,24970,69214,25345,550,12454,4482
2015-01-02T07:00:00Z,2015-01-02T08:00:00+0100,"EE_solar_generation_actual | EE_wind_onshore_generation_actual",9346,54246,4304,27964,70408,28573,590,13594,4616
2015-01-02T08:00:00Z,2015-01-02T09:00:00+0100,,9805,57321,4486,30714,72246,31410,612,14469,5284
2015-01-02T09:00:00Z,2015-01-02T10:00:00+0100,,10147,59405,4589,32383,72934,34047,685,14906,5896
2015-01-02T10:00:00Z,2015-01-02T11:00:00+0100,,10375,61014,4551,32358,73696,34946,712,14953,6100
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,,10371,61406,4469,31822,74507,35371,720,14766,6260
2015-01-02T12:00:00Z,2015-01-02T13:00:00+0100,,10170,60400,4448,31938,71305,35366,725,14636,6296
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,,9799,59251,4412,31182,68610,35281,726,14585,6091
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,,9730,58771,4430,30184,66735,35831,702,14556,6044
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,,9982,60446,4738,29877,67243,37185,717,14871,5932
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,,10771,63764,5137,30409,72970,41869,756,16174,6057
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,,10962,63786,5044,32927,75274,44677,770,15822,7008
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,"FI_load_entsoe_transparency | FI_wind_onshore_generation_actual",10584,61814,4659,33680,73566,43752,751,15358,7298
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,,10093,58087,4310,33955,70065,41457,726,14711,7435
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,,9588,55864,4068,33851,67083,38576,677,13866,7226
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,,9973,54783,3795,32324,70339,35637,654,13075,6955
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,,10038,51472,3687,29866,69372,32479,640,12359,6536
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,,9484,47963,3489,27243,65046,29461,613,11558,5845
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,,8899,45677,3341,24723,64021,28302,595,10995,5265
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,,8454,44246,3254,22861,61475,27608,558,10593,4810
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,,8123,43742,3191,21963,58797,26248,545,10386,4526
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,,8117,44028,3142,21540,57938,25167,556,10329,4396
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,,8163,44209,3199,21642,58959,24327,564,10536,4292
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,,8438,44531,3385,22434,60587,24596,587,10948,4346
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,,8596,47105,3622,23787,62475,26542,579,11667,4447
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,,9194,50517,3874,25305,64203,28861,637,12691,4434
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,,9701,54005,4001,27745,66602,32134,659,13689,4909
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,,10270,56542,4128,30101,67572,35946,682,14351,5401
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,,10651,58511,4121,30495,68388,38309,714,14637,5632
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,,10732,58776,4074,29893,69787,39325,713,14684,5735
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,,10608,57848,4010,29659,66634,39663,698,14527,5786
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,,10346,56983,3966,29268,64151,39131,694,14444,5634
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,,10304,56997,3994,28375,62349,38478,682,14417,5568
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,,10504,58807,4340,27840,62085,38739,679,14812,5473
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,,10955,61744,4805,28102,66306,42154,730,15526,5514
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,,11023,61833,4706,30973,68307,44970,732,15225,6651
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,,10579,59726,4360,32130,66524,44052,701,14760,7083
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,,10157,56045,4061,32763,63172,41741,671,14136,7204
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,,9747,53711,3843,32875,60401,39174,644,13428,7076
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,,9980,52912,3608,31532,63750,36478,630,12752,6772
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,,10007,50042,3386,29366,63165,33873,543,12040,6423
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,,9553,46734,3291,26818,58925,31177,592,11382,5767
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,SK_solar_generation_actual,9007,44511,3213,24299,57548,30310,578,10841,5200
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,,8573,43264,3122,22546,54847,29417,506,10478,4726
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,,8283,42579,3084,21480,52067,28097,555,10314,4485
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,,8167,42689,3099,20937,50672,27064,547,10258,4337
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,,8074,42312,3115,21035,51148,26238,498,10331,4277
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,,8223,41469,3164,21476,52232,26122,555,10514,4273
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,,8355,42939,3390,22289,53748,27068,542,10965,4337
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,,8635,45224,3649,22929,54889,28256,498,11568,4200
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,,9178,48447,3866,24754,57545,30451,587,12164,4540
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,,9546,51339,3989,27027,59598,34099,596,12714,5022
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,,9982,54557,4029,27933,61458,37047,596,13004,5402
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,,10107,54726,3998,27648,63542,38685,577,13155,5669
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,,9765,53110,3941,27872,59936,39642,546,13024,5756
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,,9460,51542,3915,27769,57363,39565,582,12910,5493
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,,9360,51211,3980,26825,56053,39693,608,12951,5342
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,,9415,53188,4403,26254,56919,40782,586,13380,5209
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,,10353,58066,4915,26508,63263,44407,675,14874,5298
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,,10822,59154,4794,29232,67285,46201,721,14955,6387
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,,10801,57827,4473,30623,67144,45041,714,14726,6968
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,,10414,55345,4134,31605,64762,42987,684,14185,7187
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,,10028,53757,3894,32040,61995,40385,652,13477,7100
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,"HU_load_entsoe_transparency | HU_wind_onshore_generation_actual",10150,53557,3555,31115,65343,37089,668,12772,6855
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,"HU_load_entsoe_transparency | HU_wind_onshore_generation_actual",10159,50491,3329,28916,64893,33544,625,11890,6308
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,,9575,47550,3135,26019,61361,29838,604,11226,5657
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,,9198,45537,3011,23591,61042,29042,571,10786,5126
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,,8853,44730,2965,22089,59147,28703,577,10571,4705
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,,8659,44863,2960,21350,57134,27945,565,10525,4494
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,,8699,46162,3022,21054,57681,27237,568,10644,4410
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,,9096,49323,3291,21533,61900,26534,560,11080,4410
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,,10342,54980,3992,23240,69871,27838,652,12499,4573
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,,11447,61123,4771,26141,75754,33303,766,14690,5121
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,,11875,64614,5034,28870,76416,39923,803,16232,5814
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,,12019,65759,5049,31473,77075,42589,845,16604,6711
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,,11927,67021,5112,32893,76929,44093,837,16704,7159
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,,11937,68088,5095,32741,77340,44749,847,16874,7286
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,,11721,68111,4996,31942,77241,45121,838,16831,7372
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,,11680,67197,5002,31779,75339,45358,809,16917,7073
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,,11630,66231,4947,30864,73020,45175,823,16821,7072
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,,11641,65749,4881,29742,71760,45272,811,16787,7116
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,,11782,66985,5156,29336,72637,45821,807,17169,7075
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,,12590,70634,5519,29469,78440,48603,835,17723,7213
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,,12692,70630,5255,30961,81932,49329,797,16998,7891
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,,12231,68798,4892,31097,79211,48866,793,16424,8236
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,,11618,64504,4535,31242,74773,46969,850,15670,8344
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,,10942,61579,4228,31443,70723,43721,788,14768,8071
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,,11145,59714,3853,30365,73650,39479,798,13721,7712
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,,11088,55366,3486,28635,72633,34958,730,12673,7081
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,,10513,52163,3242,26304,68235,30622,667,11799,6176
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,,10098,49849,3118,23940,67495,29680,682,11270,5549
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,,9709,48859,3072,22117,65618,29282,707,11009,5141
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,,9465,48910,3084,21015,63505,28205,689,10915,4907
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,,9497,49678,3166,20518,63830,27267,696,10997,4826
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,,9844,51444,3424,20478,67821,26490,725,11427,4828
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,,10999,55594,4138,20926,75744,27579,741,12717,4907
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,,11951,60580,4939,21676,81343,33192,851,15044,5389
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,,12391,63012,5205,22195,81729,40220,872,16460,6043
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,,12447,64274,5157,23806,81730,42495,952,16795,6951
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,,12358,65788,5223,25842,81318,43373,947,16801,7342
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,,12335,67050,5209,26754,81650,43492,938,16686,7440
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,,12117,66903,5123,26633,80915,43357,881,16467,7472
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,"FI_load_entsoe_transparency | FI_wind_onshore_generation_actual",12118,65559,5160,26664,78879,43184,897,16502,7101
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,,12111,64118,5097,26154,76680,42769,903,16546,7074
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,,12151,63816,5026,24866,75342,42776,904,16602,7131
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,,12278,65565,5247,24346,75865,43491,891,16957,7030
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,,12957,69857,5583,24812,80885,47589,967,17761,7149
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,,12990,69870,5323,27582,83729,49361,894,16976,7866
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,,12405,68348,4983,29150,80580,49223,908,16486,8162
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,,11812,64587,4616,30122,75758,47634,821,15650,8320
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,,11154,61685,4307,31077,71340,44584,779,14725,8104
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,,11370,59626,3951,30449,73816,40521,830,13670,7763
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,,11275,55695,3594,28235,72527,35871,792,12669,7155
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,,10594,52224,3347,25555,68130,31592,783,11853,6242
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,,10036,49874,3217,23341,67320,30725,722,11310,5636
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,,9685,49271,3145,22029,65065,30155,686,11050,5183
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,,9500,49591,3140,21456,62904,29086,656,10966,4989
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,,9469,50670,3211,21457,63395,28164,662,11020,4883
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,,9844,54095,3469,22229,67373,27230,669,11463,4858
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,,10900,62092,4185,25041,74794,28154,715,12787,4976
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,,11970,68995,4985,29412,80701,33625,840,14992,5484
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,,12343,71911,5219,33176,81186,40743,868,16418,6243
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,,12261,72103,5137,35462,80644,42418,872,16668,7110
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,,12110,73006,5126,36783,79855,43335,885,16650,7542
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,,12246,73909,5045,36950,80009,43674,905,16504,7609
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,,12067,73545,4927,36399,79392,44030,866,16194,7691
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,,12018,72856,4951,36154,76995,44341,874,16294,7388
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,,11969,71711,4858,34823,74753,44122,861,16354,7384
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,,11957,71036,4800,33974,73286,44133,862,16375,7456
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,,12123,71876,5096,33804,73640,44717,869,16752,7453
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,,12881,75520,5510,34365,78796,48571,857,17646,7506
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,,12899,75044,5290,36859,81938,49570,889,16855,8172
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,,12309,73016,4960,38014,79102,48342,851,16386,8472
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,,11789,68789,4607,38193,74268,45960,831,15618,8618
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,,11171,65384,4318,37233,70749,42857,729,14756,8369
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,,11266,62922,3965,34465,73032,38632,705,13658,7993
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,,11287,58078,3646,31404,71638,34378,719,12794,7431
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,,10565,54578,3427,28222,67175,30197,641,11967,6495
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,,10106,52200,3301,25790,66023,29071,649,11383,5845
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,,9711,51317,3272,24481,63783,28766,632,11070,5385
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,,9452,51611,3297,23883,61396,27771,632,10956,5180
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,,9457,52728,3393,23761,61445,27037,633,10969,5107
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,,9878,55574,3633,24420,64991,26410,633,11412,5074
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,,10874,63370,4245,27045,72877,27877,717,12682,5105
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,,11856,70419,4995,32059,78064,33480,819,14890,5602
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,,12251,73043,5263,35694,77747,40734,897,16362,6419
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,,12365,73225,5205,36752,77408,42896,923,16779,7323
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,,12438,73947,5242,37497,77032,43824,957,16877,7709
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,,12613,74869,5208,37186,76864,43873,935,17078,7793
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,,12332,74320,5130,36394,76371,43459,965,17084,7900
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,,12428,73845,5126,36081,74182,43027,861,17162,7447
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,,12370,72975,5017,34697,72028,42032,792,16974,7390
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,,12331,72552,4944,34273,70493,42080,867,17043,7440
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,,12267,73339,5167,34025,70637,42867,867,17214,7378
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,,12840,75322,5498,34636,75713,46819,877,17678,7452
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,,12808,74590,5259,37134,78723,48919,906,17099,8017
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,,12216,72453,4904,38425,75773,48458,777,16593,8421
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,,11596,68339,4577,38551,71035,46441,821,15829,8580
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,,11085,64816,4283,37640,67362,42912,789,14786,8352
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,,11256,61822,3951,34828,69602,38553,810,13717,7996
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,,11138,57039,3626,31411,68426,34301,759,12812,7401
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,,10491,53259,3427,28457,63891,30479,711,11964,6472
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,,9986,51095,3308,25961,62770,29271,694,11411,5893
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,,9582,50164,3267,24653,60656,28722,659,11089,5459
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,,9399,50462,3262,24040,58634,27743,557,10942,5250
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,,9357,52048,3304,23967,58684,26940,612,10989,5080
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,,9844,55256,3552,24609,62250,26142,650,11411,5085
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,,10854,63019,4289,27279,69476,27263,679,12733,5206
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,,11724,70059,5115,32100,75000,32576,789,14871,5675
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,,12248,73359,5351,35805,74504,39577,833,16385,6440
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,,12302,73623,5318,36872,74245,41450,843,16896,7333
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,,12333,74440,5368,37381,73927,41678,778,17013,7610
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,,12481,75230,5259,36947,74051,41172,802,17019,7688
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,,12204,74587,5094,36233,73281,40960,784,16812,7717
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,,12116,73180,5012,35670,70785,41234,785,16778,7361
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,NL_wind_onshore_generation_actual,11906,71629,4860,34056,68837,41493,813,16560,7315
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,,11791,71065,4823,33236,67000,41992,813,16542,7295
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,,11951,71697,5058,32994,66706,42618,815,16809,7193
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,,12357,74217,5391,33328,71001,45841,843,17281,7126
2015-01-09T17:00:00Z,2015-01-09T18:00:00+0100,,12297,73116,5221,35812,72928,47008,844,16647,7763
2015-01-09T18:00:00Z,2015-01-09T19:00:00+0100,,11725,70344,4813,36887,69985,45599,823,15987,8116
2015-01-09T19:00:00Z,2015-01-09T20:00:00+0100,,11064,65806,4420,36925,65737,42754,813,15148,8221
2015-01-09T20:00:00Z,2015-01-09T21:00:00+0100,,10587,62325,4138,36185,62407,39544,798,14231,7966
2015-01-09T21:00:00Z,2015-01-09T22:00:00+0100,,10809,59724,3836,34169,64767,35991,796,13340,7646
2015-01-09T22:00:00Z,2015-01-09T23:00:00+0100,,10806,55469,3532,31580,63401,32599,758,12630,7218
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,,10167,51379,3274,29160,58069,29287,749,11901,6372
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,,9520,48635,3081,26542,56452,28315,723,11203,5811
2015-01-10T01:00:00Z,2015-01-10T02:00:00+0100,,9005,47198,2994,24781,53522,27416,693,10802,5405
2015-01-10T02:00:00Z,2015-01-10T03:00:00+0100,,8767,46935,2961,23849,50977,25856,696,10571,5094
2015-01-10T03:00:00Z,2015-01-10T04:00:00+0100,,8485,47056,3002,23288,50064,24855,551,10492,5010
2015-01-10T04:00:00Z,2015-01-10T05:00:00+0100,,8611,47185,3141,23233,51146,23838,629,10562,4945
2015-01-10T05:00:00Z,2015-01-10T06:00:00+0100,,8810,48342,3371,23895,53318,24030,624,11024,4825
2015-01-10T06:00:00Z,2015-01-10T07:00:00+0100,,9204,51922,3728,25430,56190,26037,660,11914,4931
2015-01-10T07:00:00Z,2015-01-10T08:00:00+0100,,9869,55935,4093,26975,57889,28879,760,13081,4979
2015-01-10T08:00:00Z,2015-01-10T09:00:00+0100,,10368,58709,4316,29515,59928,32009,777,13994,5449
2015-01-10T09:00:00Z,2015-01-10T10:00:00+0100,,10734,60707,4470,31570,60365,34870,836,14540,5971
2015-01-10T10:00:00Z,2015-01-10T11:00:00+0100,,10874,62470,4468,31613,61019,36151,853,14709,6146
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,,10924,62581,4389,31029,62378,36699,812,14701,6190
2015-01-10T12:00:00Z,2015-01-10T13:00:00+0100,,10728,60847,4282,30762,59290,36390,770,14613,6143
2015-01-10T13:00:00Z,2015-01-10T14:00:00+0100,,10511,59120,4208,30089,57175,35704,797,14504,6072
2015-01-10T14:00:00Z,2015-01-10T15:00:00+0100,,10467,58289,4257,28714,55453,35430,801,14325,5960
2015-01-10T15:00:00Z,2015-01-10T16:00:00+0100,,10451,59751,4524,28309,55514,36170,796,14434,5884
2015-01-10T16:00:00Z,2015-01-10T17:00:00+0100,,11080,63581,4952,28708,60669,39796,778,15465,5931
2015-01-10T17:00:00Z,2015-01-10T18:00:00+0100,,11273,63818,4828,31391,63355,43299,820,15192,6854
