utc_timestamp,cet_cest_timestamp,interpolated_values,BE_load_entsoe_power_statistics,DE_load_entsoe_power_statistics,DK_load_entsoe_power_statistics,ES_load_entsoe_power_statistics,FR_load_entsoe_power_statistics,GB_load_entsoe_power_statistics,LU_load_entsoe_power_statistics,NL_load_entsoe_power_statistics,PT_load_entsoe_power_statistics
2015-02-03T14:00:00Z,2015-02-03T15:00:00+0100,"BE_wind_offshore_generation_actual | CZ_solar_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | FI_wind_onshore_generation_actual | GR_solar_generation_actual | LV_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",12015,72846,5008,35771,78433,45735,918,16053,7535
2015-02-03T15:00:00Z,2015-02-03T16:00:00+0100,"CH_solar_generation_actual | DK_wind_offshore_generation_actual | DK_wind_onshore_generation_actual | ES_solar_generation_actual | ES_wind_onshore_generation_actual | FR_solar_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",11865,71817,5081,35800,78556,46116,928,16300,7424
2015-02-03T16:00:00Z,2015-02-03T17:00:00+0100,"BE_wind_onshore_generation_actual | BG_solar_generation_actual | DK_wind_offshore_generation_actual | EE_wind_onshore_generation_actual | FI_load_entsoe_transparency | FI_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",12209,74933,5633,36193,81734,48356,955,16841,7416
2015-02-03T17:00:00Z,2015-02-03T18:00:00+0100,"CH_solar_generation_actual | CZ_wind_onshore_generation_actual | EE_solar_generation_actual | GR_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",13029,76818,5537,37418,88273,51240,1002,16944,7514
2015-02-03T18:00:00Z,2015-02-03T19:00:00+0100,"CH_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_wind_offshore_generation_actual | DK_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | ES_solar_generation_actual | ES_wind_onshore_generation_actual | FR_solar_generation_actual | LT_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual",12587,75108,5187,39296,85158,51008,974,16513,8121
2015-02-03T19:00:00Z,2015-02-03T20:00:00+0100,"SE_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",11934,71175,4828,39406,80392,50135,934,15727,8256
2015-02-03T20:00:00Z,2015-02-03T21:00:00+0100,"CH_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | GR_solar_generation_actual | NO_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",11289,67714,4502,38351,76414,47472,881,14809,7993
2015-02-03T21:00:00Z,2015-02-03T22:00:00+0100,"DK_solar_generation_actual | ES_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | RO_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",11483,65139,4135,35607,78742,43137,870,13751,7624
2015-02-03T22:00:00Z,2015-02-03T23:00:00+0100,"DK_wind_onshore_generation_actual | ES_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",11425,61181,3761,32222,77791,38360,800,12728,6995
2015-02-03T23:00:00Z,2015-02-04T00:00:00+0100,"CH_solar_generation_actual | DK_solar_generation_actual | ES_solar_generation_actual | GR_solar_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | PT_solar_generation_actual | RO_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",10892,58322,3527,29735,73895,34014,717,11920,6205
2015-02-04T00:00:00Z,2015-02-04T01:00:00+0100,"BE_solar_generation_actual | DK_solar_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | GR_solar_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",10467,56345,3417,27495,74069,32997,729,11493,5631
2015-02-04T01:00:00Z,2015-02-04T02:00:00+0100,"CH_solar_generation_actual | DK_wind_offshore_generation_actual | EE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PT_solar_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",10052,55413,3376,25998,71995,32671,727,11212,5244
2015-02-04T02:00:00Z,2015-02-04T03:00:00+0100,"ES_solar_generation_actual | GR_solar_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",9840,55450,3395,25550,69757,31961,659,11115,5080
2015-02-04T03:00:00Z,2015-02-04T04:00:00+0100,"DK_wind_offshore_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | NO_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual",9797,56424,3486,25157,70120,31452,583,11195,4962
2015-02-04T04:00:00Z,2015-02-04T05:00:00+0100,"CZ_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_solar_generation_actual | ES_solar_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",10174,59475,3762,25926,73902,30887,682,11609,4955
2015-02-04T05:00:00Z,2015-02-04T06:00:00+0100,"BE_wind_offshore_generation_actual | CZ_wind_onshore_generation_actual | DK_solar_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | ES_solar_generation_actual | LV_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",11301,66865,4484,28654,81172,32262,753,12910,5058
2015-02-04T06:00:00Z,2015-02-04T07:00:00+0100,"BE_wind_onshore_generation_actual | CH_solar_generation_actual | CH_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",12195,73372,5267,33637,85866,38038,772,15186,5591
2015-02-04T07:00:00Z,2015-02-04T08:00:00+0100,"BE_wind_onshore_generation_actual | CH_wind_onshore_generation_actual | CZ_wind_onshore_generation_actual | DK_solar_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | RO_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",12423,75123,5400,36527,86336,44894,815,16360,6216
2015-02-04T08:00:00Z,2015-02-04T09:00:00+0100,"BE_solar_generation_actual | CZ_solar_generation_actual | DK_solar_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | ES_solar_generation_actual | GR_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_solar_generation_actual | AT_solar_generation_actual | HU_wind_onshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",12546,75403,5398,38097,86685,46113,849,16771,7110
2015-02-04T09:00:00Z,2015-02-04T10:00:00+0100,"BE_solar_generation_actual | BE_wind_offshore_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",12399,76135,5437,38792,86385,46908,864,16731,7410
2015-02-04T10:00:00Z,2015-02-04T11:00:00+0100,"DK_solar_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SK_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",12330,76820,5378,38742,86533,46258,895,16554,7478
2015-02-04T11:00:00Z,2015-02-04T12:00:00+0100,"BE_wind_onshore_generation_actual | CH_solar_generation_actual | CZ_solar_generation_actual | ES_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_solar_generation_actual",11981,75972,5265,38557,85875,45630,876,16338,7611
2015-02-04T12:00:00Z,2015-02-04T13:00:00+0100,"BE_solar_generation_actual | BE_wind_offshore_generation_actual | BG_solar_generation_actual | CH_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_offshore_generation_actual",11922,75241,5275,38535,83760,45412,872,16283,7283
2015-02-04T13:00:00Z,2015-02-04T14:00:00+0100,"DK_wind_onshore_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | FR_solar_generation_actual | GR_solar_generation_actual | NO_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",11909,74243,5203,37091,81747,45037,786,16297,7259
2015-02-04T14:00:00Z,2015-02-04T15:00:00+0100,"BE_wind_offshore_generation_actual | CZ_solar_generation_actual | ES_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual",11956,73315,5063,36774,80366,45419,774,16327,7354
2015-02-04T15:00:00Z,2015-02-04T16:00:00+0100,"BG_solar_generation_actual | CZ_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | FI_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | PT_solar_generation_actual | PT_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual",11833,72401,5111,36600,80091,45974,836,16462,7260
2015-02-04T16:00:00Z,2015-02-04T17:00:00+0100,"EE_wind_onshore_generation_actual | FR_solar_generation_actual | GR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",12194,75325,5656,36928,83211,48255,871,16924,7190
2015-02-04T17:00:00Z,2015-02-04T18:00:00+0100,"BE_wind_offshore_generation_actual | BE_wind_onshore_generation_actual | BG_wind_onshore_generation_actual | DK_solar_generation_actual | DK_wind_offshore_generation_actual | LV_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",12945,77350,5555,38010,89734,50931,891,17072,7376
2015-02-04T18:00:00Z,2015-02-04T19:00:00+0100,"CZ_solar_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | SE_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",12565,75619,5202,40306,86633,51233,860,16613,8223
2015-02-04T19:00:00Z,2015-02-04T20:00:00+0100,"BE_wind_offshore_generation_actual | BG_solar_generation_actual | CH_solar_generation_actual | DK_solar_generation_actual | DK_wind_offshore_generation_actual | EE_wind_onshore_generation_actual | ES_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | GB_wind_onshore_generation_actual",11950,71407,4861,40324,81736,50195,861,15844,8454
2015-02-04T20:00:00Z,2015-02-04T21:00:00+0100,"BE_wind_onshore_generation_actual | CH_solar_generation_actual | CZ_solar_generation_actual | DK_wind_offshore_generation_actual | FI_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PT_solar_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",11360,68065,4533,39156,77445,47280,781,14921,8174
2015-02-04T21:00:00Z,2015-02-04T22:00:00+0100,"BE_wind_onshore_generation_actual | BG_solar_generation_actual | BG_wind_onshore_generation_actual | CZ_solar_generation_actual | EE_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | PT_wind_onshore_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",11585,65614,4138,36332,80289,42922,786,13886,7760
2015-02-04T22:00:00Z,2015-02-04T23:00:00+0100,"CH_solar_generation_actual | DK_wind_offshore_generation_actual | ES_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",11493,61563,3779,32830,79296,38190,752,12946,7227
2015-02-04T23:00:00Z,2015-02-05T00:00:00+0100,"BG_solar_generation_actual | DK_solar_generation_actual | ES_wind_onshore_generation_actual | FR_solar_generation_actual | LT_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | RO_solar_generation_actual | RO_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",10974,58374,3529,29913,75133,33839,689,12103,6308
2015-02-05T00:00:00Z,2015-02-05T01:00:00+0100,"FI_wind_onshore_generation_actual | PT_solar_generation_actual | RO_solar_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",10492,56394,3408,27491,75740,32862,669,11662,5740
2015-02-05T01:00:00Z,2015-02-05T02:00:00+0100,"CH_solar_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | GR_solar_generation_actual | LT_wind_onshore_generation_actual | PT_solar_generation_actual | SE_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",10122,55341,3351,26052,73677,32633,629,11389,5347
2015-02-05T02:00:00Z,2015-02-05T03:00:00+0100,"CH_wind_onshore_generation_actual | CZ_wind_onshore_generation_actual | ES_solar_generation_actual | GR_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",9859,55332,3361,25561,71289,32024,589,11281,5157
2015-02-05T03:00:00Z,2015-02-05T04:00:00+0100,"CZ_solar_generation_actual | EE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | PT_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual",9800,56208,3444,25491,71471,31398,582,11319,5009
2015-02-05T04:00:00Z,2015-02-05T05:00:00+0100,"BE_solar_generation_actual | BE_wind_onshore_generation_actual | CZ_wind_onshore_generation_actual | EE_wind_onshore_generation_actual | FI_wind_onshore_generation_actual | PT_solar_generation_actual | SE_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",10135,59199,3733,26047,75277,30786,610,11630,5058
2015-02-05T05:00:00Z,2015-02-05T06:00:00+0100,"ES_solar_generation_actual | GR_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_onshore_generation_actual | GB_wind_offshore_generation_actual",11313,66552,4450,28540,82247,31919,672,12952,5197
2015-02-05T06:00:00Z,2015-02-05T07:00:00+0100,"BE_wind_offshore_generation_actual | BG_solar_generation_actual | CZ_solar_generation_actual | DK_wind_offshore_generation_actual | FI_wind_onshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | GR_wind_onshore_generation_actual | SI_solar_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_wind_offshore_generation_actual",12326,73245,5208,33418,86649,37703,759,15206,5546
2015-02-05T07:00:00Z,2015-02-05T08:00:00+0100,"BE_solar_generation_actual | BG_solar_generation_actual | CH_wind_onshore_generation_actual | DK_solar_generation_actual | DK_wind_offshore_generation_actual | FR_solar_generation_actual | FR_wind_onshore_generation_actual | LV_wind_onshore_generation_actual | SI_wind_onshore_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_wind_onshore_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",12348,75243,5363,36613,86661,44681,836,16315,6286
2015-02-05T08:00:00Z,2015-02-05T09:00:00+0100,"BG_wind_onshore_generation_actual | DK_wind_onshore_generation_actual | EE_solar_generation_actual | ES_solar_generation_actual | GR_solar_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | SE_wind_onshore_generation_actual | SI_solar_generation_actual | AT_solar_generation_actual | NL_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual",12480,75438,5330,38012,86859,46588,868,16776,7265
2015-02-05T09:00:00Z,2015-02-05T10:00:00+0100,"BE_solar_generation_actual | BE_wind_offshore_generation_actual | CH_wind_onshore_generation_actual | CZ_wind_onshore_generation_actual | EE_solar_generation_actual | EE_wind_onshore_generation_actual | ES_load_entsoe_transparency | ES_wind_onshore_generation_actual | FR_solar_generation_actual | GR_wind_onshore_generation_actual | LT_solar_generation_actual | LV_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_offshore_generation_actual",12480,75812,5301,38800,86330,47557,894,16959,7575
2015-02-05T10:00:00Z,2015-02-05T11:00:00+0100,"BE_solar_generation_actual | BE_wind_onshore_generation_actual | CH_wind_onshore_generation_actual | CZ_solar_generation_actual | DK_solar_generation_actual | FR_solar_generation_actual | LT_solar_generation_actual | LT_wind_onshore_generation_actual | SI_solar_generation_actual | SK_solar_generation_actual | AT_solar_generation_actual | DE_wind_onshore_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | NL_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual | GB_wind_onshore_generation_actual",12500,75973,5235,38566,86732,47724,912,16892,7667
2015-02-05T11:00:00Z,2015-02-05T12:00:00+0100,"CH_solar_generation_actual | CZ_solar_generation_actual | EE_solar_generation_actual | ES_solar_generation_actual | GR_wind_onshore_generation_actual | LT_wind_onshore_generation_actual | NO_wind_onshore_generation_actual | PL_wind_onshore_generation_actual | RO_wind_onshore_generation_actual | SK_solar_generation_actual | DE_wind_onshore_generation_actual | NL_solar_generation_actual | AT_solar_generation_actual | DE_solar_generation_actual | HU_wind_onshore_generation_actual | AT_wind_onshore_generation_actual | DE_wind_offshore_generation_actual | GB_solar_generation_actual",12329,75360,5085,38378,86046,47553,882,16546,7720
