Technology,DK,FR,DE,IB,LU,UK
Lignite,1885.7345782073812,21065.93400733852,49500.80540421793,11377.270921129351,32878.66116862715,14720.014617593319
Coal,0.0,0.0,0.0,0.0,0.0,0.0
Gas,1886.2270210896309,37264.69304978484,20482.757197086583,17336.246621890776,17169.58487797898,25755.95154251666
WindOnshore,6079.525483304043,100964.32336187176,0.0,56870.18348012162,47651.42856,62900.02610284521
WindOffshore,0.0,0.0,0.0,0.0,0.0,0.0
PVGround,0.0,59804.56542700896,55945.63,45124.43633698715,12910.5298,0.0
PVRoof,0.0,0.0,0.0,0.0,0.0,0.0
PumpedStor,0.0,11641.060827067406,6931.0,13757.94246173848,3228.0,5711.049296502899
BatteryStor,0.0,0.0,0.0,0.0,0.0,0.0
