Hour,PV,WindOnshore,WindOffshore
2227,0.0108,0.0974,0.0758
2228,0.0001,0.1367,0.1007
2229,0,0.1745,0.1624
2230,0,0.1966,0.2436
2231,0,0.1986,0.3164
2232,0,0.1926,0.3954
2233,0,0.1759,0.4435
2234,0,0.1576,0.4611
2235,0,0.141,0.4807
2236,0,0.1259,0.5519
2237,0,0.1185,0.5989
2238,0.0006,0.1144,0.5271
2239,0.0251,0.1202,0.4667
2240,0.0947,0.1101,0.447
2241,0.1909,0.087,0.4885
2242,0.296,0.0554,0.4585
2243,0.3776,0.0523,0.3381
2244,0.4352,0.0572,0.2236
2245,0.4543,0.0642,0.1408
2246,0.4292,0.0693,0.1044
2247,0.3643,0.0615,0.1072
2248,0.2714,0.0479,0.0604
2249,0.1645,0.0382,0.0381
2250,0.066,0.0301,0.0377
2251,0.0096,0.0387,0.051
2252,0,0.0546,0.0367
2253,0,0.0711,0.0563
2254,0,0.0813,0.0655
2255,0,0.0884,0.1083
2256,0,0.0915,0.1485
2257,0,0.0942,0.2212
2258,0,0.0941,0.3404
2259,0,0.097,0.3586
2260,0,0.1099,0.449
2261,0,0.1259,0.4707
2262,0.0006,0.1436,0.4767
2263,0.019,0.157,0.5299
2264,0.0773,0.1487,0.549
2265,0.1628,0.1397,0.5361
2266,0.2709,0.1336,0.4971
2267,0.3478,0.1361,0.4936
2268,0.3956,0.1428,0.5182
2269,0.4176,0.156,0.4096
2270,0.3913,0.1499,0.3497
2271,0.3308,0.1506,0.4124
2272,0.2559,0.1279,0.5116
2273,0.1627,0.1096,0.5569
2274,0.0728,0.0853,0.4548
2275,0.0122,0.0512,0.3402
2276,0.0001,0.0452,0.3533
2277,0,0.0375,0.2272
2278,0,0.0362,0.1465
2279,0,0.0426,0.072
2280,0,0.0576,0.0535
2281,0,0.0752,0.0894
2282,0,0.0842,0.1124
2283,0,0.0875,0.2113
2284,0,0.0877,0.3366
2285,0,0.0846,0.3236
2286,0.0007,0.0805,0.2894
2287,0.0267,0.0793,0.254
2288,0.098,0.0674,0.2156
2289,0.1906,0.0494,0.1891
2290,0.2764,0.0392,0.2396
2291,0.3194,0.0386,0.2508
2292,0.3413,0.0484,0.2221
2293,0.3384,0.0626,0.1195
2294,0.3111,0.0754,0.0736
2295,0.253,0.0881,0.0492
2296,0.1768,0.1063,0.0629
2297,0.1024,0.1242,0.0744
2298,0.0417,0.1468,0.1153
2299,0.0068,0.156,0.2105
2300,0.0001,0.1758,0.2281
2301,0,0.1998,0.4176
2302,0,0.2502,0.5338
2303,0,0.2762,0.5581
2304,0,0.2661,0.6014
2305,0,0.2526,0.7055
2306,0,0.2572,0.6372
2307,0,0.2608,0.6306
2308,0,0.2517,0.6209
2309,0,0.25,0.6029
2310,0.0008,0.2434,0.6038
2311,0.023,0.2468,0.6056
2312,0.0952,0.2386,0.6685
2313,0.1976,0.2603,0.6142
2314,0.2901,0.3228,0.5775
2315,0.34,0.3842,0.6716
2316,0.3529,0.4104,0.7608
2317,0.3591,0.4175,0.8322
2318,0.3395,0.4344,0.814
2319,0.3126,0.445,0.8378
2320,0.2577,0.4453,0.8266
2321,0.1716,0.422,0.7876
2322,0.0806,0.391,0.6922
2323,0.0132,0.3504,0.5962
2324,0.0001,0.3528,0.572
2325,0,0.4139,0.4998
2326,0,0.444,0.5987
2327,0,0.4534,0.653
2328,0,0.4395,0.769
2329,0,0.4223,0.8486
2330,0,0.3961,0.8394
2331,0,0.3748,0.86
2332,0,0.3356,0.8601
2333,0,0.3051,0.8583
2334,0.001,0.2847,0.8461
2335,0.0263,0.2633,0.8523
2336,0.0923,0.2614,0.8556
2337,0.1632,0.2979,0.8578
2338,0.2274,0.3373,0.8596
2339,0.2734,0.3626,0.86
2340,0.2905,0.3686,0.8542
2341,0.2989,0.3563,0.8456
2342,0.298,0.3488,0.846
2343,0.2769,0.3424,0.8286
2344,0.2316,0.3235,0.8323
2345,0.1594,0.2891,0.8369
2346,0.0755,0.2411,0.8322
2347,0.0143,0.1829,0.7838
2348,0.0002,0.1732,0.7836
2349,0,0.1745,0.6975
2350,0,0.1776,0.5976
2351,0,0.183,0.5056
2352,0,0.1896,0.3542
2353,0,0.1801,0.3076
2354,0,0.1744,0.3043
2355,0,0.169,0.3089
2356,0,0.1644,0.3213
2357,0,0.1461,0.2986
2358,0.0012,0.1244,0.2762
2359,0.0294,0.1072,0.2492
2360,0.1124,0.085,0.2211
2361,0.2209,0.0672,0.2058
2362,0.3138,0.0758,0.1768
2363,0.3809,0.086,0.1859
2364,0.3926,0.0847,0.1432
2365,0.3668,0.079,0.1311
2366,0.3292,0.074,0.119
2367,0.2796,0.0639,0.1227
2368,0.2176,0.0496,0.1448
2369,0.1419,0.0415,0.1381
2370,0.0706,0.0313,0.127
2371,0.0148,0.0198,0.1001
2372,0.0002,0.0161,0.0755
2373,0,0.018,0.0556
2374,0,0.022,0.0452
2375,0,0.0266,0.0542
2376,0,0.0286,0.0538
2377,0,0.0306,0.0738
2378,0,0.0298,0.0643
2379,0,0.0277,0.0596
2380,0,0.0253,0.0396
2381,0,0.022,0.0246
2382,0.0016,0.0223,0.0279
2383,0.035,0.0266,0.0346
2384,0.1278,0.0264,0.0388
2385,0.2404,0.0156,0.0461
2386,0.3372,0.014,0.0642
2387,0.3884,0.0202,0.0964
2388,0.4031,0.0257,0.1261
2389,0.3777,0.0239,0.1368
2390,0.3304,0.0223,0.1351
2391,0.2719,0.0222,0.1359
2392,0.2032,0.0294,0.1388
2393,0.1316,0.0453,0.1684
2394,0.068,0.0605,0.2268
2395,0.0147,0.0735,0.3143
2396,0.0002,0.1056,0.4018
2397,0,0.1408,0.5274
2398,0,0.1574,0.5803
2399,0,0.1636,0.632
2400,0,0.1594,0.6442
2401,0,0.1428,0.6642
2402,0,0.125,0.6732
2403,0,0.1148,0.6755
2404,0,0.1072,0.671
2405,0,0.1009,0.6687
2406,0.0011,0.0978,0.6396
2407,0.024,0.0903,0.5893
2408,0.0856,0.0705,0.4852
2409,0.1816,0.051,0.3803
2410,0.297,0.0477,0.3401
2411,0.3956,0.0518,0.2705
2412,0.4503,0.0538,0.18
2413,0.4645,0.0591,0.1175
2414,0.4196,0.0697,0.0971
2415,0.3546,0.0831,0.145
2416,0.2816,0.1,0.1763
2417,0.1922,0.1198,0.1433
2418,0.0962,0.1394,0.1906
2419,0.0217,0.1455,0.3257
2420,0.0004,0.1719,0.4558
2421,0,0.2106,0.6412
2422,0,0.2193,0.7596
2423,0,0.2174,0.7421
2424,0,0.2048,0.708
2425,0,0.1952,0.699
2426,0,0.1948,0.6921
2427,0,0.1889,0.6684
2428,0,0.1795,0.6708
2429,0,0.1752,0.614
2430,0.0023,0.1845,0.6012
2431,0.0461,0.1721,0.6401
2432,0.1528,0.1404,0.6218
2433,0.2795,0.133,0.6449
2434,0.3934,0.1446,0.619
2435,0.4799,0.1508,0.5503
2436,0.5297,0.1537,0.5254
2437,0.541,0.1613,0.5674
2438,0.5104,0.1695,0.638
2439,0.4496,0.1822,0.723
2440,0.3479,0.1901,0.8001
2441,0.2184,0.1981,0.8169
2442,0.0971,0.1991,0.8315
2443,0.0198,0.186,0.8311
2444,0.0004,0.1884,0.843
2445,0,0.1834,0.849
2446,0,0.1678,0.8496
2447,0,0.1502,0.8453
2448,0,0.1399,0.8312
2449,0,0.1254,0.8097
2450,0,0.1106,0.8082
2451,0,0.1072,0.8062
2452,0,0.1068,0.791
2453,0,0.1085,0.7826
2454,0.0022,0.103,0.766
2455,0.0298,0.0916,0.7472
2456,0.0889,0.0682,0.6776
2457,0.1666,0.0484,0.5986
2458,0.2617,0.0379,0.5187
2459,0.3449,0.0342,0.4119
2460,0.4087,0.0299,0.3294
2461,0.4478,0.0302,0.2939
2462,0.4469,0.0336,0.2628
2463,0.3934,0.0418,0.2511
2464,0.3052,0.0449,0.2128
2465,0.2001,0.0501,0.1692
2466,0.0871,0.0534,0.1299
2467,0.0169,0.0507,0.102
2468,0.0004,0.0655,0.115
2469,0,0.0692,0.1083
2470,0,0.0665,0.118
2471,0,0.0673,0.0958
2472,0,0.0672,0.0813
2473,0,0.0613,0.0734
2474,0,0.061,0.0624
2475,0,0.0434,0.0432
2476,0,0.04,0.0379
2477,0,0.0451,0.0614
2478,0.0028,0.0494,0.0867
2479,0.0389,0.0447,0.1118
2480,0.1206,0.0323,0.1239
2481,0.2266,0.0164,0.1015
2482,0.3266,0.0149,0.0824
2483,0.3874,0.0194,0.06
2484,0.3872,0.0228,0.0476
2485,0.337,0.0268,0.064
2486,0.285,0.03,0.0464
2487,0.2278,0.0348,0.0356
2488,0.1602,0.0435,0.03
2489,0.1058,0.0454,0.0299
2490,0.0583,0.0494,0.053
2491,0.0144,0.0504,0.0711
2492,0.0004,0.06,0.0486
2493,0,0.0648,0.0283
2494,0,0.0666,0.0176
2495,0,0.0606,0.0202
2496,0,0.059,0.0184
2497,0,0.0604,0.0081
2498,0,0.0605,0.0094
2499,0,0.067,0.0098
2500,0,0.0698,0.018
2501,0,0.0704,0.0256
2502,0.0023,0.0678,0.0311
2503,0.0338,0.0608,0.0272
2504,0.1082,0.0511,0.0232
2505,0.2074,0.0448,0.0166
2506,0.2946,0.0397,0.0178
2507,0.3698,0.0391,0.0288
2508,0.4034,0.0432,0.0284
2509,0.407,0.0499,0.0289
2510,0.3878,0.0532,0.0393
2511,0.3528,0.0616,0.0392
2512,0.2929,0.0646,0.0193
2513,0.204,0.0554,0.0101
2514,0.1068,0.0399,0.0074
2515,0.026,0.0244,0.0058
2516,0.0007,0.0198,0.0189
2517,0,0.0225,0.04
2518,0,0.0374,0.0552
2519,0,0.063,0.0735
2520,0,0.0884,0.0556
2521,0,0.109,0.0615
2522,0,0.1317,0.0902
2523,0,0.1379,0.1074
2524,0,0.1553,0.0986
2525,0,0.1712,0.0616
2526,0.0029,0.1832,0.0329
2527,0.0297,0.1956,0.0325
2528,0.063,0.1955,0.0402
2529,0.1064,0.1762,0.0508
2530,0.1476,0.1867,0.0702
2531,0.185,0.2176,0.0669
2532,0.2121,0.2544,0.0799
2533,0.2216,0.2809,0.0546
2534,0.246,0.2925,0.0478
2535,0.2562,0.3083,0.0645
2536,0.2243,0.3081,0.037
2537,0.1628,0.2943,0.0682
2538,0.0896,0.2448,0.0691
2539,0.0221,0.1892,0.0536
2540,0.0007,0.1644,0.03
2541,0,0.1622,0.0146
2542,0,0.1734,0.0215
2543,0,0.1893,0.0346
2544,0,0.2107,0.041
2545,0,0.2232,0.0461
2546,0,0.2392,0.075
2547,0,0.2509,0.1095
2548,0,0.2601,0.1304
2549,0,0.2709,0.197
2550,0.0035,0.2714,0.2827
2551,0.038,0.2825,0.3403
2552,0.0978,0.2852,0.3733
2553,0.1542,0.2961,0.3948
2554,0.1872,0.3319,0.4772
2555,0.2146,0.3698,0.621
2556,0.245,0.388,0.6591
2557,0.2801,0.3956,0.716
2558,0.3196,0.3999,0.619
2559,0.317,0.4032,0.613
2560,0.2586,0.3859,0.6629
2561,0.1777,0.3606,0.6535
2562,0.0861,0.3132,0.5726
2563,0.0187,0.2513,0.5638
2564,0.0006,0.2168,0.5579
2565,0,0.1913,0.4866
2566,0,0.1731,0.4901
2567,0,0.1666,0.4712
2568,0,0.1381,0.4752
2569,0,0.1224,0.5299
2570,0,0.1198,0.5863
2571,0,0.1298,0.6176
2572,0,0.1314,0.5794
2573,0,0.1255,0.5288
2574,0.0028,0.12,0.5481
2575,0.0254,0.1032,0.5686
2576,0.0715,0.1013,0.5907
2577,0.1321,0.1149,0.5945
2578,0.1965,0.1283,0.5953
2579,0.2462,0.14,0.5861
2580,0.2779,0.1582,0.6044
2581,0.2915,0.1798,0.617
2582,0.285,0.1959,0.5563
2583,0.2627,0.2006,0.5671
2584,0.2066,0.1968,0.5506
2585,0.1372,0.1918,0.5714
2586,0.068,0.175,0.556
2587,0.0206,0.1454,0.5373
2588,0.0011,0.1248,0.5366
2589,0,0.1198,0.5731
2590,0,0.1257,0.5907
2591,0,0.1334,0.5728
2592,0,0.1327,0.5886
2593,0,0.1257,0.6104
2594,0,0.1215,0.639
2595,0,0.1189,0.6686
2596,0,0.1246,0.7003
2597,0,0.1291,0.7257
2598,0.0056,0.1359,0.7405
2599,0.054,0.1314,0.6919
2600,0.1486,0.1125,0.6801
2601,0.2626,0.1305,0.6638
2602,0.3544,0.1668,0.6749
2603,0.3896,0.1852,0.7027
2604,0.3935,0.2003,0.7166
2605,0.3736,0.2211,0.7205
2606,0.3305,0.2435,0.723
2607,0.2734,0.2646,0.7205
2608,0.2192,0.279,0.7233
2609,0.1484,0.2749,0.7223
2610,0.0749,0.2634,0.7268
2611,0.0206,0.2388,0.7233
2612,0.0009,0.2215,0.7024
2613,0,0.2216,0.6756
2614,0,0.2246,0.6397
2615,0,0.236,0.6031
2616,0,0.2446,0.5827
2617,0,0.2444,0.5964
2618,0,0.2504,0.6298
2619,0,0.2526,0.6375
2620,0,0.2517,0.649
2621,0,0.2565,0.6498
2622,0.007,0.2605,0.6874
2623,0.0604,0.2588,0.7108
2624,0.1558,0.2751,0.7247
2625,0.2795,0.312,0.7157
2626,0.3896,0.3551,0.7056
2627,0.4099,0.3912,0.7051
2628,0.3873,0.4089,0.7066
2629,0.3655,0.4234,0.7043
2630,0.3386,0.4272,0.6834
2631,0.3025,0.4507,0.6939
2632,0.2548,0.4572,0.7106
2633,0.176,0.4516,0.7166
2634,0.0943,0.4334,0.714
2635,0.0277,0.4,0.7226
2636,0.0015,0.3539,0.7228
2637,0,0.3256,0.7067
2638,0,0.2985,0.6824
2639,0,0.281,0.6504
2640,0,0.2618,0.6296
2641,0,0.254,0.5883
2642,0,0.2436,0.5604
2643,0,0.2308,0.5395
2644,0,0.216,0.5282
2645,0,0.2026,0.5071
2646,0.0092,0.1875,0.5114
2647,0.074,0.1758,0.5288
2648,0.193,0.1804,0.4832
2649,0.3292,0.1996,0.4143
2650,0.4373,0.1886,0.3036
2651,0.5167,0.1666,0.2313
2652,0.5812,0.1519,0.181
2653,0.617,0.1431,0.1366
2654,0.6129,0.1303,0.1289
2655,0.5579,0.1271,0.1289
2656,0.4523,0.1174,0.1477
2657,0.3056,0.1184,0.176
2658,0.1492,0.1217,0.1966
2659,0.0421,0.1173,0.1745
2660,0.0024,0.1192,0.1291
2661,0,0.1342,0.1016
2662,0,0.1442,0.098
2663,0,0.1372,0.102
2664,0,0.1249,0.0931
2665,0,0.1145,0.0924
2666,0,0.1038,0.0589
2667,0,0.0895,0.0472
2668,0,0.0818,0.0613
2669,0,0.0767,0.0792
2670,0.0121,0.0702,0.1028
2671,0.0934,0.0609,0.1189
2672,0.2413,0.0388,0.1337
2673,0.3956,0.0314,0.1374
2674,0.5256,0.0363,0.1412
2675,0.6124,0.0468,0.1551
2676,0.652,0.0564,0.1432
2677,0.6564,0.058,0.1556
2678,0.6266,0.0582,0.1716
2679,0.5584,0.0667,0.1624
2680,0.4494,0.0722,0.1518
2681,0.303,0.0736,0.1541
2682,0.1465,0.0798,0.1696
2683,0.0407,0.0801,0.2159
2684,0.0023,0.0973,0.2926
2685,0,0.1209,0.2837
2686,0,0.138,0.3703
2687,0,0.1569,0.437
2688,0,0.1698,0.4565
2689,0,0.182,0.4775
2690,0,0.1861,0.4732
2691,0,0.189,0.4978
2692,0,0.185,0.5264
2693,0.0001,0.1821,0.5428
2694,0.0119,0.1732,0.5151
2695,0.0836,0.1455,0.4411
2696,0.1992,0.1238,0.3891
2697,0.3199,0.1217,0.3759
2698,0.4275,0.0942,0.3687
2699,0.5055,0.0786,0.3768
2700,0.5454,0.0721,0.3624
2701,0.5493,0.0732,0.3462
2702,0.519,0.0766,0.3416
2703,0.4565,0.0777,0.34
2704,0.3604,0.0892,0.3108
2705,0.2371,0.097,0.2953
2706,0.1184,0.1014,0.2973
2707,0.0332,0.1027,0.2804
2708,0.0017,0.1092,0.2779
2709,0,0.111,0.279
2710,0,0.1117,0.2919
2711,0,0.1074,0.3745
2712,0,0.107,0.386
2713,0,0.1026,0.4553
2714,0,0.1017,0.4378
2715,0,0.1036,0.4458
2716,0,0.1085,0.4688
2717,0,0.1134,0.4781
2718,0.0072,0.1122,0.4456
2719,0.0457,0.1008,0.4207
2720,0.1069,0.0953,0.3425
2721,0.1754,0.1161,0.3083
2722,0.2302,0.1238,0.3352
2723,0.2698,0.1332,0.3318
2724,0.2885,0.1446,0.3454
2725,0.2804,0.1577,0.4146
2726,0.253,0.185,0.3952
2727,0.2203,0.213,0.3639
2728,0.1813,0.2367,0.4207
2729,0.1277,0.2704,0.4301
2730,0.0714,0.2848,0.3906
2731,0.0249,0.2475,0.3769
2732,0.0022,0.2051,0.3416
2733,0,0.1853,0.2821
2734,0,0.1704,0.2868
2735,0,0.1621,0.4136
2736,0,0.1724,0.485
2737,0,0.1921,0.4149
2738,0,0.1947,0.4175
2739,0,0.1945,0.379
2740,0,0.1756,0.422
2741,0.0001,0.1666,0.4042
2742,0.0122,0.1553,0.2912
2743,0.075,0.1354,0.2671
2744,0.1711,0.1312,0.286
2745,0.2716,0.1459,0.204
2746,0.3292,0.167,0.2121
2747,0.3533,0.1812,0.112
2748,0.3823,0.1836,0.0834
2749,0.4208,0.1734,0.1198
2750,0.4172,0.1799,0.1398
2751,0.3792,0.1878,0.1311
2752,0.3065,0.1857,0.1149
2753,0.2078,0.185,0.1593
2754,0.1149,0.1605,0.1732
2755,0.0367,0.1329,0.2453
2756,0.0026,0.1164,0.2809
2757,0,0.1034,0.245
2758,0,0.1028,0.1674
2759,0,0.1139,0.1738
2760,0,0.1204,0.1167
2761,0,0.1274,0.0966
2762,0,0.1265,0.1194
2763,0,0.1266,0.195
2764,0,0.1323,0.2054
2765,0.0001,0.1322,0.2597
2766,0.0111,0.14,0.4112
2767,0.0648,0.1372,0.4129
2768,0.1447,0.1386,0.3876
2769,0.2343,0.1691,0.3864
2770,0.309,0.2087,0.3714
2771,0.354,0.2448,0.2669
2772,0.3755,0.2633,0.2462
2773,0.3763,0.2706,0.1516
2774,0.3623,0.2905,0.0896
2775,0.309,0.2982,0.1313
2776,0.2443,0.2946,0.1602
2777,0.1622,0.2878,0.1955
2778,0.0788,0.2777,0.2411
2779,0.0222,0.268,0.21
2780,0.0012,0.2689,0.2093
2781,0,0.2915,0.204
2782,0,0.318,0.2264
2783,0,0.3364,0.2048
2784,0,0.3371,0.1742
2785,0,0.3262,0.127
2786,0,0.2977,0.1454
2787,0,0.2749,0.1545
2788,0,0.2374,0.1128
2789,0.0001,0.2193,0.109
2790,0.0072,0.209,0.1081
2791,0.0419,0.2009,0.1097
2792,0.0915,0.2058,0.1198
2793,0.1525,0.2141,0.1167
2794,0.212,0.2242,0.1216
2795,0.2589,0.2314,0.1208
2796,0.2841,0.2389,0.1462
2797,0.3038,0.2479,0.179
2798,0.3002,0.2502,0.1382
2799,0.2899,0.2534,0.118
2800,0.2392,0.2674,0.1344
2801,0.1645,0.2777,0.1772
2802,0.0849,0.2662,0.2036
2803,0.0268,0.248,0.327
2804,0.002,0.2424,0.2896
2805,0,0.2482,0.2173
2806,0,0.284,0.2192
2807,0,0.2964,0.2622
2808,0,0.3204,0.2978
2809,0,0.3344,0.3205
2810,0,0.3418,0.3112
2811,0,0.3408,0.3679
2812,0,0.3403,0.3536
2813,0.0002,0.3433,0.3524
2814,0.0103,0.3548,0.4428
2815,0.0544,0.3546,0.4853
2816,0.1034,0.3617,0.4796
2817,0.1625,0.3679,0.4276
2818,0.2157,0.3763,0.3506
2819,0.2725,0.392,0.464
2820,0.3182,0.4003,0.6257
2821,0.3301,0.3995,0.6919
2822,0.3357,0.4136,0.7396
2823,0.3091,0.4176,0.748
2824,0.2579,0.3989,0.7181
2825,0.1886,0.3958,0.7281
2826,0.105,0.3618,0.6999
2827,0.0354,0.3087,0.67
2828,0.0028,0.2792,0.6371
2829,0,0.268,0.5453
2830,0,0.2638,0.5474
2831,0,0.2658,0.4982
2832,0,0.2653,0.4378
2833,0,0.2546,0.3188
2834,0,0.2384,0.3779
2835,0,0.226,0.4036
2836,0,0.2164,0.4293
2837,0.0002,0.2048,0.3928
2838,0.0156,0.1884,0.3821
2839,0.0796,0.172,0.3147
2840,0.1718,0.1707,0.2534
2841,0.2694,0.1806,0.1607
2842,0.3537,0.1861,0.1008
2843,0.4071,0.1919,0.1194
2844,0.4223,0.201,0.101
2845,0.4319,0.2043,0.0977
2846,0.436,0.1948,0.0902
2847,0.4009,0.1962,0.0754
2848,0.3332,0.1837,0.113
2849,0.2387,0.1552,0.0996
2850,0.1299,0.1255,0.11
2851,0.0451,0.0982,0.1093
2852,0.0044,0.0758,0.0692
2853,0,0.0721,0.1506
2854,0,0.0887,0.1324
2855,0,0.1118,0.1988
2856,0,0.1314,0.2727
2857,0,0.16,0.3452
2858,0,0.1797,0.4344
2859,0,0.2076,0.5303
2860,0,0.2268,0.6412
2861,0.0003,0.2461,0.7259
2862,0.0204,0.2686,0.7898
2863,0.1056,0.272,0.8008
2864,0.2401,0.2472,0.7472
2865,0.3804,0.2512,0.7093
2866,0.4803,0.3099,0.7061
2867,0.4991,0.3775,0.7321
2868,0.4558,0.3794,0.7525
2869,0.417,0.3534,0.7538
2870,0.4,0.3015,0.7511
2871,0.374,0.3063,0.7698
2872,0.3196,0.2948,0.7408
2873,0.2331,0.2704,0.6794
2874,0.1289,0.2192,0.6392
2875,0.0418,0.1552,0.6982
2876,0.0032,0.1381,0.5815
2877,0,0.1504,0.6565
2878,0,0.1589,0.7707
2879,0,0.1731,0.7779
2880,0,0.1806,0.7868
2881,0,0.1764,0.8144
2882,0,0.1626,0.8265
2883,0,0.1472,0.8197
2884,0,0.1314,0.8026
2885,0.0003,0.1147,0.7592
2886,0.0189,0.1038,0.7713
2887,0.0893,0.0878,0.755
2888,0.1956,0.0565,0.696
2889,0.3058,0.041,0.6332
2890,0.4115,0.0421,0.489
2891,0.4854,0.0441,0.3225
2892,0.5152,0.0472,0.2462
2893,0.5011,0.0474,0.1672
2894,0.4516,0.0451,0.1263
2895,0.3782,0.0467,0.108
2896,0.288,0.0547,0.0851
2897,0.1967,0.0832,0.0744
2898,0.1067,0.1204,0.0605
2899,0.0338,0.1504,0.056
2900,0.0031,0.1866,0.0551
2901,0,0.2227,0.0534
2902,0,0.2367,0.0528
2903,0,0.2353,0.0811
2904,0,0.244,0.1198
2905,0,0.2466,0.1156
2906,0,0.2474,0.1113
2907,0,0.2492,0.0831
2908,0,0.2372,0.0453
2909,0.0004,0.2304,0.0267
2910,0.0164,0.2233,0.0299
2911,0.0733,0.1942,0.0331
2912,0.1562,0.1613,0.0294
2913,0.2528,0.1538,0.0131
2914,0.362,0.1556,0.0039
2915,0.4356,0.1589,0.0043
2916,0.4758,0.1663,0.0068
2917,0.4696,0.176,0.0047
2918,0.4368,0.1824,0.0082
2919,0.3866,0.1816,0.009
2920,0.3117,0.181,0.0052
2921,0.2181,0.1794,0.0048
2922,0.1204,0.173,0.0065
2923,0.0442,0.1533,0.013
2924,0.0057,0.1383,0.0188
2925,0,0.1477,0.0183
2926,0,0.1481,0.0224
2927,0,0.1387,0.0286
2928,0,0.1284,0.036
2929,0,0.113,0.041
2930,0,0.0983,0.0568
2931,0,0.0874,0.0731
2932,0,0.0814,0.1081
2933,0.0005,0.0744,0.1238
2934,0.0228,0.0662,0.1336
2935,0.1084,0.0477,0.1744
2936,0.2486,0.0217,0.23
2937,0.3948,0.0146,0.2522
2938,0.5036,0.0179,0.298
2939,0.5786,0.0219,0.3414
2940,0.6067,0.0268,0.3634
2941,0.6044,0.0358,0.3727
2942,0.5675,0.0422,0.3634
2943,0.4972,0.045,0.353
2944,0.4007,0.0434,0.332
2945,0.2772,0.0409,0.3258
2946,0.15,0.0378,0.3494
2947,0.0524,0.0362,0.4092
2948,0.0058,0.0442,0.397
2949,0,0.0643,0.4419
2950,0,0.0824,0.4826
2951,0,0.0932,0.511
2952,0,0.0995,0.5635
2953,0,0.1002,0.6332
2954,0,0.0979,0.5699
2955,0,0.096,0.4292
2956,0,0.0915,0.3342
2957,0.0006,0.0923,0.2652
2958,0.0212,0.0952,0.253
2959,0.089,0.0978,0.3308
2960,0.1883,0.0974,0.36
2961,0.2908,0.0906,0.3859
2962,0.3746,0.1058,0.4304
2963,0.4277,0.1269,0.4034
2964,0.4324,0.1514,0.3746
2965,0.4055,0.1852,0.3047
2966,0.3663,0.2468,0.2818
2967,0.3239,0.2938,0.281
2968,0.2682,0.3339,0.3239
2969,0.1902,0.3011,0.3604
2970,0.1137,0.3368,0.3478
2971,0.0433,0.3026,0.3228
2972,0.0061,0.2544,0.2613
2973,0,0.214,0.1974
2974,0,0.2006,0.1304
2975,0,0.1922,0.1239
2976,0,0.1832,0.115
2977,0,0.1726,0.1065
2978,0,0.165,0.1163
2979,0,0.1546,0.1153
2980,0,0.1415,0.0897
2981,0.0006,0.1246,0.0685
2982,0.0215,0.1053,0.0602
2983,0.0923,0.0834,0.0445
2984,0.2071,0.068,0.0378
2985,0.327,0.0667,0.0322
2986,0.4229,0.0603,0.0404
2987,0.4862,0.0558,0.0406
2988,0.5212,0.0515,0.0412
2989,0.5331,0.0484,0.0382
2990,0.5125,0.0456,0.0406
2991,0.4547,0.0449,0.035
2992,0.3701,0.044,0.0449
2993,0.2638,0.0434,0.0384
2994,0.1527,0.0411,0.0262
2995,0.0588,0.0397,0.0244
2996,0.0086,0.0409,0.0448
2997,0,0.057,0.0578
2998,0,0.0839,0.0748
2999,0,0.1015,0.1115
3000,0,0.1118,0.1271
3001,0,0.1139,0.1485
3002,0,0.1111,0.1782
3003,0,0.1105,0.2319
3004,0,0.1033,0.2398
3005,0.0009,0.0968,0.2482
3006,0.026,0.0926,0.2549
3007,0.1116,0.0778,0.2505
3008,0.2523,0.0441,0.231
3009,0.4022,0.0467,0.2082
3010,0.5172,0.072,0.192
3011,0.5972,0.0841,0.1851
3012,0.6416,0.0893,0.1735
3013,0.6457,0.0935,0.1513
3014,0.618,0.0971,0.1198
3015,0.5633,0.102,0.1178
3016,0.465,0.1092,0.142
3017,0.3283,0.1206,0.1842
3018,0.1742,0.1289,0.2202
3019,0.0612,0.1279,0.2559
3020,0.009,0.1354,0.3036
3021,0,0.1912,0.3855
3022,0,0.2348,0.4725
3023,0,0.261,0.5646
3024,0,0.2659,0.603
3025,0,0.2543,0.5548
3026,0,0.2412,0.5097
3027,0,0.2279,0.4911
3028,0,0.2118,0.481
3029,0.0012,0.1926,0.4462
3030,0.0299,0.1812,0.4157
3031,0.1228,0.1457,0.3987
3032,0.2674,0.0942,0.3408
3033,0.4124,0.0739,0.3308
3034,0.5368,0.0896,0.325
3035,0.6187,0.1274,0.3348
3036,0.6599,0.1694,0.3835
3037,0.6631,0.2096,0.4584
3038,0.6322,0.2371,0.562
3039,0.5662,0.2429,0.6445
3040,0.4626,0.2364,0.7125
3041,0.323,0.2233,0.7232
3042,0.172,0.2098,0.7169
3043,0.0598,0.184,0.6946
3044,0.009,0.1958,0.6836
3045,0,0.2547,0.6976
3046,0,0.2991,0.702
3047,0,0.3144,0.7405
3048,0,0.319,0.7752
3049,0,0.3003,0.8042
3050,0,0.2729,0.7914
3051,0,0.2568,0.7656
3052,0,0.2458,0.7294
3053,0.0014,0.2332,0.7013
3054,0.0307,0.2169,0.6695
3055,0.1261,0.1718,0.6094
3056,0.2715,0.1019,0.5131
3057,0.4168,0.0807,0.4209
3058,0.5362,0.1082,0.3498
3059,0.6151,0.1784,0.3558
3060,0.6538,0.2649,0.3704
3061,0.6554,0.2886,0.4416
3062,0.6246,0.285,0.4695
3063,0.5548,0.2874,0.4932
3064,0.4525,0.2958,0.5512
3065,0.3154,0.3005,0.5846
3066,0.17,0.2895,0.6065
3067,0.0621,0.265,0.6881
