Hour,PV,WindOnshore,WindOffshore
6728,0.0192,0.1076,0.4832
6729,0.0622,0.0999,0.4873
6730,0.114,0.0956,0.4708
6731,0.1533,0.0931,0.4429
6732,0.176,0.089,0.3922
6733,0.181,0.0869,0.3362
6734,0.1613,0.0893,0.3106
6735,0.1251,0.0875,0.3416
6736,0.0771,0.0854,0.3347
6737,0.0316,0.0821,0.324
6738,0.0038,0.0887,0.3204
6739,0,0.0978,0.3703
6740,0,0.0998,0.4168
6741,0,0.1083,0.4617
6742,0,0.0994,0.494
6743,0,0.092,0.4469
6744,0,0.0944,0.3419
6745,0,0.1012,0.2822
6746,0,0.1046,0.2254
6747,0,0.1093,0.2027
6748,0,0.111,0.1912
6749,0,0.1182,0.2628
6750,0,0.1155,0.2763
6751,0.0018,0.1102,0.2789
6752,0.0322,0.1029,0.2966
6753,0.0957,0.0927,0.3765
6754,0.1599,0.0952,0.3873
6755,0.2049,0.1052,0.3748
6756,0.2228,0.1068,0.3896
6757,0.2051,0.1062,0.3385
6758,0.1868,0.1037,0.3134
6759,0.1558,0.0979,0.3046
6760,0.1047,0.0928,0.3304
6761,0.0452,0.0824,0.3322
6762,0.0052,0.0819,0.3693
6763,0,0.0878,0.458
6764,0,0.0951,0.4999
6765,0,0.0954,0.484
6766,0,0.0916,0.4346
6767,0,0.0886,0.3779
6768,0,0.0842,0.3014
6769,0,0.0813,0.2778
6770,0,0.078,0.2585
6771,0,0.0758,0.263
6772,0,0.075,0.2691
6773,0,0.0736,0.3158
6774,0,0.0732,0.382
6775,0.0017,0.0687,0.4191
6776,0.0346,0.0636,0.4328
6777,0.1017,0.0534,0.3747
6778,0.1792,0.0424,0.4255
6779,0.2387,0.0355,0.406
6780,0.2679,0.0311,0.3577
6781,0.2666,0.0293,0.3338
6782,0.2444,0.0273,0.3092
6783,0.1956,0.026,0.2939
6784,0.1288,0.0247,0.2138
6785,0.0552,0.0186,0.1522
6786,0.0054,0.0151,0.1636
6787,0,0.0144,0.1614
6788,0,0.0138,0.1398
6789,0,0.0122,0.1519
6790,0,0.0113,0.1144
6791,0,0.0118,0.1026
6792,0,0.0115,0.0858
6793,0,0.009,0.0614
6794,0,0.0075,0.043
6795,0,0.0075,0.0578
6796,0,0.0091,0.0638
6797,0,0.0078,0.0684
6798,0,0.0068,0.068
6799,0.002,0.0076,0.0687
6800,0.0342,0.009,0.0926
6801,0.099,0.0083,0.1356
6802,0.1706,0.005,0.1487
6803,0.2327,0.0046,0.115
6804,0.2764,0.0053,0.0879
6805,0.2737,0.0083,0.0761
6806,0.2304,0.0102,0.0871
6807,0.1639,0.0105,0.1303
6808,0.0987,0.0118,0.1732
6809,0.0373,0.0119,0.2686
6810,0.0032,0.014,0.3471
6811,0,0.0197,0.3269
6812,0,0.0266,0.3467
6813,0,0.03,0.3486
6814,0,0.0336,0.3714
6815,0,0.0404,0.3862
6816,0,0.0452,0.3826
6817,0,0.0499,0.4083
6818,0,0.0549,0.4635
6819,0,0.0543,0.5544
6820,0,0.0553,0.5573
6821,0,0.0609,0.6097
6822,0,0.0696,0.6612
6823,0.0011,0.0751,0.7123
6824,0.0244,0.0767,0.7326
6825,0.0784,0.0717,0.7364
6826,0.1463,0.0722,0.7327
6827,0.1993,0.0754,0.7128
6828,0.2188,0.0823,0.672
6829,0.1988,0.0926,0.6492
6830,0.1607,0.1054,0.6584
6831,0.111,0.117,0.6456
6832,0.0647,0.1246,0.5937
6833,0.023,0.1314,0.5978
6834,0.0018,0.144,0.614
6835,0,0.1562,0.7004
6836,0,0.1648,0.7672
6837,0,0.1689,0.7784
6838,0,0.1617,0.7817
6839,0,0.1541,0.7809
6840,0,0.1476,0.7801
6841,0,0.1414,0.7793
6842,0,0.1343,0.7689
6843,0,0.1301,0.7463
6844,0,0.1264,0.7564
6845,0,0.1246,0.7646
6846,0,0.1253,0.7732
6847,0.0008,0.1202,0.767
6848,0.0213,0.1093,0.7738
6849,0.0694,0.1042,0.7577
6850,0.1282,0.1062,0.7328
6851,0.1715,0.106,0.664
6852,0.1929,0.1077,0.66
6853,0.1866,0.1097,0.6296
6854,0.17,0.1137,0.6394
6855,0.1341,0.1134,0.697
6856,0.0883,0.1173,0.7402
6857,0.0375,0.1218,0.7397
6858,0.0029,0.1244,0.7409
6859,0,0.1324,0.7578
6860,0,0.1353,0.7419
6861,0,0.1348,0.6762
6862,0,0.134,0.6124
6863,0,0.1367,0.5265
6864,0,0.1415,0.5493
6865,0,0.1386,0.5577
6866,0,0.1433,0.611
6867,0,0.1529,0.593
6868,0,0.1616,0.6155
6869,0,0.17,0.5785
6870,0,0.1807,0.5602
6871,0.001,0.1859,0.5543
6872,0.0289,0.1898,0.6053
6873,0.0854,0.1934,0.6598
6874,0.1547,0.2057,0.6857
6875,0.1958,0.2346,0.7014
6876,0.2205,0.2514,0.7089
6877,0.2225,0.2582,0.7111
6878,0.1788,0.2666,0.6995
6879,0.1286,0.2789,0.6517
6880,0.0827,0.2816,0.6429
6881,0.0378,0.2938,0.669
6882,0.0023,0.31,0.6738
6883,0,0.3198,0.706
6884,0,0.3178,0.731
6885,0,0.3239,0.751
6886,0,0.3217,0.7624
6887,0,0.3326,0.7642
6888,0,0.3339,0.7663
6889,0,0.3214,0.7693
6890,0,0.3077,0.7609
6891,0,0.3012,0.7582
6892,0,0.2924,0.7653
6893,0,0.2931,0.7678
6894,0,0.3087,0.7682
6895,0.0015,0.3247,0.7679
6896,0.0398,0.3322,0.7618
6897,0.1202,0.3119,0.7625
6898,0.1987,0.2972,0.7652
6899,0.2583,0.2943,0.7658
6900,0.303,0.3009,0.7639
6901,0.2948,0.3146,0.7687
6902,0.235,0.3177,0.7683
6903,0.1698,0.3419,0.7666
6904,0.0996,0.3499,0.7675
6905,0.0315,0.3534,0.766
6906,0.0021,0.37,0.7668
6907,0,0.3884,0.7718
6908,0,0.3878,0.7718
6909,0,0.3724,0.7707
6910,0,0.3421,0.7714
6911,0,0.3158,0.7718
6912,0,0.2922,0.7689
6913,0,0.2937,0.7695
6914,0,0.3058,0.7687
6915,0,0.3016,0.7657
6916,0,0.2867,0.7641
6917,0,0.2776,0.7636
6918,0,0.2694,0.7628
6919,0.0007,0.257,0.7623
6920,0.0244,0.2347,0.763
6921,0.0841,0.2186,0.7539
6922,0.1479,0.1944,0.7221
6923,0.1958,0.1837,0.6797
6924,0.2242,0.1628,0.6436
6925,0.2299,0.1358,0.5751
6926,0.2103,0.1134,0.5176
6927,0.1571,0.0959,0.4961
6928,0.0891,0.0816,0.4507
6929,0.0337,0.068,0.3954
6930,0.0026,0.059,0.36
6931,0,0.0595,0.3489
6932,0,0.059,0.3487
6933,0,0.0563,0.2931
6934,0,0.0518,0.2286
6935,0,0.0468,0.2122
6936,0,0.0407,0.1812
6937,0,0.0368,0.1641
6938,0,0.0343,0.1456
6939,0,0.032,0.1468
6940,0,0.0314,0.178
6941,0,0.0336,0.1905
6942,0,0.0363,0.1964
6943,0.0008,0.04,0.2147
6944,0.0356,0.0451,0.2206
6945,0.1239,0.0452,0.2753
6946,0.2375,0.0335,0.2486
6947,0.3304,0.0248,0.2595
6948,0.3898,0.029,0.282
6949,0.3994,0.0386,0.3027
6950,0.3699,0.0446,0.3306
6951,0.301,0.0502,0.3554
6952,0.1886,0.0593,0.4311
6953,0.0647,0.0724,0.5317
6954,0.0027,0.108,0.6072
6955,0,0.1484,0.6606
6956,0,0.1738,0.6686
6957,0,0.188,0.6578
6958,0,0.1873,0.6339
6959,0,0.1883,0.569
6960,0,0.1833,0.5221
6961,0,0.1798,0.5043
6962,0,0.175,0.5291
6963,0,0.1715,0.5412
6964,0,0.1694,0.5069
6965,0,0.168,0.4799
6966,0,0.168,0.4257
6967,0.0008,0.1637,0.3881
6968,0.0246,0.161,0.3884
6969,0.0773,0.1471,0.3894
6970,0.133,0.12,0.346
6971,0.1854,0.0957,0.2826
6972,0.2107,0.0797,0.2227
6973,0.1919,0.0722,0.2055
6974,0.1577,0.0678,0.1876
6975,0.1128,0.0643,0.1996
6976,0.0608,0.0575,0.1972
6977,0.0193,0.0564,0.1843
6978,0.0012,0.0608,0.1618
6979,0,0.065,0.1668
6980,0,0.0634,0.2026
6981,0,0.0575,0.2162
6982,0,0.0506,0.2198
6983,0,0.0436,0.1976
6984,0,0.0393,0.2043
6985,0,0.041,0.1964
6986,0,0.0452,0.1528
6987,0,0.0468,0.1914
6988,0,0.0459,0.2282
6989,0,0.0483,0.264
6990,0,0.0518,0.2862
6991,0.0002,0.0562,0.3315
6992,0.0114,0.0571,0.3834
6993,0.0486,0.0478,0.4442
6994,0.0918,0.0479,0.4784
6995,0.14,0.0582,0.5225
6996,0.1776,0.077,0.498
6997,0.1899,0.101,0.5519
6998,0.177,0.1176,0.613
6999,0.1337,0.1217,0.6634
7000,0.0747,0.1336,0.6891
7001,0.0204,0.1457,0.6536
7002,0.0009,0.1731,0.5678
7003,0,0.1955,0.5435
7004,0,0.2209,0.5172
7005,0,0.2289,0.4913
7006,0,0.2169,0.3246
7007,0,0.2009,0.2229
7008,0,0.1905,0.1766
7009,0,0.1828,0.1606
7010,0,0.1795,0.1354
7011,0,0.1697,0.1382
7012,0,0.1622,0.0952
7013,0,0.1564,0.062
7014,0,0.158,0.0482
7015,0.0002,0.1607,0.064
7016,0.0128,0.1546,0.0587
7017,0.0521,0.1552,0.0622
7018,0.0958,0.1638,0.0541
7019,0.1353,0.1737,0.0517
7020,0.1516,0.1665,0.0664
7021,0.1588,0.1967,0.0579
7022,0.1493,0.1948,0.0685
7023,0.1171,0.1888,0.1001
7024,0.0667,0.183,0.1112
7025,0.0186,0.1806,0.1926
7026,0.001,0.1926,0.2426
7027,0,0.1992,0.3465
7028,0,0.1955,0.5068
7029,0,0.1786,0.5727
7030,0,0.1707,0.568
7031,0,0.1622,0.5334
7032,0,0.152,0.5562
7033,0,0.1428,0.6738
7034,0,0.1396,0.6895
7035,0,0.1375,0.7626
7036,0,0.1326,0.7868
7037,0,0.1251,0.8035
7038,0,0.1087,0.8065
7039,0.0002,0.0966,0.813
7040,0.0132,0.0944,0.7383
7041,0.0545,0.0899,0.6435
7042,0.0978,0.0816,0.5304
7043,0.1399,0.0761,0.4985
7044,0.1612,0.0757,0.4401
7045,0.1569,0.0733,0.4682
7046,0.1422,0.0741,0.5017
7047,0.1119,0.0693,0.5458
7048,0.0673,0.0631,0.5913
7049,0.0194,0.0608,0.6547
7050,0.0008,0.0689,0.6806
7051,0,0.0716,0.6151
7052,0,0.0761,0.5509
7053,0,0.0689,0.4922
7054,0,0.0641,0.4134
7055,0,0.0573,0.3325
7056,0,0.052,0.3263
7057,0,0.0486,0.3079
7058,0,0.0451,0.2614
7059,0,0.0411,0.2845
7060,0,0.0406,0.3383
7061,0,0.0398,0.3614
7062,0,0.0397,0.4101
7063,0.0002,0.0452,0.4866
7064,0.0093,0.0527,0.462
7065,0.0397,0.0552,0.5395
7066,0.0781,0.0553,0.6258
7067,0.1055,0.056,0.7056
7068,0.1221,0.0642,0.7625
7069,0.1222,0.0692,0.7789
7070,0.1098,0.0712,0.7786
7071,0.0814,0.0683,0.778
7072,0.0465,0.0638,0.7708
7073,0.0129,0.0686,0.7887
7074,0.0006,0.0705,0.8108
7075,0,0.0736,0.8065
7076,0,0.0762,0.7574
7077,0,0.0772,0.7219
7078,0,0.0774,0.6291
7079,0,0.073,0.5726
7080,0,0.0694,0.5592
7081,0,0.0708,0.5665
7082,0,0.0738,0.5426
7083,0,0.0731,0.542
7084,0,0.0705,0.54
7085,0,0.0716,0.519
7086,0,0.0713,0.489
7087,0.0002,0.0687,0.5145
7088,0.0138,0.064,0.5296
7089,0.0592,0.0572,0.583
7090,0.1179,0.0453,0.5808
7091,0.1635,0.0349,0.532
7092,0.1718,0.0303,0.4851
7093,0.1648,0.0296,0.4246
7094,0.1535,0.0301,0.3774
7095,0.1222,0.0239,0.3194
7096,0.0737,0.0205,0.2914
7097,0.0219,0.0178,0.2833
7098,0.0007,0.015,0.2548
7099,0,0.0136,0.2913
7100,0,0.012,0.2658
7101,0,0.0101,0.2082
7102,0,0.0088,0.1843
7103,0,0.0073,0.1524
7104,0,0.0069,0.1077
7105,0,0.0072,0.086
7106,0,0.0082,0.0613
7107,0,0.0096,0.0644
7108,0,0.0106,0.0738
7109,0,0.0116,0.0614
7110,0,0.0149,0.0494
7111,0.0002,0.0208,0.0665
7112,0.0146,0.028,0.1217
7113,0.0674,0.0318,0.1457
7114,0.1433,0.0275,0.1856
7115,0.2134,0.0239,0.1753
7116,0.259,0.0257,0.1672
7117,0.2774,0.0262,0.1643
7118,0.254,0.0259,0.1623
7119,0.1803,0.0253,0.1854
7120,0.0885,0.0302,0.2395
7121,0.0214,0.0449,0.2745
7122,0.0005,0.0755,0.3008
7123,0,0.1045,0.3395
7124,0,0.1158,0.4481
7125,0,0.1183,0.4754
7126,0,0.1145,0.446
7127,0,0.104,0.3481
7128,0,0.0947,0.2957
7129,0,0.0889,0.2539
7130,0,0.0897,0.2017
7131,0,0.0851,0.1883
7132,0,0.0804,0.235
7133,0,0.082,0.3288
7134,0,0.0715,0.3548
7135,0.0001,0.0636,0.4061
7136,0.0107,0.0698,0.4632
7137,0.0522,0.0639,0.455
7138,0.1138,0.0612,0.4565
7139,0.1538,0.0583,0.4339
7140,0.1528,0.0609,0.4124
7141,0.1436,0.0631,0.3777
7142,0.119,0.0676,0.3546
7143,0.0771,0.0697,0.3709
7144,0.0403,0.0716,0.3427
7145,0.0142,0.0821,0.3183
7146,0.0003,0.0966,0.3259
7147,0,0.1016,0.3474
7148,0,0.0928,0.3781
7149,0,0.0816,0.4087
7150,0,0.0658,0.4486
7151,0,0.0545,0.3911
7152,0,0.0566,0.3213
7153,0,0.0509,0.2466
7154,0,0.0514,0.1816
7155,0,0.0669,0.1423
7156,0,0.0782,0.1284
7157,0,0.0801,0.1222
7158,0,0.0736,0.112
7159,0,0.0689,0.1139
7160,0.0036,0.0594,0.1179
7161,0.0229,0.0434,0.1017
7162,0.0577,0.0277,0.093
7163,0.0977,0.0195,0.0654
7164,0.1172,0.0162,0.0471
7165,0.1108,0.0154,0.0325
7166,0.0971,0.015,0.0198
7167,0.0673,0.0146,0.0172
7168,0.0341,0.0158,0.0152
7169,0.0079,0.017,0.0162
7170,0.0002,0.0213,0.0108
7171,0,0.0262,0.0074
7172,0,0.0291,0.0058
7173,0,0.0283,0.0019
7174,0,0.0239,0.0012
7175,0,0.0199,0.003
7176,0,0.0142,0.0029
7177,0,0.01,0.0078
7178,0,0.007,0.016
7179,0,0.0058,0.0293
7180,0,0.0057,0.0449
7181,0,0.0072,0.0685
7182,0,0.0086,0.1001
7183,0.0001,0.0104,0.0975
7184,0.0063,0.0113,0.1132
7185,0.0386,0.0146,0.1882
7186,0.0846,0.0125,0.2212
7187,0.1257,0.0097,0.2516
7188,0.1581,0.0081,0.2895
7189,0.1637,0.0084,0.3542
7190,0.1458,0.012,0.4468
7191,0.1077,0.0168,0.5315
7192,0.0591,0.0187,0.5733
7193,0.0136,0.0265,0.6248
7194,0.0004,0.042,0.6631
7195,0,0.0579,0.736
7196,0,0.0729,0.7393
7197,0,0.0858,0.7601
7198,0,0.101,0.7336
7199,0,0.1129,0.7153
7200,0,0.1217,0.6464
7201,0,0.1232,0.5984
7202,0,0.1256,0.5354
7203,0,0.1306,0.475
7204,0,0.1391,0.4673
7205,0,0.1389,0.4473
7206,0,0.1368,0.387
7207,0,0.1346,0.3425
7208,0.0081,0.1297,0.2848
7209,0.0493,0.1216,0.2818
7210,0.1083,0.1108,0.3358
7211,0.1626,0.104,0.4215
7212,0.1955,0.105,0.5529
7213,0.2116,0.1074,0.6117
7214,0.1948,0.1102,0.6276
7215,0.1408,0.1192,0.7354
7216,0.0754,0.1203,0.8225
7217,0.0179,0.1346,0.8314
7218,0.0002,0.152,0.8544
7219,0,0.1749,0.8687
7220,0,0.1929,0.884
7221,0,0.2105,0.8952
7222,0,0.2307,0.8997
7223,0,0.2416,0.8969
7224,0,0.2508,0.9007
7225,0,0.2673,0.9045
7226,0,0.2734,0.9032
7227,0,0.2847,0.9026
7228,0,0.3027,0.8994
7229,0,0.3114,0.8922
7230,0,0.3265,0.8956
7231,0,0.3348,0.8947
7232,0.0124,0.3382,0.8913
7233,0.0544,0.3371,0.8576
7234,0.104,0.3373,0.7859
7235,0.1422,0.3352,0.7138
7236,0.1661,0.3487,0.6389
7237,0.1707,0.3481,0.6322
7238,0.1539,0.3353,0.6272
7239,0.1197,0.3125,0.5601
7240,0.0669,0.2919,0.5417
7241,0.0146,0.2647,0.5582
7242,0.0003,0.2558,0.5741
7243,0,0.2509,0.5792
7244,0,0.2452,0.6091
7245,0,0.2418,0.6256
7246,0,0.2263,0.6397
7247,0,0.2112,0.6054
7248,0,0.2067,0.6212
7249,0,0.1936,0.6404
7250,0,0.1845,0.6432
7251,0,0.1928,0.618
7252,0,0.2014,0.6089
7253,0,0.199,0.6735
7254,0,0.2094,0.6299
7255,0,0.218,0.6249
7256,0.0077,0.2086,0.5762
7257,0.047,0.2077,0.5579
7258,0.1038,0.2036,0.5068
7259,0.1709,0.2141,0.519
7260,0.2211,0.2399,0.4991
7261,0.2321,0.2804,0.5506
7262,0.2051,0.2849,0.6038
7263,0.1606,0.2659,0.6193
7264,0.0882,0.2383,0.6005
7265,0.0179,0.2096,0.5568
7266,0.0003,0.2011,0.4769
7267,0,0.1972,0.3964
7268,0,0.1926,0.3755
7269,0,0.196,0.3504
7270,0,0.1894,0.3484
7271,0,0.1836,0.2952
7272,0,0.1759,0.2602
7273,0,0.1689,0.2528
7274,0,0.1641,0.2378
7275,0,0.1608,0.2148
7276,0,0.1564,0.2296
7277,0,0.1508,0.2008
7278,0,0.1451,0.1722
7279,0.0001,0.1389,0.1795
7280,0.0116,0.1224,0.1446
7281,0.0732,0.1058,0.0794
7282,0.1571,0.0853,0.044
7283,0.231,0.0755,0.0249
7284,0.2804,0.0714,0.0202
7285,0.2961,0.0629,0.0187
7286,0.27,0.056,0.0327
7287,0.2012,0.0497,0.0442
7288,0.1019,0.0404,0.0448
7289,0.0185,0.0356,0.0454
7290,0.0003,0.0429,0.0378
7291,0,0.0497,0.0232
7292,0,0.0521,0.0204
7293,0,0.0505,0.019
7294,0,0.045,0.0167
7295,0,0.0403,0.0207
7296,0,0.0312,0.017
7297,0,0.0379,0.0133
7298,0,0.0379,0.0212
7299,0,0.0408,0.015
7300,0,0.0421,0.0137
7301,0,0.044,0.0171
7302,0,0.0435,0.0218
7303,0.0001,0.0442,0.0232
7304,0.0113,0.0474,0.0382
7305,0.0684,0.0489,0.041
7306,0.1388,0.0414,0.0247
7307,0.206,0.0326,0.0186
7308,0.2558,0.0267,0.0332
7309,0.2825,0.026,0.0511
7310,0.2662,0.0296,0.0478
7311,0.2011,0.0302,0.0675
7312,0.1068,0.0312,0.0728
7313,0.0202,0.0304,0.0751
7314,0.0002,0.0362,0.0855
7315,0,0.0422,0.1149
7316,0,0.0486,0.1468
7317,0,0.0513,0.2147
7318,0,0.0571,0.2734
7319,0,0.0624,0.3721
7320,0,0.0687,0.4381
7321,0,0.0813,0.4719
7322,0,0.0929,0.4416
7323,0,0.1021,0.4687
7324,0,0.106,0.4716
7325,0,0.1118,0.4235
7326,0,0.1208,0.4128
7327,0.0001,0.1337,0.4741
7328,0.0118,0.14,0.4252
7329,0.0675,0.1392,0.4168
7330,0.1436,0.1236,0.5203
7331,0.2138,0.1187,0.6278
7332,0.2424,0.1208,0.7069
7333,0.2392,0.1368,0.8138
7334,0.2073,0.1426,0.8481
7335,0.148,0.1492,0.8614
7336,0.0709,0.1578,0.8681
7337,0.0119,0.176,0.8815
7338,0.0001,0.1952,0.8682
7339,0,0.2117,0.8708
7340,0,0.2331,0.8778
7341,0,0.26,0.8828
7342,0,0.2736,0.8964
7343,0,0.2721,0.8967
7344,0,0.2855,0.9011
7345,0,0.2963,0.902
7346,0,0.3116,0.902
7347,0,0.3251,0.9042
7348,0,0.3335,0.8974
7349,0,0.3468,0.8913
7350,0,0.3556,0.8751
7351,0,0.374,0.8826
7352,0.0072,0.3745,0.8755
7353,0.048,0.3781,0.8832
7354,0.1063,0.3864,0.8463
7355,0.1508,0.4029,0.8155
7356,0.1678,0.424,0.7232
7357,0.1708,0.4242,0.7118
7358,0.1514,0.438,0.7016
7359,0.119,0.4254,0.6072
7360,0.0664,0.3951,0.5033
7361,0.0118,0.3659,0.3615
7362,0,0.3551,0.2955
7363,0,0.3599,0.223
7364,0,0.3396,0.1929
7365,0,0.3101,0.1771
7366,0,0.2691,0.1642
7367,0,0.2424,0.1144
7368,0,0.2136,0.1044
7369,0,0.1896,0.0986
7370,0,0.1696,0.1035
7371,0,0.1574,0.1069
7372,0,0.1484,0.1168
7373,0,0.1357,0.1165
7374,0,0.1175,0.1124
7375,0,0.0984,0.1357
7376,0.0088,0.0828,0.1712
7377,0.0642,0.0653,0.1766
7378,0.1495,0.0454,0.1841
7379,0.2209,0.0342,0.1814
7380,0.2569,0.0346,0.1925
7381,0.2482,0.0384,0.1838
7382,0.2027,0.0432,0.1105
7383,0.1406,0.0472,0.1393
7384,0.0677,0.0513,0.106
7385,0.0111,0.054,0.1548
7386,0.0001,0.0662,0.1354
7387,0,0.087,0.244
7388,0,0.1089,0.2997
7389,0,0.1191,0.333
7390,0,0.122,0.4502
7391,0,0.1331,0.5408
7392,0,0.1435,0.6906
7393,0,0.1553,0.7278
7394,0,0.1668,0.7071
7395,0,0.1854,0.7741
7396,0,0.1977,0.717
7397,0,0.2011,0.6811
7398,0,0.2056,0.6579
7399,0,0.2155,0.6509
7400,0.0074,0.2213,0.6402
7401,0.054,0.2208,0.5635
7402,0.1156,0.2193,0.4993
7403,0.171,0.2042,0.523
7404,0.2104,0.1919,0.5619
7405,0.219,0.1745,0.6769
7406,0.1866,0.1675,0.701
7407,0.1294,0.1528,0.6032
7408,0.0572,0.1493,0.5304
7409,0.0072,0.1552,0.5638
7410,0.0001,0.1747,0.4805
7411,0,0.1999,0.4768
7412,0,0.2103,0.4731
7413,0,0.2124,0.3981
7414,0,0.2017,0.4238
7415,0,0.1854,0.4392
7416,0,0.1777,0.3811
7417,0,0.167,0.2512
7418,0,0.1672,0.1716
7419,0,0.1749,0.1556
7420,0,0.1735,0.1725
7421,0,0.1695,0.173
7422,0,0.1649,0.2242
7423,0,0.1647,0.2564
7424,0.0031,0.1648,0.2171
7425,0.0202,0.1669,0.1631
7426,0.0454,0.1539,0.1212
7427,0.0773,0.1378,0.1219
7428,0.0873,0.1247,0.1642
7429,0.0802,0.1127,0.1987
7430,0.0675,0.1053,0.2453
7431,0.0521,0.0999,0.2818
7432,0.0282,0.0932,0.2978
7433,0.0044,0.1048,0.2654
7434,0.0001,0.1121,0.2819
7435,0,0.1329,0.3009
7436,0,0.1501,0.2703
7437,0,0.1688,0.3049
7438,0,0.1779,0.2855
7439,0,0.1873,0.252
7440,0,0.1972,0.2521
7441,0,0.2027,0.2184
7442,0,0.2031,0.1512
7443,0,0.2,0.1248
7444,0,0.1977,0.1205
7445,0,0.1906,0.0913
7446,0,0.1847,0.0838
7447,0,0.1833,0.1
7448,0.0027,0.1791,0.0375
7449,0.0243,0.1682,0.0464
7450,0.0578,0.1525,0.0525
7451,0.0903,0.1404,0.0982
7452,0.1108,0.132,0.1662
7453,0.1086,0.126,0.23
7454,0.0921,0.1158,0.3049
7455,0.0626,0.0979,0.4283
7456,0.0274,0.0934,0.5822
7457,0.0037,0.1058,0.6486
7458,0.0001,0.1185,0.7422
7459,0,0.1303,0.8481
7460,0,0.1405,0.8726
7461,0,0.1477,0.8688
7462,0,0.1509,0.8793
7463,0,0.1511,0.8949
7464,0,0.1525,0.8958
7465,0,0.1498,0.8926
7466,0,0.1512,0.8875
7467,0,0.1453,0.8844
7468,0,0.1359,0.8867
7469,0,0.1354,0.8884
7470,0,0.133,0.7516
7471,0,0.1377,0.7404
7472,0.003,0.1395,0.7111
7473,0.025,0.1372,0.667
7474,0.056,0.127,0.6301
7475,0.0828,0.1218,0.5996
7476,0.1019,0.1128,0.5294
7477,0.1025,0.1008,0.5014
7478,0.0939,0.0912,0.4415
7479,0.069,0.0826,0.3611
7480,0.0355,0.0768,0.3757
7481,0.0044,0.0757,0.365
7482,0,0.0781,0.3466
7483,0,0.0862,0.3342
7484,0,0.0846,0.2878
7485,0,0.0781,0.3929
7486,0,0.0719,0.3484
7487,0,0.069,0.3187
7488,0,0.065,0.313
7489,0,0.0589,0.3146
7490,0,0.0566,0.2884
7491,0,0.0584,0.2598
7492,0,0.0622,0.249
7493,0,0.0673,0.2445
7494,0,0.0724,0.2641
7495,0,0.0755,0.237
7496,0.0033,0.0798,0.1898
7497,0.0264,0.0796,0.1689
7498,0.0689,0.0763,0.1555
7499,0.1068,0.0794,0.1247
7500,0.1161,0.0888,0.1113
7501,0.1155,0.0948,0.1029
7502,0.1106,0.1006,0.0884
7503,0.0868,0.1044,0.0736
7504,0.0396,0.103,0.0742
7505,0.0043,0.1064,0.0895
7506,0,0.1136,0.0894
7507,0,0.1122,0.1192
7508,0,0.111,0.1563
7509,0,0.1117,0.1972
7510,0,0.1056,0.2258
7511,0,0.1055,0.2492
7512,0,0.1028,0.2817
7513,0,0.1042,0.2752
7514,0,0.0959,0.2962
7515,0,0.0864,0.2771
7516,0,0.0788,0.2681
7517,0,0.0789,0.2466
7518,0,0.0818,0.1949
7519,0,0.085,0.1741
7520,0.0035,0.0883,0.2009
7521,0.0393,0.0855,0.222
7522,0.0959,0.077,0.2015
7523,0.1553,0.0644,0.1932
7524,0.1931,0.0588,0.1535
7525,0.192,0.0566,0.097
7526,0.1493,0.0544,0.0739
7527,0.0878,0.0594,0.0617
7528,0.0317,0.0717,0.0477
7529,0.0021,0.0939,0.0548
7530,0,0.1202,0.0759
7531,0,0.1516,0.1034
7532,0,0.1662,0.1204
7533,0,0.1736,0.1386
7534,0,0.1788,0.1465
7535,0,0.1794,0.1359
7536,0,0.1826,0.1064
7537,0,0.1748,0.0734
7538,0,0.1796,0.0568
7539,0,0.1746,0.0501
7540,0,0.1584,0.0471
7541,0,0.1465,0.0588
7542,0,0.1396,0.0641
7543,0,0.1357,0.0713
7544,0.0018,0.1291,0.0924
7545,0.0184,0.1153,0.09
7546,0.0457,0.1053,0.0965
7547,0.0679,0.0916,0.1215
7548,0.0883,0.0796,0.137
7549,0.0935,0.0792,0.1164
7550,0.0812,0.0704,0.1266
7551,0.0592,0.0621,0.1221
7552,0.025,0.0568,0.1804
7553,0.0027,0.0631,0.2226
7554,0,0.0752,0.3249
7555,0,0.0845,0.3978
7556,0,0.0882,0.4463
7557,0,0.0903,0.4844
7558,0,0.0883,0.5001
7559,0,0.0866,0.4762
7560,0,0.0841,0.4842
7561,0,0.0885,0.4646
7562,0,0.0882,0.4571
7563,0,0.0914,0.4285
7564,0,0.094,0.4302
7565,0,0.1006,0.3398
7566,0,0.1098,0.3674
7567,0,0.1289,0.3388
7568,0.0014,0.1341,0.3164
7569,0.0146,0.1361,0.2707
7570,0.0423,0.1232,0.2968
7571,0.0753,0.1065,0.23
7572,0.097,0.0939,0.1962
7573,0.1039,0.0873,0.1384
7574,0.0975,0.0785,0.1016
7575,0.0686,0.0754,0.0705
7576,0.0266,0.075,0.0662
7577,0.0026,0.0727,0.0474
7578,0,0.0737,0.051
7579,0,0.0761,0.0503
7580,0,0.069,0.0666
7581,0,0.0608,0.0899
7582,0,0.0564,0.0907
7583,0,0.0496,0.09
7584,0,0.0408,0.1143
7585,0,0.0322,0.1491
7586,0,0.0281,0.1705
7587,0,0.0261,0.2145
7588,0,0.0276,0.277
7589,0,0.0277,0.3235
7590,0,0.029,0.3417
7591,0,0.0332,0.3686
