PumpedStor,BatteryStor
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2453.28,0.0
4906.56,0.0
7359.84,0.0
9813.12,0.0
12266.400000000001,0.0
14719.680000000002,0.0
12591.3416846252,0.0
12591.3416846252,0.0
12591.3416846252,0.0
12591.3416846252,0.0
12591.3416846252,0.0
12591.3416846252,0.0
15044.621684625201,0.0
17497.9016846252,0.0
19704.22600431005,0.0
19704.22600431005,0.0
19704.22600431005,0.0
16476.22600431005,0.0
13584.167917932758,0.0
13584.167917932758,0.0
13584.167917932758,0.0
13584.167917932758,0.0
10356.167917932758,0.0
7128.167917932758,0.0
6456.0,0.0
3228.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2453.28,0.0
2453.28,0.0
4906.56,0.0
7359.84,0.0
6585.120000000001,0.0
9038.400000000001,0.0
11491.680000000002,0.0
13944.960000000003,0.0
16398.24,0.0
15623.520000000002,0.0
14848.800000000003,0.0
14074.080000000004,0.0
13299.360000000004,0.0
14590.56,0.0
13815.84,0.0
13041.12,0.0
12266.400000000001,0.0
14719.680000000002,0.0
17172.960000000003,0.0
19626.24,0.0
20215.027200000004,0.0
20356.336128000003,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
20390.250270720004,0.0
17162.250270720004,0.0
13934.250270720004,0.0
10706.250270720004,0.0
10706.250270720004,0.0
10706.250270720004,0.0
7478.250270720004,0.0
7478.250270720004,0.0
7478.250270720004,0.0
7478.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
4250.250270720004,0.0
3620.221533700653,0.0
3620.221533700653,0.0
3620.221533700653,0.0
3620.221533700653,0.0
3620.221533700653,0.0
3620.221533700653,0.0
3620.221533700653,0.0
3620.221533700653,0.0
567.9916323868565,0.0
567.9916323868565,0.0
567.9916323868565,0.0
567.9916323868565,0.0
0.0,0.0
0.0,0.0
0.0,0.0
