Technology,DK,FR,DE,IB,LU,UK
Lignite,1195.1579561362576,20016.74931956494,50289.76217557442,8525.279251128915,32846.135059113374,17093.4676772803
Coal,0.0,0.0,0.0,0.0,0.0,0.0
Gas,2361.126049930005,38094.28554656125,18596.98782442558,19205.264572962125,18839.632345722814,20936.577123256768
WindOnshore,9053.31311245917,107982.1064396962,0.0,65319.99243801884,47651.42856,63787.26170059135
WindOffshore,0.0,0.0,0.0,0.0,0.0,0.0
PVGround,0.0,58798.4115936191,55945.63,44353.32493359534,12910.5298,0.0
PVRoof,0.0,0.0,0.0,0.0,0.0,0.0
PumpedStor,0.0,10954.068673271462,6931.0,14532.004348220453,3228.0,5994.0
BatteryStor,0.0,0.0,0.0,0.0,0.0,0.0
