Technology,DK,FR,DE,IB,LU,UK
Lignite,0.0,0.0,13227.991455529711,0.0,18808.66440772603,0.0
Coal,0.0,0.0,0.0,0.0,0.0,0.0
Gas,3322.4874279592987,44693.51702046496,49677.38299054391,14606.029251801167,30150.20753907129,33056.204081632655
WindOnshore,16722.686890112676,157641.7606238993,169085.71,94153.80362464747,47651.42856,132297.46444032158
WindOffshore,0.0,27170.552310961382,4086.5046743556604,0.0,41604.561069709256,0.0
PVGround,4720.727646455533,91234.77752979356,55945.63,87355.53565066887,12910.5298,43117.99354579417
PVRoof,0.0,0.0,71118.97184511797,0.0,25993.2,0.0
PumpedStor,0.0,14235.0,6931.0,26521.849291313185,3228.0,5994.0
BatteryStor,0.0,0.0,0.0,0.0,0.0,0.0
