Hour;Lignite;Coal;Gas;WindOnshore;WindOffshore;PVGround;PVRoof
849;27165.26222252317;0.0;18829.316402304456;8166.839793;3011.2713338389085;8917.733422;10286.326826333461
850;27165.26222252317;0.0;0.0;11565.462564;2790.2005886526463;15357.075435;17713.906611220424
851;21011.798665015533;0.0;0.0;15150.079615999999;2315.3563253235743;19318.026039;22282.739354660884
852;10301.02645536236;0.0;0.0;17906.176689;1892.8364987249786;19575.375936999997;22579.584419912662
853;19275.71092209654;0.0;0.0;21304.79946;1499.0951123281448;17164.119284;19798.275221575324
854;19254.420954640453;0.0;0.0;24196.165101;1288.4892544879779;12067.472391;13919.452298871567
855;27165.26222252317;0.0;1967.1465807872164;24111.622246;1194.3052683731207;6014.1552249999995;6937.140111862279
856;27165.26222252317;0.0;6860.662581032735;29167.284974999995;1292.4135872427635;1068.5615329999998;1232.552336154135
857;27165.26222252317;0.0;2611.2871601976212;38822.079015999996;1488.6302249820494;0.0;0.0
858;27165.26222252317;0.0;2779.0090801103943;42491.238923000004;1530.4897743664305;0.0;0.0
859;27165.26222252317;0.0;1710.780683129542;41950.164651;1514.7924433472876;0.0;0.0
860;27069.14911624403;0.0;0.0;39650.59899499999;1508.2518887559781;0.0;0.0
861;25883.694409671854;0.0;0.0;37503.210478;1499.0951123281448;0.0;0.0
862;25923.881452383186;0.0;0.0;35017.650541;1462.4680066168114;0.0;0.0
863;25214.088867598926;0.0;0.0;31991.016332;1353.894800401073;0.0;0.0
864;24599.520643035572;0.0;0.0;29657.633533999997;1200.8458229644302;0.0;0.0
865;24460.272244453074;0.0;0.0;27882.233578999996;1063.4941765469298;0.0;0.0
866;25337.840423813144;0.0;0.0;26089.925053;973.2345231868583;0.0;0.0
867;25674.814629235807;0.0;0.0;25853.205059;899.9803117641916;0.0;0.0
868;24917.25902592283;0.0;0.0;27594.787872;814.9531020771677;0.0;0.0
869;26996.103313566407;0.0;0.0;28355.673566999998;697.2231194335961;0.0;0.0
870;27165.26222252317;0.0;6606.87340156161;28964.382123;545.482252915215;0.0;0.0
871;27165.26222252317;0.0;10585.985586647239;28490.942135;408.1306064977148;50.35106699999999;58.07838233187024
872;27165.26222252317;0.0;5333.409129859796;28609.302131999997;319.1790640559052;4906.431751;5659.415700561133
873;13375.646440699553;0.0;0.0;31331.582062999998;266.8546273254289;12705.252573;14655.11180840859
874;0.0;0.0;0.0;34138.404849;234.15185436888123;21024.367754;24250.951200352043
875;0.0;0.0;0.0;34121.496278;0.0;26976.982786;20635.960936
876;0.0;0.0;0.0;33276.067728;0.0;29595.23827;16299.919601999996
877;0.0;0.0;0.0;32193.919184000002;0.0;27653.924909;13484.970050999997
878;0.0;0.0;0.0;30841.233504;0.0;21936.281522999998;22718.48036756
879;10187.2024836048;0.0;0.0;27882.233578999996;498.39025985778636;12901.062278;14880.972184143642
880;27165.26222252317;0.0;0.0;26411.187901999998;637.0500171935485;2998.685768;3458.8903255424943
881;27165.26222252317;0.0;13526.066992378164;27138.256455;740.390779736239;0.0;0.0
882;27165.26222252317;0.0;14229.906963705078;25413.582212999998;850.2720968702392;0.0;0.0
883;27165.26222252317;0.0;15837.710509208231;22589.850855999997;971.9264122685966;0.0;0.0
884;27165.26222252317;0.0;15947.866363890036;19952.11378;1090.96450583043;0.0;0.0
885;27165.26222252317;0.0;13332.36957680107;17449.645271999998;1237.4729286757636;0.0;0.0
886;27165.26222252317;0.0;14012.352002880834;15488.251036;1462.4680066168114;0.0;0.0
887;27165.26222252317;0.0;11250.645667621491;14034.11393;1794.7281798553354;0.0;0.0
888;27165.26222252317;0.0;8711.01036372907;13323.953947999998;2116.5234657477645;0.0;0.0
