DK,FR,DE,IB,LU,UK
0.0,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,3380.0,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
1091.25,1410.5577279999998,0.0,0.0,3380.0,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,1565.7796322429786,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,50.80970499999967,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,1260.282215276795,0.0,0.0,3380.0,0.0
1091.25,1033.8543935572598,0.0,0.0,3380.0,0.0
1091.25,0.0,0.0,0.0,436.26747199999954,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
1091.25,0.0,0.0,0.0,3380.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,3380.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,2475.031802444053,0.0
1091.25,1800.0,0.0,0.0,2746.4539100630245,0.0
1091.25,1800.0,0.0,0.0,2825.641081091613,0.0
1091.25,1800.0,0.0,0.0,1053.2361840000012,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,853.3297269999966,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
1091.25,0.0,0.0,0.0,1562.424282752927,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
1091.25,1800.0,0.0,0.0,0.0,0.0
1091.25,0.0,0.0,0.0,504.7481380230747,0.0
1091.25,0.0,0.0,0.0,518.2674719999995,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2301.6553689179746,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,88.78153958939583,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
1091.25,241.55954719936926,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1091.25,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,164.68641399994885,0.0
517.157262419867,1800.0,0.0,0.0,770.42352951258,0.0
0.0,0.0,0.0,0.0,2015.0089252516009,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1028.915641950963,1800.0,0.0,0.0,0.0,0.0
972.8251819041035,1224.8983550958947,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,133.17136879006648,0.0
0.0,0.0,0.0,0.0,0.0,0.0
144.9132798872896,0.0,0.0,0.0,1903.6356621742416,0.0
415.2408331143463,684.7362461907833,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1274.553224111056,0.0
0.0,418.0528270967752,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
861.8352391932743,1800.0,0.0,0.0,0.0,0.0
676.0890821763833,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
631.2236896341556,0.0,0.0,0.0,0.0,0.0
700.3431219981317,0.0,0.0,0.0,0.0,0.0
779.671462579746,0.0,0.0,0.0,0.0,0.0
495.0898010000019,1800.0,0.0,0.0,0.0,0.0
0.0,837.5519459999996,0.0,0.0,0.0,0.0
945.1785580300456,1056.5960641128404,0.0,0.0,0.0,0.0
948.5516365384912,0.0,0.0,0.0,759.9484455689999,0.0
712.5516365384912,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,1876.034511738926,0.0
832.5174719999995,1800.0,0.0,0.0,3380.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1492.9500698517936,0.0
0.0,0.0,0.0,0.0,2889.8865999225272,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3289.906112716564,0.0
0.0,0.0,0.0,0.0,2646.85164961595,0.0
0.0,0.0,0.0,0.0,9.60497946726764,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,2028.4333988449143,0.0
0.0,1800.0,0.0,0.0,489.4347578948109,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,1661.820576463688,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
193.03861741044852,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,338.4885131071278,0.0
378.76782778578854,1800.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,396.82984945306816,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1602.9311548238481,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,968.5174719999995,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1927.5669873654188,0.0
0.0,0.0,0.0,0.0,1725.1618293021475,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
706.1710596431874,1800.0,0.0,0.0,0.0,0.0
460.21599440865793,0.0,0.0,0.0,0.0,0.0
0.0,1297.6922720000002,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,1741.1911302895805,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2806.3070289908146,0.0
502.3178896151644,0.0,0.0,0.0,1365.1995823848351,0.0
655.5267978328027,1136.7355753039649,0.0,0.0,440.255098863232,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
69.43614094730378,0.0,0.0,0.0,0.0,0.0
163.2567955627004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2183.556522523313,0.0
0.0,1800.0,0.0,0.0,2460.8282199164805,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1800.0,0.0,0.0,1643.0072684413626,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1154.804703539472,0.0
0.0,1800.0,0.0,0.0,0.0,0.0
