Technology,DK,FR,DE,IB,LU,UK
Lignite,1237.9653989180924,21750.615998499234,51041.237032000005,8319.724967529979,32444.270803608626,15663.357206405693
Coal,0.0,0.0,0.0,0.0,0.0,0.0
Gas,2310.6247334763602,44710.507499672196,22155.185446091193,17366.19589243724,21989.296787419305,24484.443631341022
WindOnshore,7873.059949429148,97906.94550586613,0.0,71285.39808228635,47651.42856,63266.60735468565
WindOffshore,0.0,0.0,0.0,0.0,0.0,0.0
PVGround,0.0,60554.7042901636,55945.63,40704.57598732261,12910.5298,0.0
PVRoof,0.0,0.0,0.0,0.0,0.0,0.0
PumpedStor,0.0,7852.231158363691,2686.605011141437,11660.013269189296,3228.0,5528.114494400376
BatteryStor,0.0,0.0,0.0,0.0,0.0,0.0
