Technology,DK,FR,DE,IB,LU,UK
Lignite,877.5290905037896,21067.07285827413,50411.03908455937,13797.421578003254,30953.22121538747,13968.938656496404
Coal,0.0,0.0,0.0,0.0,0.0,0.0
Gas,2701.345965225145,42710.17173258767,21417.66601376565,15935.612360529467,22916.744621811235,28576.789495723522
WindOnshore,7980.754941298855,95404.12783272275,0.0,46823.630127444965,47651.42856,57741.30061099902
WindOffshore,0.0,0.0,0.0,0.0,0.0,0.0
PVGround,0.0,50195.48201819086,52348.75637537121,48436.103289139886,11698.460761499173,0.0
PVRoof,0.0,0.0,0.0,0.0,0.0,0.0
PumpedStor,0.0,14235.0,4408.7406569519335,13436.497519889643,3228.0,5994.0
BatteryStor,0.0,0.0,0.0,0.0,0.0,0.0
