Country,Lignite,Coal,Gas,WindOnshore,WindOffshore,PVGround,PVRoof
DE,31878.783790817368,0.0,35868.50880745942,169085.71,8840.973445776648,55945.63,125242.2522817273
DK,739.6729651445594,0.0,3141.088478394583,26353.10277707075,0.0,1294.8401606910493,0.0
FR,3176.9650556552033,0.0,56785.266590320236,33092.99790893893,105238.84275699036,56116.74937064467,0.0
IB,5111.189473546543,0.0,18081.638149638657,124508.5714,0.0,60787.57319780669,0.0
LU,2210.2748990398923,0.0,15492.48562812595,47651.42856,61521.78629747763,12910.5298,25993.2
UK,452.6468545259718,0.0,29230.15660197138,195217.14,17119.436872550392,41604.24375479428,0.0
