PumpedStor,BatteryStor
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
773.0569307200002,0.0
773.0569307200002,0.0
773.0569307200002,0.0
773.0569307200002,0.0
6040.616930720001,0.0
6040.616930720001,0.0
6040.616930720001,0.0
6040.616930720001,0.0
6040.616930720001,0.0
6040.616930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
11308.176930720001,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
16575.736930720002,0.0
18439.55448323018,0.0
18439.55448323018,0.0
18439.55448323018,0.0
18439.55448323018,0.0
18439.55448323018,0.0
18439.55448323018,0.0
18439.55448323018,0.0
18439.55448323018,0.0
18439.55448323018,0.0
23707.11448323018,0.0
23707.11448323018,0.0
16776.11448323018,0.0
9845.11448323018,0.0
4142.0802718389305,0.0
0.0,0.0
6.864579574281379,0.0
2427.511307414279,0.0
4562.74952689428,0.0
4562.74952689428,0.0
9830.309526894282,0.0
9830.309526894282,0.0
15097.869526894281,0.0
15097.869526894281,0.0
15097.869526894281,0.0
20365.42952689428,0.0
25632.989526894282,0.0
30215.985465937873,0.0
31315.904491308334,0.0
31579.885057397245,0.0
31643.240393258584,0.0
31658.445673865306,0.0
31662.09494121092,0.0
31662.970765373866,0.0
31663.180963172974,0.0
31663.23141064476,0.0
31663.243518037987,0.0
31663.24642381236,0.0
31663.247121198212,0.0
31663.247288570816,0.0
31663.24732874024,0.0
31663.247338380897,0.0
31434.949618032457,0.0
31434.949618032457,0.0
31608.455887811037,0.0
31608.455887811037,0.0
31608.455887811037,0.0
