PumpedStor,BatteryStor
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,-2.203962777886862e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
0.0,-1.1054772829940286e-10
0.0,-2.0524915897434866e-11
0.0,-2.203962777886862e-11
0.0,-2.203962777886862e-11
0.0,-2.2039627778868622e-11
0.0,-2.203962777886862e-11
0.0,0.0
0.0,-2.0524915897434866e-11
0.0,-2.203962777886862e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0231000555745867e-11
0.0,-2.203962777886862e-11
0.0,-1.2912534940730752e-14
0.0,0.0
0.0,0.0
0.0,-2.203962777886862e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.203962777886862e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,-2.0524915897434866e-11
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,-6.823052410355141e-13
0.0,-2.0524915897434866e-11
0.0,-2.203962777886862e-11
0.0,-1.0551468054695526e-11
0.0,-2.0524915897434866e-11
0.0,-2.2039627778868622e-11
0.0,-2.203962777886862e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,-1.0956081201803688e-10
0.0,0.0
0.0,-2.3026544060234625e-11
0.0,-7.765020106282786e-12
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.203962777886862e-11
0.0,-2.2039627778868622e-11
0.0,-2.203962777886862e-11
0.0,0.0
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-1.983566500098176e-11
0.0,-1.983566500098176e-11
0.0,-2.2039627778868622e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
-7.185474239601184e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,-2.2039627778868622e-11
-7.185474239601185e-12,-2.2039627778868622e-11
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,-1.9835665000981764e-11
-7.185474239601185e-12,-2.1819231501079937e-11
-7.185474239601185e-12,0.0
-7.185474239601185e-12,-2.203962777886862e-11
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,0.0
-7.185474239601185e-12,-1.0940611235873215e-11
-7.185474239601185e-12,-6.035439405590771e-12
0.0,-2.0439208941540837e-11
0.0,-2.2039627778868622e-11
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
